證券代號,證券名稱,買進股數,賣出股數,買賣超股數
4958  ,臻鼎-KY         ,"4,000","218,000","-214,000"
5876  ,上海商銀        ,0,"201,948","-201,948"
2327  ,國巨*           ,"7,000","208,290","-201,290"
3592  ,瑞鼎            ,0,"201,283","-201,283"
8046  ,南電            ,"170,000","367,000","-197,000"
3583  ,辛耘            ,0,"189,000","-189,000"
1560  ,中砂            ,"5,000","182,000","-177,000"
3010  ,華立            ,0,"175,370","-175,370"
2357  ,華碩            ,"4,000","170,542","-166,542"
8028  ,昇陽半導體      ,0,"158,000","-158,000"
6176  ,瑞儀            ,"2,000","149,584","-147,584"
9941  ,裕融            ,0,"145,000","-145,000"
3013  ,晟銘電          ,"467,000","610,000","-143,000"
8112  ,至上            ,0,"135,903","-135,903"
5871  ,中租-KY         ,"31,000","165,705","-134,705"
8070  ,長華*           ,0,"122,000","-122,000"
2049  ,上銀            ,0,"117,570","-117,570"
4770  ,上品            ,0,"116,000","-116,000"
6515  ,穎崴            ,"12,000","126,000","-114,000"
2454  ,聯發科          ,"77,000","189,478","-112,478"
5434  ,崇越            ,"10,000","120,000","-110,000"
3014  ,聯陽            ,0,"105,240","-105,240"
2474  ,可成            ,"22,000","115,093","-93,093"
6278  ,台表科          ,0,"91,490","-91,490"
2353  ,宏��            ,"15,000","103,500","-88,500"
2324  ,仁寶            ,"21,000","109,000","-88,000"
2006  ,東和鋼鐵        ,0,"81,997","-81,997"
1102  ,亞泥            ,"68,000","147,223","-79,223"
6257  ,矽格            ,"25,000","97,000","-72,000"
2404  ,漢唐            ,"5,000","75,457","-70,457"
1216  ,統一            ,"52,000","118,235","-66,235"
6526  ,達發            ,"1,000","65,000","-64,000"
2206  ,三陽工業        ,0,"63,819","-63,819"
2912  ,統一超          ,0,"62,639","-62,639"
6446  ,藥華藥          ,0,"61,000","-61,000"
9904  ,寶成            ,0,"58,255","-58,255"
2439  ,美律            ,0,"57,964","-57,964"
2458  ,義隆            ,0,"56,286","-56,286"
1210  ,大成            ,"13,000","68,000","-55,000"
2615  ,萬海            ,0,"48,594","-48,594"
1477  ,聚陽            ,"14,000","54,529","-40,529"
2607  ,榮運            ,0,"40,000","-40,000"
6799  ,來頡            ,0,"40,000","-40,000"
2915  ,潤泰全          ,0,"39,000","-39,000"
3413  ,京鼎            ,0,"39,000","-39,000"
9907  ,統一實          ,0,"37,780","-37,780"
9917  ,中保科          ,0,"34,000","-34,000"
1319  ,東陽            ,0,"31,177","-31,177"
6414  ,樺漢            ,0,"31,000","-31,000"
2891C ,中信金丙特      ,0,"30,000","-30,000"
3034  ,聯詠            ,"34,000","62,981","-28,981"
2409  ,友達            ,"30,000","54,000","-24,000"
5880  ,合庫金          ,0,"23,991","-23,991"
4532  ,瑞智            ,0,"23,950","-23,950"
1806  ,冠軍            ,0,"23,331","-23,331"
1532  ,勤美            ,0,"23,146","-23,146"
4906  ,正文            ,0,"22,840","-22,840"
1215  ,卜蜂            ,0,"22,000","-22,000"
2633  ,台灣高鐵        ,0,"20,521","-20,521"
3338  ,泰碩            ,0,"20,000","-20,000"
3030  ,德律            ,0,"19,000","-19,000"
2801  ,彰銀            ,0,"18,877","-18,877"
2355  ,敬鵬            ,0,"17,090","-17,090"
4961  ,天鈺            ,0,"17,000","-17,000"
6285  ,啟��            ,"104,000","121,000","-17,000"
8163  ,達方            ,0,"16,170","-16,170"
1522  ,堤維西          ,0,"15,066","-15,066"
1904  ,正隆            ,0,"14,902","-14,902"
2609  ,陽明            ,0,"14,176","-14,176"
2889  ,國票金          ,0,"14,000","-14,000"
2834  ,臺企銀          ,0,"12,676","-12,676"
6605  ,帝寶            ,0,"12,000","-12,000"
2812  ,台中銀          ,0,"11,868","-11,868"
2204  ,中華            ,0,"11,450","-11,450"
3015  ,全漢            ,0,"10,940","-10,940"
2897  ,王道銀行        ,0,"10,000","-10,000"
2451  ,創見            ,0,"8,840","-8,840"
2027  ,大成鋼          ,"85,000","93,000","-8,000"
6177  ,達麗            ,0,"8,000","-8,000"
3090  ,日電貿          ,0,"7,740","-7,740"
9910  ,豐泰            ,0,"7,259","-7,259"
1402  ,遠東新          ,0,"7,000","-7,000"
3189  ,景碩            ,0,"7,000","-7,000"
4766  ,南寶            ,0,"7,000","-7,000"
1609  ,大亞            ,0,"6,841","-6,841"
1409  ,新纖            ,0,"6,000","-6,000"
2903  ,遠百            ,0,"6,000","-6,000"
6412  ,群電            ,0,"5,960","-5,960"
2211  ,長榮鋼          ,0,"5,620","-5,620"
6206  ,飛捷            ,0,"5,500","-5,500"
2820  ,華票            ,0,"5,000","-5,000"
4576  ,大銀微系統      ,0,"5,000","-5,000"
9939  ,宏全            ,0,"5,000","-5,000"
2539  ,櫻花建          ,0,"4,990","-4,990"
6768  ,志強-KY         ,0,"4,980","-4,980"
1503  ,士電            ,0,"4,000","-4,000"
2501  ,國建            ,0,"4,000","-4,000"
2855  ,統一證          ,0,"4,000","-4,000"
5269  ,祥碩            ,"1,000","5,000","-4,000"
6670  ,復盛應用        ,0,"3,086","-3,086"
6689  ,伊雲谷          ,0,"3,015","-3,015"
1104  ,環泥            ,0,"3,000","-3,000"
2023  ,燁輝            ,0,"3,000","-3,000"
2412  ,中華電          ,0,"3,000","-3,000"
8016  ,矽創            ,0,"2,820","-2,820"
1513  ,中興電          ,0,"2,400","-2,400"
6214  ,精誠            ,0,"2,261","-2,261"
3033  ,威健            ,0,"2,166","-2,166"
2062  ,橋椿            ,0,"2,000","-2,000"
1476  ,儒鴻            ,0,"1,714","-1,714"
8464  ,億豐            ,0,"1,547","-1,547"
3209  ,全科            ,0,"1,515","-1,515"
6472  ,保瑞            ,0,"1,382","-1,382"
6873  ,泓德能源        ,0,"1,194","-1,194"
2852  ,第一保          ,0,"1,153","-1,153"
2727  ,王品            ,0,"1,050","-1,050"
1717  ,長興            ,0,"1,000","-1,000"
2356  ,英業達          ,"13,000","14,000","-1,000"
3617  ,碩天            ,0,"1,000","-1,000"
6906  ,現觀科          ,0,"1,000","-1,000"
8926  ,台汽電          ,0,"1,000","-1,000"
4720  ,德淵            ,0,513,-513
3038  ,全台            ,0,490,-490
9924  ,福興            ,0,452,-452
2527  ,宏璟            ,0,331,-331
1558  ,伸興            ,0,196,-196
6754  ,匯僑設計        ,0,71,-71
2395  ,研華            ,"3,000","3,000",0
6789  ,采鈺            ,"2,000","2,000",0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
