證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
"=""038967""",興勤富邦54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"882,000",0,0,0,"2,235,000","1,353,000","882,000","882,000",
3016,嘉晶            ,"2,166,000","1,241,000","925,000",0.0,0.0,0.0,0,0,0,"-45,332","4,000","72,544","-68,544","81,065","57,853","23,212","879,668",
"=""00902""",中信電池及儲能  ,"377,000","69,000","308,000",0.0,0.0,0.0,0,0,0,"570,787",0,0,0,"1,021,618","450,831","570,787","878,787",
"=""04697U""",川湖國泰53售01  ,0,0,0,0.0,0.0,0.0,0,0,0,"875,000",0,0,0,"915,000","40,000","875,000","875,000",
"=""088971""",大立光富邦53購04,0,0,0,0.0,0.0,0.0,0,0,0,"873,000",0,0,0,"883,000","10,000","873,000","873,000",
"=""085682""",創意國票53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"871,000",0,0,0,"901,000","30,000","871,000","871,000",
"=""088762""",台虹統一57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"869,000",0,0,0,"869,000",0,"869,000","869,000",
"=""05924U""",南亞科凱基53售07,0,0,0,0.0,0.0,0.0,0,0,0,"869,000",0,0,0,"869,000",0,"869,000","869,000",
"=""04359U""",緯穎國泰53售01  ,0,0,0,0.0,0.0,0.0,0,0,0,"868,000",0,0,0,"868,000",0,"868,000","868,000",
"=""039534""",仁寶群益54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"859,000",0,0,0,"863,000","4,000","859,000","859,000",
"=""034010""",大立光元大53購03,0,0,0,0.0,0.0,0.0,0,0,0,"846,000",0,0,0,"846,000",0,"846,000","846,000",
"=""030077""",南亞統一56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"844,000",0,0,0,"1,263,000","419,000","844,000","844,000",
3037,欣興            ,"5,139,359","3,591,989","1,547,370",0.0,0.0,0.0,"112,000","751,000","-639,000","-65,755","187,238","106,541","80,697","69,313","215,765","-146,452","842,615",
"=""059188""",凱基金元大4B購01,0,0,0,0.0,0.0,0.0,0,0,0,"840,000",0,0,0,"840,000",0,"840,000","840,000",
9921,巨大            ,"2,972,290","2,139,720","832,570",0.0,0.0,0.0,0,0,0,"1,455",0,0,0,"11,272","9,817","1,455","834,025",
"=""088369""",台泥元大51購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"832,000",0,0,0,"1,353,000","521,000","832,000","832,000",
"=""030857""",AES元大56購05   ,0,0,0,0.0,0.0,0.0,0,0,0,"826,000",0,0,0,"826,000",0,"826,000","826,000",
"=""083444""",嘉澤元大52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"822,000",0,0,0,"822,000",0,"822,000","822,000",
"=""038989""",仁寶統一58購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"819,000",0,0,0,"943,000","124,000","819,000","819,000",
"=""040866""",富世達元大57購05,0,0,0,0.0,0.0,0.0,0,0,0,"818,000",0,0,0,"818,000",0,"818,000","818,000",
"=""037355""",聯發科永豐54購07,0,0,0,0.0,0.0,0.0,0,0,0,"812,000",0,0,0,"1,217,000","405,000","812,000","812,000",
"=""04074U""",台積電群益51售13,0,0,0,0.0,0.0,0.0,0,0,0,"810,000",0,0,0,"1,008,000","198,000","810,000","810,000",
"=""00662""",富邦NASDAQ      ,"628,024","62,000","566,024",0.0,0.0,0.0,0,0,0,"243,210",0,0,0,"807,000","563,790","243,210","809,234",
"=""086064""",聯鈞群益52購01  ,"1,000",0,"1,000",0.0,0.0,0.0,0,0,0,"807,000",0,0,0,"853,000","46,000","807,000","808,000",
6269,台郡            ,"1,236,000","574,000","662,000",0.0,0.0,0.0,"49,000",0,"49,000","94,789","97,612","18,518","79,094","39,294","23,599","15,695","805,789",
"=""033369""",和碩富邦52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"801,000",0,0,0,"817,000","16,000","801,000","801,000",
"=""084328""",一詮群益53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"799,000",0,0,0,"799,000",0,"799,000","799,000",
"=""034998""",燿華富邦54購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"794,000",0,0,0,"807,000","13,000","794,000","794,000",
"=""08488P""",元金2X元富54售04,0,0,0,0.0,0.0,0.0,0,0,0,"788,000",0,0,0,"788,000",0,"788,000","788,000",
"=""031298""",智原統一58購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"785,000",0,0,0,"1,010,000","225,000","785,000","785,000",
"=""089886""",祥碩元富51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"785,000",0,0,0,"973,000","188,000","785,000","785,000",
"=""032251""",智原富邦52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"784,000",0,0,0,"822,000","38,000","784,000","784,000",
"=""087208""",大立光兆豐51購02,0,0,0,0.0,0.0,0.0,0,0,0,"783,000",0,0,0,"865,000","82,000","783,000","783,000",
"=""071465""",創意統一54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"780,000",0,0,0,"914,000","134,000","780,000","780,000",
"=""087101""",大立光元大51購09,0,0,0,0.0,0.0,0.0,0,0,0,"777,000",0,0,0,"777,000",0,"777,000","777,000",
3706,神達            ,"6,394,000","4,662,050","1,731,950",0.0,0.0,0.0,"26,000","715,000","-689,000","-267,778","32,000","188,000","-156,000","152,039","263,817","-111,778","775,172",
"=""076059""",AES永豐4C購01   ,0,0,0,0.0,0.0,0.0,0,0,0,"775,000",0,0,0,"775,000",0,"775,000","775,000",
"=""031607""",奇鋐永豐53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"770,000",0,0,0,"853,000","83,000","770,000","770,000",
2329,華泰            ,"1,427,267","675,000","752,267",0.0,0.0,0.0,0,0,0,"14,448","64,773","36,000","28,773","44,001","58,326","-14,325","766,715",
"=""035266""",智原國票54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"765,000",0,0,0,"824,000","59,000","765,000","765,000",
"=""00945B""",凱基美國非投等債,"1,222,000","35,000","1,187,000",0.0,0.0,0.0,0,"1,000,000","-1,000,000","576,000",0,0,0,"914,000","338,000","576,000","763,000",
"=""038995""",華邦電統一58購03,0,0,0,0.0,0.0,0.0,0,0,0,"752,000",0,0,0,"1,251,000","499,000","752,000","752,000",
"=""080895""",嘉澤元大4B購06  ,0,0,0,0.0,0.0,0.0,0,0,0,"752,000",0,0,0,"752,000",0,"752,000","752,000",
1808,潤隆            ,"1,131,000","388,450","742,550",0.0,0.0,0.0,0,0,0,"7,091",0,"30,200","-30,200","37,591",300,"37,291","749,641",
"=""040830""",金寶元大54購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"748,000",0,0,0,"779,000","31,000","748,000","748,000",
"=""086096""",聯鈞元大51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"745,000",0,0,0,"758,000","13,000","745,000","745,000",
"=""031819""",健鼎富邦56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"745,000",0,0,0,"898,000","153,000","745,000","745,000",
"=""05918U""",南亞科元富53售10,0,0,0,0.0,0.0,0.0,0,0,0,"743,000",0,0,0,"753,000","10,000","743,000","743,000",
1710,東聯            ,"893,000","151,000","742,000",0.0,0.0,0.0,0,0,0,"-1,734","1,000","2,734","-1,734",0,0,0,"740,266",
"=""05265U""",元金2X國票54售04,0,0,0,0.0,0.0,0.0,0,0,0,"739,000",0,0,0,"739,000",0,"739,000","739,000",
"=""032249""",奇鋐富邦54購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"734,000",0,0,0,"963,000","229,000","734,000","734,000",
6239,力成            ,"1,114,693","582,000","532,693",0.0,0.0,0.0,"139,000","84,439","54,561","146,317","6,000","18,000","-12,000","206,713","48,396","158,317","733,571",
"=""037185""",仁寶國票54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"731,000",0,0,0,"767,000","36,000","731,000","731,000",
"=""079329""",智原元大51購06  ,0,0,0,0.0,0.0,0.0,0,0,0,"722,000",0,0,0,"962,000","240,000","722,000","722,000",
3535,晶彩科          ,"1,005,055","285,000","720,055",0.0,0.0,0.0,0,0,0,0,"10,000","10,000",0,0,0,0,"720,055",
"=""036792""",奇鋐元大59購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"720,000",0,0,0,"729,000","9,000","720,000","720,000",
"=""089808""",大立光元大53購01,0,0,0,0.0,0.0,0.0,0,0,0,"712,000",0,0,0,"722,000","10,000","712,000","712,000",
"=""087778""",台表科國票53購01,0,0,0,0.0,0.0,0.0,0,0,0,"706,000",0,0,0,"1,027,000","321,000","706,000","706,000",
"=""00927""",群益半導體收益  ,"48,350","49,000",-650,0.0,0.0,0.0,0,0,0,"705,228",0,0,0,"3,598,335","2,893,107","705,228","704,578",
"=""031071""",視陽中信52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"702,000",0,0,0,"732,000","30,000","702,000","702,000",
"=""036158""",T50反1國票53購04,0,0,0,0.0,0.0,0.0,0,0,0,"700,000",0,0,0,"700,000",0,"700,000","700,000",
"=""085571""",精銳元大4C購08  ,0,0,0,0.0,0.0,0.0,0,0,0,"698,000",0,0,0,"771,000","73,000","698,000","698,000",
"=""038669""",宏�痐舅j54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"696,000",0,0,0,"696,000",0,"696,000","696,000",
"=""036021""",牧德元大54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"696,000",0,0,0,"722,000","26,000","696,000","696,000",
"=""039738""",華新科元富57購02,0,0,0,0.0,0.0,0.0,0,0,0,"691,000",0,0,0,"709,000","18,000","691,000","691,000",
"=""089065""",中興電元大57購01,0,0,0,0.0,0.0,0.0,0,0,0,"690,000",0,0,0,"700,000","10,000","690,000","690,000",
"=""088891""",AES元大57購01   ,0,0,0,0.0,0.0,0.0,0,0,0,"682,000",0,0,0,"682,000",0,"682,000","682,000",
"=""087485""",上銀統一57購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"682,000",0,0,0,"722,000","40,000","682,000","682,000",
"=""085189""",台塑化凱基4C購01,0,0,0,0.0,0.0,0.0,0,0,0,"680,000",0,0,0,"702,000","22,000","680,000","680,000",
"=""067642""",世紀鋼統一51購02,0,0,0,0.0,0.0,0.0,0,0,0,"672,000",0,0,0,"775,000","103,000","672,000","672,000",
"=""088724""",大立光元大51購14,0,0,0,0.0,0.0,0.0,0,0,0,"669,000",0,0,0,"669,000",0,"669,000","669,000",
"=""030070""",欣興永豐52購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"666,000",0,0,0,"717,000","51,000","666,000","666,000",
"=""033207""",神達富邦53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"664,000",0,0,0,"754,000","90,000","664,000","664,000",
2605,新興            ,"859,000","348,000","511,000",0.0,0.0,0.0,0,0,0,"152,285","217,102","72,000","145,102","33,438","26,255","7,183","663,285",
"=""034266""",富世達元大53購07,"2,000","5,000","-3,000",0.0,0.0,0.0,0,0,0,"665,000",0,0,0,"1,131,000","466,000","665,000","662,000",
"=""067984""",創意統一51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"661,000",0,0,0,"716,000","55,000","661,000","661,000",
"=""038971""",健鼎富邦54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"660,000",0,0,0,"751,000","91,000","660,000","660,000",
"=""038152""",仁寶元富53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"656,000",0,0,0,"756,000","100,000","656,000","656,000",
"=""038417""",台虹永豐53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"656,000",0,0,0,"656,000",0,"656,000","656,000",
"=""039947""",富世達元大54購27,0,0,0,0.0,0.0,0.0,0,0,0,"655,000",0,0,0,"664,000","9,000","655,000","655,000",
"=""087108""",智原元大57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"655,000",0,0,0,"655,000",0,"655,000","655,000",
"=""039769""",元石油國票55購01,0,0,0,0.0,0.0,0.0,0,0,0,"653,000",0,0,0,"656,000","3,000","653,000","653,000",
"=""033036""",AES元大54購07   ,0,0,0,0.0,0.0,0.0,0,0,0,"652,000",0,0,0,"652,000",0,"652,000","652,000",
"=""039665""",鈺邦凱基57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"649,000",0,0,0,"735,000","86,000","649,000","649,000",
"=""037812""",日電貿群益54購01,0,0,0,0.0,0.0,0.0,0,0,0,"639,000",0,0,0,"1,098,000","459,000","639,000","639,000",
"=""031810""",健鼎兆豐54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"639,000",0,0,0,"665,000","26,000","639,000","639,000",
"=""030757""",漢唐統一57購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"638,000",0,0,0,"653,000","15,000","638,000","638,000",
"=""032010""",奇鋐富邦55購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"635,000",0,0,0,"735,000","100,000","635,000","635,000",
"=""086365""",晟銘電凱基52購02,0,0,0,0.0,0.0,0.0,0,0,0,"635,000",0,0,0,"675,000","40,000","635,000","635,000",
"=""088296""",欣興國票56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"635,000",0,0,0,"635,000",0,"635,000","635,000",
"=""080583""",聯發科元大51購16,0,0,0,0.0,0.0,0.0,0,0,0,"634,000",0,0,0,"644,000","10,000","634,000","634,000",
"=""032797""",祥碩群益52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"632,000",0,0,0,"632,000",0,"632,000","632,000",
"=""087831""",大立光元大51購11,0,0,0,0.0,0.0,0.0,0,0,0,"630,000",0,0,0,"630,000",0,"630,000","630,000",
"=""089096""",泰金寶元大51購01,0,0,0,0.0,0.0,0.0,0,0,0,"629,000",0,0,0,"801,000","172,000","629,000","629,000",
"=""037171""",同欣電元大54購02,0,0,0,0.0,0.0,0.0,0,0,0,"629,000",0,0,0,"679,000","50,000","629,000","629,000",
2903,遠百            ,"1,154,000","1,162,000","-8,000",0.0,0.0,0.0,"736,000",0,"736,000","-101,000",0,"101,000","-101,000",0,0,0,"627,000",
"=""035927""",楠梓電元富59購01,0,0,0,0.0,0.0,0.0,0,0,0,"627,000",0,0,0,"652,000","25,000","627,000","627,000",
"=""087304""",聯發科凱基52購03,0,0,0,0.0,0.0,0.0,0,0,0,"624,000",0,0,0,"624,000",0,"624,000","624,000",
"=""036042""",英業達富邦53購02,0,0,0,0.0,0.0,0.0,0,0,0,"621,000",0,0,0,"641,000","20,000","621,000","621,000",
"=""04006U""",富世達國票52售02,0,0,0,0.0,0.0,0.0,0,0,0,"620,000",0,0,0,"625,000","5,000","620,000","620,000",
"=""034182""",大立光富邦54購01,0,0,0,0.0,0.0,0.0,0,0,0,"617,000",0,0,0,"617,000",0,"617,000","617,000",
"=""036599""",貿聯元富56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"614,000",0,0,0,"946,000","332,000","614,000","614,000",
"=""030223""",AES元大52購01   ,0,0,0,0.0,0.0,0.0,0,0,0,"614,000",0,0,0,"626,000","12,000","614,000","614,000",
"=""00941""",中信上游半導體  ,"1,501,000","1,052,000","449,000",0.0,0.0,0.0,0,0,0,"164,392",0,0,0,"705,000","540,608","164,392","613,392",
"=""039324""",南茂群益55購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"610,000",0,0,0,"610,000",0,"610,000","610,000",
"=""06404U""",力積電元大54售09,0,0,0,0.0,0.0,0.0,0,0,0,"609,000",0,0,0,"616,000","7,000","609,000","609,000",
"=""00930""",永豐ESG低碳高息 ,0,"8,000","-8,000",0.0,0.0,0.0,0,0,0,"615,459",0,0,0,"815,659","200,200","615,459","607,459",
"=""038322""",立隆電統一59購01,0,0,0,0.0,0.0,0.0,0,0,0,"600,000",0,0,0,"892,000","292,000","600,000","600,000",
"=""00692""",富邦公司治理    ,"8,668","31,000","-22,332",0.0,0.0,0.0,0,0,0,"622,030",0,0,0,"906,000","283,970","622,030","599,698",
"=""030855""",AES元大52購06   ,0,0,0,0.0,0.0,0.0,0,0,0,"598,000",0,0,0,"608,000","10,000","598,000","598,000",
"=""032964""",台塑群益53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"598,000",0,0,0,"618,000","20,000","598,000","598,000",
"=""036627""",國巨中信59購01  ,0,"9,000","-9,000",0.0,0.0,0.0,0,0,0,"603,000",0,0,0,"893,000","290,000","603,000","594,000",
"=""086679""",至上統一57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"594,000",0,0,0,"1,250,000","656,000","594,000","594,000",
"=""039729""",SGBR2X元富54購03,0,0,0,0.0,0.0,0.0,0,0,0,"593,000",0,0,0,"598,000","5,000","593,000","593,000",
"=""081105""",所羅門統一55購01,0,0,0,0.0,0.0,0.0,0,0,0,"590,000",0,0,0,"764,000","174,000","590,000","590,000",
"=""030510""",華城國泰53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"589,000",0,0,0,"589,000",0,"589,000","589,000",
"=""037957""",國巨國票53購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"588,000",0,0,0,"643,000","55,000","588,000","588,000",
"=""04259U""",南電群益55售01  ,0,0,0,0.0,0.0,0.0,0,0,0,"588,000",0,0,0,"588,000",0,"588,000","588,000",
"=""00918""",大華優利高填息30,"292,200","63,000","229,200",0.0,0.0,0.0,0,0,0,"358,658",0,0,0,"1,550,000","1,191,342","358,658","587,858",
2472,立隆電          ,"7,463,120","6,788,120","675,000",0.0,0.0,0.0,0,0,0,"-87,532","19,011","57,518","-38,507","365,832","414,857","-49,025","587,468",
"=""030250""",同欣電統一5B購01,0,0,0,0.0,0.0,0.0,0,0,0,"585,000",0,0,0,"874,000","289,000","585,000","585,000",
"=""039000""",興勤統一5A購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"582,000",0,0,0,"857,000","275,000","582,000","582,000",
"=""089736""",亞翔國泰53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"581,000",0,0,0,"586,000","5,000","581,000","581,000",
"=""039455""",興勤統一6A購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"579,000",0,0,0,"664,000","85,000","579,000","579,000",
"=""030577""",英業達統一57購03,0,0,0,0.0,0.0,0.0,0,0,0,"578,000",0,0,0,"612,000","34,000","578,000","578,000",
2421,建準            ,"1,265,403","598,397","667,006",0.0,0.0,0.0,0,0,0,"-89,638","2,000","1,025",975,"6,000","96,613","-90,613","577,368",
"=""037828""",可寧衛群益55購01,0,0,0,0.0,0.0,0.0,0,0,0,"569,000",0,0,0,"594,000","25,000","569,000","569,000",
"=""081241""",長榮航元大54購03,0,0,0,0.0,0.0,0.0,0,0,0,"567,000",0,0,0,"567,000",0,"567,000","567,000",
"=""033171""",華晶科元大53購03,0,0,0,0.0,0.0,0.0,0,0,0,"565,000",0,0,0,"573,000","8,000","565,000","565,000",
"=""089784""",健鼎富邦51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"564,000",0,0,0,"564,000",0,"564,000","564,000",
"=""032233""",華通富邦52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"564,000",0,0,0,"584,000","20,000","564,000","564,000",
"=""036982""",微星元大54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"563,000",0,0,0,"570,000","7,000","563,000","563,000",
"=""038898""",富世達元大54購26,0,0,0,0.0,0.0,0.0,0,0,0,"563,000",0,0,0,"760,000","197,000","563,000","563,000",
"=""086827""",台表科元富54購01,0,0,0,0.0,0.0,0.0,0,0,0,"559,000",0,0,0,"1,109,000","550,000","559,000","559,000",
"=""030025""",鴻海群益53購10  ,0,0,0,0.0,0.0,0.0,0,0,0,"558,000",0,0,0,"764,000","206,000","558,000","558,000",
"=""037074""",立積富邦56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"557,000",0,0,0,"557,000",0,"557,000","557,000",
"=""030759""",牧德統一57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"555,000",0,0,0,"1,357,000","802,000","555,000","555,000",
"=""037036""",南亞科統一57購02,0,0,0,0.0,0.0,0.0,0,0,0,"552,000",0,0,0,"946,000","394,000","552,000","552,000",
"=""031468""",華城元大54購09  ,0,0,0,0.0,0.0,0.0,0,0,0,"548,000",0,0,0,"548,000",0,"548,000","548,000",
"=""033544""",華新統一58購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"547,000",0,0,0,"584,000","37,000","547,000","547,000",
"=""080604""",立積富邦51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"545,000",0,0,0,"597,000","52,000","545,000","545,000",
"=""035436""",鴻海群益54購10  ,0,0,0,0.0,0.0,0.0,0,0,0,"545,000",0,0,0,"704,000","159,000","545,000","545,000",
"=""086547""",創意元大51購07  ,0,0,0,0.0,0.0,0.0,0,0,0,"543,000",0,0,0,"1,051,000","508,000","543,000","543,000",
2429,銘旺科          ,"836,000","254,500","581,500",0.0,0.0,0.0,0,0,0,"-39,347","10,000","49,347","-39,347",0,0,0,"542,153",
"=""06406U""",臺股指元大54售26,0,0,0,0.0,0.0,0.0,0,0,0,"542,000",0,0,0,"719,000","177,000","542,000","542,000",
"=""038446""",金寶群益53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"542,000",0,0,0,"549,000","7,000","542,000","542,000",
"=""039803""",華邦電永豐58購01,0,0,0,0.0,0.0,0.0,0,0,0,"542,000",0,0,0,"742,000","200,000","542,000","542,000",
"=""033786""",奇鋐元大53購07  ,0,0,0,0.0,0.0,0.0,0,0,0,"536,000",0,0,0,"621,000","85,000","536,000","536,000",
"=""03691B""",臺股指凱基54熊21,0,0,0,0.0,0.0,0.0,0,0,0,"535,000",0,0,0,"572,000","37,000","535,000","535,000",
"=""065276""",華新科永豐51購01,0,0,0,0.0,0.0,0.0,0,0,0,"534,000",0,0,0,"559,000","25,000","534,000","534,000",
"=""032417""",宇隆群益53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"530,000",0,0,0,"530,000",0,"530,000","530,000",
"=""068644""",仁寶統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"529,000",0,0,0,"539,000","10,000","529,000","529,000",
"=""040239""",仁寶富邦56購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"529,000",0,0,0,"556,000","27,000","529,000","529,000",
"=""039329""",SGBR2X國票54購01,0,0,0,0.0,0.0,0.0,0,0,0,"528,000",0,0,0,"573,000","45,000","528,000","528,000",
"=""038028""",日電貿國票53購01,0,0,0,0.0,0.0,0.0,0,0,0,"528,000",0,0,0,"559,000","31,000","528,000","528,000",
"=""036907""",智原富邦53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"525,000",0,0,0,"555,000","30,000","525,000","525,000",
"=""038674""",友達元大55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"525,000",0,0,0,"525,000",0,"525,000","525,000",
"=""032011""",牧德富邦54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"524,000",0,0,0,"580,000","56,000","524,000","524,000",
"=""069977""",華晶科統一52購01,0,0,0,0.0,0.0,0.0,0,0,0,"524,000",0,0,0,"524,000",0,"524,000","524,000",
"=""031990""",富世達元大54購06,0,0,0,0.0,0.0,0.0,0,0,0,"520,000",0,0,0,"733,000","213,000","520,000","520,000",
1305,華夏            ,"834,000","314,000","520,000",0.0,0.0,0.0,0,0,0,-3,0,3,-3,0,0,0,"519,997",
"=""037191""",南亞科國票54購03,0,0,0,0.0,0.0,0.0,0,0,0,"518,000",0,0,0,"1,341,000","823,000","518,000","518,000",
"=""031190""",華城國票53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"517,000",0,0,0,"517,000",0,"517,000","517,000",
"=""068353""",力積電永豐4C購01,0,0,0,0.0,0.0,0.0,0,0,0,"517,000",0,0,0,"537,000","20,000","517,000","517,000",
"=""033496""",鈞興元大53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"516,000",0,0,0,"626,000","110,000","516,000","516,000",
"=""032987""",世芯群益58購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"515,000",0,0,0,"599,000","84,000","515,000","515,000",
2049,上銀            ,"1,292,451","841,200","451,251",0.0,0.0,0.0,0,0,0,"63,626","54,000","2,000","52,000","69,977","58,351","11,626","514,877",
"=""030957""",全新富邦54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"513,000",0,0,0,"513,000",0,"513,000","513,000",
3257,虹冠電          ,"1,061,000","550,020","510,980",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"511,980",
"=""037777""",鉅祥元大54購10  ,0,0,0,0.0,0.0,0.0,0,0,0,"511,000",0,0,0,"511,000",0,"511,000","511,000",
"=""083860""",金寶凱基4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"511,000",0,0,0,"519,000","8,000","511,000","511,000",
"=""038524""",華新統一5A購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"510,000",0,0,0,"535,000","25,000","510,000","510,000",
"=""070689""",立隆電統一53購01,0,0,0,0.0,0.0,0.0,0,0,0,"509,000",0,0,0,"856,000","347,000","509,000","509,000",
"=""031303""",嘉澤統一58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"508,000",0,0,0,"508,000",0,"508,000","508,000",
2630,亞航            ,"823,000","290,780","532,220",0.0,0.0,0.0,0,0,0,"-25,630",0,"2,145","-2,145","2,224","25,709","-23,485","506,590",
"=""036844""",台達電統一58購03,0,0,0,0.0,0.0,0.0,0,0,0,"506,000",0,0,0,"818,000","312,000","506,000","506,000",
"=""038197""",道瓊銀凱基59購02,0,0,0,0.0,0.0,0.0,0,0,0,"506,000",0,0,0,"506,000",0,"506,000","506,000",
"=""06006U""",台積電中信59售04,0,0,0,0.0,0.0,0.0,0,0,0,"506,000",0,0,0,"506,000",0,"506,000","506,000",
