證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
"=""031389""",亞光永豐54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""083568""",大立光凱基4C購04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""031463""",上証2X元大52購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""083695""",國企2X元富4C購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""083758""",昇陽半凱基4C購04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"7,000","7,000",0,0,
"=""083223""",愛普群益51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""083299""",世芯元大51購19  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""031182""",昇陽半凱基52購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""083188""",南亞科統一56購05,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"11,000","11,000",0,0,
"=""083185""",南亞科統一56購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"11,000","11,000",0,0,
"=""083186""",南亞科統一56購03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""031280""",金像電統一58購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"20,000","20,000",0,0,
"=""031274""",鴻海統一68購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"72,000","72,000",0,0,
"=""083365""",南亞科凱基54購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"11,000","11,000",0,0,
"=""083447""",jpp元大4C購01   ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"34,000","34,000",0,0,
"=""083400""",世芯國泰51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"8,000","8,000",0,0,
"=""031343""",華晶科群益52購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""031329""",台達電群益53購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""031353""",鴻海中信57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"21,000","21,000",0,0,
"=""031357""",香港2X國票52購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""083562""",中砂凱基4C購05  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""039412""",聯發科凱基55購05,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""039414""",大立光凱基54購07,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""034136""",宇隆凱基53購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"8,000","8,000",0,0,
"=""039367""",國巨永豐56購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"538,000","538,000",0,0,
"=""039325""",南茂群益55購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""032820""",台積電凱基54購14,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""082967""",世芯凱基51購08  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""031030""",亞翔元大58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""031038""",臺股指元大52購14,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"90,000","90,000",0,0,
"=""031067""",長榮太中信52購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""082813""",保瑞國票51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""031124""",昇陽半元富52購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""030955""",金像電富邦53購03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0,
"=""082754""",聯發科凱基4C購11,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""030999""",華通元大52購06  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""082626""",南亞科統一56購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""082692""",鴻準凱基4C購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""082745""",聯發科中信53購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""082727""",聯詠兆豐56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""030913""",創意元富52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""070746""",台塑群益4C購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""071394""",華邦電富邦4B購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"52,000","52,000",0,0,
"=""069834""",鴻海群益62購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""069783""",旺宏統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""070259""",美時元富52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"24,000","24,000",0,0,
"=""069178""",欣興統一52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""069620""",鴻海凱基5B購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""068385""",南亞科統一52購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"11,000","11,000",0,0,
"=""068758""",世芯凱基52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""036650""",奇鋐永豐59購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"20,000","20,000",0,0,
"=""036592""",鴻海元富53購08  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0,
"=""036612""",台積電國票55購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""036613""",台積電國票56購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""036618""",宏達電國票53購06,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"130,000","130,000",0,0,
"=""034196""",鴻海國票53購06  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"18,000","18,000",0,0,
"=""034616""",台塑群益53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""032939""",昇陽半元富52購04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""034553""",jpp國票54購02   ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""034585""",建準元大54購07  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""034588""",漢翔元大54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"30,000","30,000",0,0,
"=""071916""",文曄統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"60,000","60,000",0,0,
"=""071458""",南亞科統一52購07,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""089167""",神達國票51購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""089168""",jpp國票53購01   ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"8,000","8,000",0,0,
"=""089169""",亞翔國票53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""089152""",神達元富57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089123""",緯穎群益51購06  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""089205""",世芯凱基53購06  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""089190""",仁寶凱基51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""036399""",鴻海凱基55購20  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""036440""",緯穎群益53購12  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""036422""",T50反1群益54購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"15,000","15,000",0,0,
"=""036415""",愛普凱基54購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""089277""",亞翔元大53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089257""",南亞科元大53購04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089250""",鴻海元大53購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"36,000","36,000",0,0,
"=""036550""",鴻海元大54購42  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"98,000","98,000",0,0,
"=""089385""",神達元富51購07  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"9,000","9,000",0,0,
"=""089399""",神達國泰53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""036492""",漢翔第一54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""089338""",亞翔凱基53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"7,000","7,000",0,0,
"=""089332""",創意凱基51購06  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089365""",台光電群益53購03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"850,000","850,000",0,0,
"=""036679""",jpp凱基54購03   ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""089511""",臻鼎國票53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"13,000","13,000",0,0,
"=""036662""",台達電凱基59購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""089456""",亞翔元大53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089439""",南亞科元大51購17,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089555""",台玻元大51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""089581""",亞翔元大53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""089548""",國企2X元大53購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""036708""",光寶科國票5A購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"126,000","126,000",0,0,
"=""036742""",光寶科群益53購07,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"22,000","22,000",0,0,
"=""05970U""",台灣50凱基55售06,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"16,000","16,000",0,0,
"=""05988U""",台灣50元富53售15,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"70,000","70,000",0,0,
"=""05990U""",T50正2元富53售05,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,"-5,000",0,0,0,0,"5,000","-5,000",0,
"=""06031U""",T50正2凱基56售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""06068U""",臺股指富邦56售08,0,0,0,0.0,0.0,0.0,0,0,0,0,"100,000",0,"100,000",0,"100,000","-100,000",0,
"=""06061U""",台灣50凱基57售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"70,000","70,000",0,0,
"=""088235""",欣興元富57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"13,000","13,000",0,0,
"=""088257""",建準中信51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""088326""",台光電凱基51購08,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"350,000","350,000",0,0,
"=""088300""",jpp國票54購01   ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""063932""",台積電國票4C購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088354""",欣興群益52購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""088357""",世芯群益51購14  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""064652""",鴻海國泰4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"36,000","36,000",0,0,
"=""064987""",長榮元富61購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088459""",欣興元富52購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"13,000","13,000",0,0,
"=""06478U""",台灣50富邦5A售01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"54,000","54,000",0,0,
"=""088468""",世芯元富57購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""088599""",京元電凱基53購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088595""",英業達凱基51購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""088596""",燿華凱基53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088581""",日電貿統一59購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"8,000","8,000",0,0,
"=""06545U""",台灣50凱基56售03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"80,000","80,000",0,0,
"=""088548""",世芯群益51購16  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""088551""",南電群益51購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088561""",微星統一59購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""06599U""",台灣50凱基5A售01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"74,000","74,000",0,0,
"=""06604U""",強茂凱基54售08  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""06586U""",台灣50元富5A售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"70,000","70,000",0,0,
"=""06561U""",致茂永豐54售02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088734""",牧德元大51購05  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"40,000","40,000",0,0,
"=""088735""",辛耘元大51購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088702""",聯鈞凱基56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""06631P""",聯發科統一51售01,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,"-5,000",0,0,0,0,"5,000","-5,000",0,
"=""06618U""",台灣50元富54售09,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"73,000","73,000",0,0,
"=""06619U""",台灣50元富57售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"74,000","74,000",0,0,
"=""088871""",南亞科元大54購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088866""",鴻海元大51購33  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"20,000","20,000",0,0,
"=""088791""",FB越南凱基58購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""066437""",台塑化統一4C購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"471,000","471,000",0,0,
"=""06670U""",台灣50元富54售15,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"70,000","70,000",0,0,
"=""06671U""",台灣50元富54售16,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"70,000","70,000",0,0,
"=""088884""",亞翔元大54購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""067023""",萬海統一51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""088986""",台灣50永豐55購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""089088""",世芯元大54購12  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""089046""",宏達電凱基51購04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"400,000","400,000",0,0,
"=""088904""",台積電群益57購05,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""067389""",台塑元富51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"20,000","20,000",0,0,
"=""052518""",貿聯統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""087363""",香港2X元大51購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""087403""",緯穎元大51購21  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""087418""",世芯元富52購09  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""087445""",大立光群益51購03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""087469""",T50反1永豐54購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,996,000","1,996,000",0,0,
"=""087465""",聯茂中信52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"69,000","69,000",0,0,
"=""05224U""",臺股指富邦58售01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"80,000","80,000",0,0,
"=""087543""",鴻海元大51購26  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"113,000","113,000",0,0,
"=""05339U""",達興群益58售01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""031786""",南亞永豐54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"29,000","29,000",0,0,
"=""031781""",智邦中信52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"600,000","600,000",0,0,
"=""05154U""",台灣50元大55售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,531,000","4,531,000",0,0,
"=""087280""",貿聯元大51購08  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""05172U""",台灣50凱基53售08,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""030562""",台玻統一58購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""05079U""",富世達凱基52售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"60,000","60,000",0,0,
"=""04936U""",楠梓電元富52售02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""048987""",華碩元富58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""05012U""",台灣50凱基54售08,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"30,000","30,000",0,0,
"=""04998U""",台灣50群益55售01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"130,000","130,000",0,0,
"=""05537U""",滬深2X凱基55售04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""087785""",漢唐國泰52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"28,000","28,000",0,0,
"=""087752""",世芯元富51購11  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""087789""",世芯國泰52購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""087746""",智邦元富54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"20,000","20,000",0,0,
"=""087632""",聯茂凱基51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""087649""",緯穎第一57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""087635""",緯穎凱基53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""087620""",金像電凱基51購04,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""087821""",香港2X元大51購03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088092""",大立光國票52購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"50,000","50,000",0,0,
"=""05769U""",世芯元大54售23  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"30,000","30,000",0,0,
"=""088008""",王品元大51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""059247""",台積電凱基53購02,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"20,000","20,000",0,0,
"=""05919U""",力成元富53售02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"40,000","40,000",0,0,
"=""05911U""",南亞科統一53售03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"352,000","352,000",0,0,
"=""088154""",矽統元大51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088206""",欣興凱基51購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""088221""",香港2X元富52購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""05848U""",台灣50元富53售11,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"71,000","71,000",0,0,
"=""088210""",瀚宇博凱基51購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"19,000","19,000",0,0,
"=""086600""",奇鋐中信51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"10,000","10,000",0,0,
"=""086586""",華擎群益53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""086587""",世芯群益51購05  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""086579""",欣興群益51購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""086400""",世芯元富55購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"2,000","2,000",0,0,
"=""086416""",A50正2國票54購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""086426""",奇鋐國票52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""041156""",鴻海群益55購07  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0,
"=""041157""",鴻海群益56購05  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"16,000","16,000",0,0,
"=""041230""",景碩永豐54購02  ,"5,000",0,"5,000",0.0,0.0,0.0,0,0,0,"-5,000",0,0,0,0,"5,000","-5,000",0,
"=""041253""",陽明群益54購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""041238""",鴻海國泰55購04  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"100,000","100,000",0,0,
"=""041380""",世芯凱基54購15  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"3,000","3,000",0,0,
"=""041301""",亞翔元大54購17  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""041318""",SGBR2X元富5A購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""041353""",T50反1凱基54購11,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""041333""",仁寶國票55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"51,000","51,000",0,0,
"=""041345""",貿聯國票58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,000","5,000",0,0,
"=""040887""",京元電凱基54購07,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
"=""040946""",陽明群益54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""040964""",力積電群益54購07,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"6,000","6,000",0,0,
"=""041114""",鴻海國票55購03  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"113,000","113,000",0,0,
"=""041117""",京元電國票54購03,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"8,000","8,000",0,0,
"=""041118""",京元電國票56購01,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"9,000","9,000",0,0,
"=""041066""",創意元大54購31  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"12,000","12,000",0,0,
"=""041063""",奇鋐元大54購40  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"4,000","4,000",0,0,
"=""041101""",奇鋐元富54購09  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"16,000","16,000",0,0,
"=""041102""",奇鋐元富54購10  ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,"1,000","1,000",0,0,
