證券代號,證券名稱,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""066198""",台灣50群益47購04,0,0,0,0,0,0,"1,121,000",0,0,0,"4,324,000","3,203,000","1,121,000","1,121,000"
"=""068820""",力積電國票48購03,0,0,0,0,0,0,"1,120,000",0,0,0,"1,305,000","185,000","1,120,000","1,120,000"
"=""063548""",台化元富46購01  ,0,0,0,0,0,0,"1,112,000",0,0,0,"1,284,000","172,000","1,112,000","1,112,000"
"=""069136""",大立光群益48購05,0,0,0,0,0,0,"1,109,000","17,000",0,"17,000","1,142,000","50,000","1,092,000","1,109,000"
"=""04120P""",臺股指群益43售11,0,0,0,0,0,0,"1,105,000",0,0,0,"1,105,000",0,"1,105,000","1,105,000"
"=""062033""",威盛國泰48購02  ,"3,000",0,"3,000",0,0,0,"1,100,000",0,0,0,"2,868,000","1,768,000","1,100,000","1,103,000"
6168,宏齊            ,"1,107,000","75,000","1,032,000",0,0,0,"67,000","78,000","11,000","67,000",0,0,0,"1,099,000"
"=""060082""",台積電國票4A購01,0,0,0,0,0,0,"1,097,000",0,0,0,"1,097,000",0,"1,097,000","1,097,000"
"=""065230""",瑞昱凱基47購02  ,0,0,0,0,0,0,"1,095,000",0,0,0,"1,512,000","417,000","1,095,000","1,095,000"
"=""065088""",世紀鋼統一51購01,0,0,0,0,0,0,"1,094,000",0,0,0,"1,289,000","195,000","1,094,000","1,094,000"
"=""063236""",漢唐元大46購08  ,0,0,0,0,0,0,"1,092,000",0,0,0,"1,222,000","130,000","1,092,000","1,092,000"
"=""05753P""",聯詠凱基46售01  ,0,0,0,0,0,0,"1,087,000",0,0,0,"1,113,000","26,000","1,087,000","1,087,000"
"=""068410""",鈺齊統一52購02  ,0,0,0,0,0,0,"1,086,000",0,0,0,"1,328,000","242,000","1,086,000","1,086,000"
2448,晶電            ,"14,738,000","10,345,000","4,393,000","83,000","467,000","-384,000","-2,929,000","673,000","2,691,000","-2,018,000","1,451,000","2,362,000","-911,000","1,080,000"
"=""067294""",陽明群益47購06  ,0,0,0,0,0,0,"1,077,000",0,0,0,"3,213,000","2,136,000","1,077,000","1,077,000"
6449,鈺邦            ,"652,000","466,000","186,000","600,000",0,"600,000","285,000","346,000","61,000","285,000",0,0,0,"1,071,000"
"=""068455""",永道凱基48購01  ,0,0,0,0,0,0,"1,063,000",0,0,0,"1,225,000","162,000","1,063,000","1,063,000"
"=""069052""",億光凱基48購01  ,0,0,0,0,0,0,"1,062,000",0,0,0,"1,187,000","125,000","1,062,000","1,062,000"
"=""067413""",台塑化統一51購01,0,0,0,0,0,0,"1,057,000",0,0,0,"1,059,000","2,000","1,057,000","1,057,000"
"=""069452""",保瑞群益48購01  ,0,0,0,0,0,0,"1,054,000",0,0,0,"1,054,000",0,"1,054,000","1,054,000"
"=""05815P""",聯電元大46售08  ,0,0,0,0,0,0,"1,048,000",0,0,0,"1,800,000","752,000","1,048,000","1,048,000"
"=""067057""",華通群益47購07  ,0,0,0,0,0,0,"1,044,000",0,0,0,"1,284,000","240,000","1,044,000","1,044,000"
"=""069043""",華泰元富3C購01  ,0,0,0,0,0,0,"1,043,000",0,0,0,"1,146,000","103,000","1,043,000","1,043,000"
"=""068996""",緯穎國泰49購03  ,0,0,0,0,0,0,"1,041,000",0,0,0,"1,632,000","591,000","1,041,000","1,041,000"
"=""006205""",富邦上証        ,"17,000",0,"17,000","20,000",0,"20,000","1,004,000","100,000","233,000","-133,000","1,529,000","392,000","1,137,000","1,041,000"
"=""04375P""",台灣50國票43售04,0,0,0,0,0,0,"1,040,000",0,0,0,"2,115,000","1,075,000","1,040,000","1,040,000"
"=""065394""",巨大群益48購01  ,0,0,0,0,0,0,"1,038,000",0,0,0,"1,038,000",0,"1,038,000","1,038,000"
"=""060708""",中502X群益47購01,0,0,0,0,0,0,"1,037,000",0,0,0,"1,214,000","177,000","1,037,000","1,037,000"
"=""05138P""",士電凱基44售02  ,0,0,0,0,0,0,"1,033,000",0,0,0,"1,099,000","66,000","1,033,000","1,033,000"
"=""068429""",京元電國票48購03,"10,000","10,000",0,0,0,0,"1,030,000",0,0,0,"2,050,000","1,020,000","1,030,000","1,030,000"
"=""067942""",T50反1永豐47購03,0,0,0,0,0,0,"1,026,000",0,0,0,"1,261,000","235,000","1,026,000","1,026,000"
"=""068802""",中砂國票49購02  ,0,0,0,0,0,0,"1,024,000",0,0,0,"2,475,000","1,451,000","1,024,000","1,024,000"
"=""064905""",華通凱基47購01  ,0,"10,000","-10,000",0,0,0,"1,030,000",0,0,0,"1,635,000","605,000","1,030,000","1,020,000"
"=""066825""",大同凱基48購03  ,0,0,0,0,0,0,"1,019,000",0,0,0,"1,045,000","26,000","1,019,000","1,019,000"
"=""05719P""",達方元富46售01  ,0,0,0,0,0,0,"1,019,000",0,0,0,"2,575,000","1,556,000","1,019,000","1,019,000"
"=""068414""",大成鋼元富52購01,0,0,0,0,0,0,"1,007,000",0,0,0,"1,513,000","506,000","1,007,000","1,007,000"
"=""066883""",訊芯統一3B購01  ,0,0,0,0,0,0,"1,006,000",0,0,0,"1,809,000","803,000","1,006,000","1,006,000"
"=""065587""",三芳國票48購01  ,0,0,0,0,0,0,"1,004,000",0,0,0,"1,070,000","66,000","1,004,000","1,004,000"
"=""066691""",緯穎富邦3B購01  ,0,0,0,0,0,0,"1,001,000",0,0,0,"1,082,000","81,000","1,001,000","1,001,000"
"=""063554""",臺股指元富49購13,0,0,0,0,0,0,"999,000",0,0,0,"1,092,000","93,000","999,000","999,000"
"=""05199P""",電子類元大44售05,0,0,0,0,0,0,"996,000",0,0,0,"1,044,000","48,000","996,000","996,000"
"=""04069P""",亞光凱基43售05  ,0,0,0,0,0,0,"985,000",0,0,0,"1,727,000","742,000","985,000","985,000"
"=""05589P""",聚陽國票46售03  ,0,0,0,0,0,0,"981,000",0,0,0,"1,078,000","97,000","981,000","981,000"
"=""064818""",臻鼎元大47購04  ,0,0,0,0,0,0,"981,000",0,0,0,"1,362,000","381,000","981,000","981,000"
"=""065390""",精成科統一43購01,0,0,0,0,0,0,"978,000",0,0,0,"1,950,000","972,000","978,000","978,000"
"=""067860""",穎崴凱基47購05  ,0,0,0,0,0,0,"977,000",0,0,0,"2,526,000","1,549,000","977,000","977,000"
"=""068189""",和碩永豐49購01  ,"10,000","2,000","8,000",0,0,0,"967,000",0,0,0,"1,522,000","555,000","967,000","975,000"
"=""066976""",jpp元大47購02   ,0,0,0,0,0,0,"974,000",0,0,0,"1,161,000","187,000","974,000","974,000"
"=""03970P""",台積電凱基43售48,0,0,0,0,0,0,"966,000",0,0,0,"969,000","3,000","966,000","966,000"
"=""04305P""",矽統凱基43售09  ,0,0,0,0,0,0,"963,000",0,0,0,"1,008,000","45,000","963,000","963,000"
"=""04746P""",昇陽半群益44售03,0,0,0,0,0,0,"960,000",0,0,0,"1,000,000","40,000","960,000","960,000"
"=""05684P""",臺股指元大4B售04,0,0,0,0,0,0,"957,000",0,0,0,"1,510,000","553,000","957,000","957,000"
"=""069066""",同欣電凱基4A購01,0,0,0,0,0,0,"956,000",0,0,0,"996,000","40,000","956,000","956,000"
"=""05531P""",台積電凱基45售30,0,0,0,0,0,0,"949,000",0,0,0,"987,000","38,000","949,000","949,000"
"=""068710""",神達凱基49購01  ,0,0,0,0,0,0,"948,000",0,0,0,"978,000","30,000","948,000","948,000"
"=""068069""",威盛凱基47購09  ,0,0,0,0,0,0,"946,000",0,0,0,"954,000","8,000","946,000","946,000"
"=""062872""",智邦第一46購01  ,0,0,0,0,0,0,"942,000",0,0,0,"1,805,000","863,000","942,000","942,000"
"=""065480""",凌華國票48購01  ,0,0,0,0,0,0,"937,000",0,0,0,"1,538,000","601,000","937,000","937,000"
"=""062514""",精誠元富4C購01  ,0,0,0,0,0,0,"933,000",0,0,0,"943,000","10,000","933,000","933,000"
"=""063427""",台塑元大49購01  ,0,0,0,0,0,0,"930,000",0,0,0,"1,110,000","180,000","930,000","930,000"
"=""066153""",精成科統一51購04,0,0,0,0,0,0,"927,000",0,0,0,"1,347,000","420,000","927,000","927,000"
"=""069018""",台達電中信48購01,0,0,0,0,0,0,"921,000",0,0,0,"1,194,000","273,000","921,000","921,000"
5871,中租-KY         ,"2,208,700","1,333,000","875,700","33,000",0,"33,000","7,000","182,000","43,000","139,000","105,000","237,000","-132,000","915,700"
"=""069418""",羅昇統一52購01  ,0,0,0,0,0,0,"915,000",0,0,0,"1,104,000","189,000","915,000","915,000"
"=""067693""",元金反元大4A購01,0,0,0,0,0,0,"914,000",0,0,0,"949,000","35,000","914,000","914,000"
"=""04866P""",臺股指元大46售12,0,0,0,0,0,0,"909,000",0,0,0,"949,000","40,000","909,000","909,000"
1707,葡萄王          ,"892,000","143,000","749,000","10,000",0,"10,000","150,000","61,000","6,000","55,000","101,000","6,000","95,000","909,000"
"=""05608P""",萬海中信45售01  ,0,0,0,0,0,0,"908,000",0,0,0,"928,000","20,000","908,000","908,000"
"=""068070""",神基群益3B購01  ,0,0,0,0,0,0,"903,000",0,0,0,"1,421,000","518,000","903,000","903,000"
"=""067539""",鴻準群益48購02  ,0,0,0,0,0,0,"903,000",0,0,0,"2,961,000","2,058,000","903,000","903,000"
"=""068286""",力積電凱基48購02,0,0,0,0,0,0,"899,000",0,0,0,"1,154,000","255,000","899,000","899,000"
"=""068584""",奇鋐群益48購03  ,0,0,0,0,0,0,"899,000",0,0,0,"1,262,000","363,000","899,000","899,000"
"=""062065""",晶心科群益46購03,0,0,0,0,0,0,"896,000",0,0,0,"1,675,000","779,000","896,000","896,000"
"=""05066P""",京元電元富44售02,0,0,0,0,0,0,"895,000",0,0,0,"1,079,000","184,000","895,000","895,000"
"=""03734P""",鼎基群益42售01  ,0,0,0,0,0,0,"895,000",0,0,0,"950,000","55,000","895,000","895,000"
"=""068832""",大同統一52購01  ,0,0,0,0,0,0,"891,000",0,0,0,"1,489,000","598,000","891,000","891,000"
2474,可成            ,"2,057,610","1,244,774","812,836","172,000","15,000","157,000","-80,000","27,000","165,000","-138,000","228,000","170,000","58,000","889,836"
6202,盛群            ,"1,108,175","219,000","889,175",0,0,0,0,0,0,0,0,0,0,"889,175"
"=""066862""",台積電元富47購20,0,0,0,0,0,0,"886,000",0,0,0,"1,493,000","607,000","886,000","886,000"
"=""068897""",鴻海元大48購12  ,0,0,0,0,0,0,"885,000",0,0,0,"907,000","22,000","885,000","885,000"
"=""04010P""",台灣50富邦42售20,0,0,0,0,0,0,"883,000","273,000","1,391,000","-1,118,000","2,351,000","350,000","2,001,000","883,000"
"=""068863""",微星永豐49購01  ,0,0,0,0,0,0,"876,000",0,0,0,"923,000","47,000","876,000","876,000"
"=""04706P""",聯發科凱基44售06,0,0,0,0,0,0,"873,000",0,0,0,"1,473,000","600,000","873,000","873,000"
"=""067238""",聯發科元富47購14,0,0,0,0,0,0,"869,000",0,0,0,"2,183,000","1,314,000","869,000","869,000"
"=""064331""",昆盈凱基4A購01  ,0,0,0,0,0,0,"860,000",0,0,0,"960,000","100,000","860,000","860,000"
