證券代號,證券名稱,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2062,橋椿            ,"275,000","7,000","268,000","293,000",0,"293,000","-16,000",0,"16,000","-16,000",0,0,0,"545,000"
"=""053983""",玉晶光凱基46購03,0,0,0,0,0,0,"544,000",0,0,0,"544,000",0,"544,000","544,000"
3376,新日興          ,"457,000","82,000","375,000","136,000",0,"136,000","31,000","104,000","29,000","75,000","40,000","84,000","-44,000","542,000"
"=""053208""",材料元富44購04  ,0,0,0,0,0,0,"540,000",0,0,0,"541,000","1,000","540,000","540,000"
2882A,國泰特          ,0,0,0,0,0,0,"539,000","594,000","55,000","539,000",0,0,0,"539,000"
"=""051373""",億光元大43購01  ,0,0,0,0,0,0,"537,000",0,0,0,"547,000","10,000","537,000","537,000"
2515,中工            ,"663,000","206,000","457,000",0,0,0,"78,000","32,000","11,000","21,000","57,000",0,"57,000","535,000"
4915,致伸            ,"1,013,000","1,614,000","-601,000","929,000",0,"929,000","207,000","3,000","8,000","-5,000","270,000","58,000","212,000","535,000"
"=""052013""",上証2X國票44購04,0,"5,000","-5,000",0,0,0,"539,000",0,0,0,"749,000","210,000","539,000","534,000"
"=""055624""",陽明國票47購01  ,0,0,0,0,0,0,"530,000",0,0,0,"650,000","120,000","530,000","530,000"
"=""06182P""",臺股指凱基4C售02,0,0,0,0,0,0,"528,000",0,0,0,"2,011,000","1,483,000","528,000","528,000"
"=""06596P""",台灣50群益47售06,0,0,0,0,0,0,"527,000",0,0,0,"672,000","145,000","527,000","527,000"
"=""054473""",威盛元大44購17  ,0,0,0,0,0,0,"526,000",0,0,0,"1,176,000","650,000","526,000","526,000"
"=""054740""",奇鋐富邦47購02  ,0,0,0,0,0,0,"524,000",0,0,0,"601,000","77,000","524,000","524,000"
"=""055889""",天虹國票46購02  ,0,0,0,0,0,0,"523,000",0,0,0,"2,694,000","2,171,000","523,000","523,000"
"=""055062""",台積電群益4A購15,0,0,0,0,0,0,"521,000",0,0,0,"564,000","43,000","521,000","521,000"
"=""051872""",景碩富邦44購06  ,0,0,0,0,0,0,"520,000",0,0,0,"573,000","53,000","520,000","520,000"
2393,億光            ,"699,000","9,531","689,469",0,0,0,"-171,000",0,"166,000","-166,000","30,000","35,000","-5,000","518,469"
"=""055981""",世紀鋼國票47購01,0,0,0,0,0,0,"517,000",0,0,0,"517,000",0,"517,000","517,000"
"=""052636""",正文國票45購01  ,0,0,0,0,0,0,"516,000",0,0,0,"716,000","200,000","516,000","516,000"
"=""048732""",中信金元大43購01,0,0,0,0,0,0,"516,000",0,0,0,"516,000",0,"516,000","516,000"
"=""054953""",世芯永豐46購05  ,0,0,0,0,0,0,"515,000",0,0,0,"885,000","370,000","515,000","515,000"
2841,台開            ,"551,000","15,260","535,740",0,0,0,"-22,000",0,"22,000","-22,000",0,0,0,"513,740"
"=""053803""",鴻海國票47購02  ,0,0,0,0,0,0,"512,000",0,0,0,"617,000","105,000","512,000","512,000"
"=""053291""",台塑凱基44購01  ,0,0,0,0,0,0,"511,000",0,0,0,"567,000","56,000","511,000","511,000"
1536,和大            ,"438,400","254,926","183,474","169,000",0,"169,000","158,000","53,000","1,000","52,000","160,000","54,000","106,000","510,474"
3059,華晶科          ,"324,000","115,000","209,000",0,0,0,"301,000","310,000","9,000","301,000",0,0,0,"510,000"
"=""055166""",矽統元富44購03  ,0,0,0,0,0,0,"509,000",0,0,0,"509,000",0,"509,000","509,000"
"=""055982""",鴻準國泰46購01  ,0,0,0,0,0,0,"504,000",0,0,0,"559,000","55,000","504,000","504,000"
"=""050242""",嘉澤群益48購01  ,0,0,0,0,0,0,"503,000",0,0,0,"584,000","81,000","503,000","503,000"
"=""053950""",矽力兆豐45購01  ,0,0,0,0,0,0,"502,000",0,0,0,"1,641,000","1,139,000","502,000","502,000"
"=""050118""",辛耘國泰45購01  ,0,0,0,0,0,0,"502,000",0,0,0,"522,000","20,000","502,000","502,000"
"=""055806""",華新群益44購03  ,0,0,0,0,0,0,"500,000",0,0,0,"500,000",0,"500,000","500,000"
"=""055856""",新唐凱基45購03  ,0,0,0,0,0,0,"500,000",0,0,0,"500,000",0,"500,000","500,000"
"=""055873""",道瓊銅國票48購01,0,0,0,0,0,0,"500,000",0,0,0,"500,000",0,"500,000","500,000"
"=""050011""",和大國票44購01  ,0,0,0,0,0,0,"500,000",0,0,0,"500,000",0,"500,000","500,000"
"=""049701""",矽統永豐45購02  ,0,0,0,0,0,0,"499,000",0,0,0,"499,000",0,"499,000","499,000"
"=""050907""",瑞昱國票43購02  ,0,0,0,0,0,0,"499,000",0,0,0,"499,000",0,"499,000","499,000"
"=""05820P""",創意國票47售02  ,0,0,0,0,0,0,"499,000",0,0,0,"499,000",0,"499,000","499,000"
"=""053760""",大銀永豐44購01  ,0,0,0,0,0,0,"496,000",0,0,0,"632,000","136,000","496,000","496,000"
"=""054117""",威盛群益44購05  ,0,0,0,0,0,0,"496,000",0,0,0,"773,000","277,000","496,000","496,000"
"=""05867P""",T50正2群益47售02,0,0,0,0,0,0,"493,000",0,0,0,"508,000","15,000","493,000","493,000"
"=""07139P""",聯發科元大48售11,0,0,0,0,0,0,"492,000",0,0,0,"530,000","38,000","492,000","492,000"
"=""051371""",台光電元大43購23,0,0,0,0,0,0,"490,000",0,0,0,"490,000",0,"490,000","490,000"
"=""052363""",楠梓電群益43購01,0,0,0,0,0,0,"487,000",0,0,0,"1,039,000","552,000","487,000","487,000"
"=""053709""",國企2X群益44購06,0,0,0,0,0,0,"486,000",0,0,0,"490,000","4,000","486,000","486,000"
"=""056021""",美債2X凱基4A購02,0,0,0,0,0,0,"483,000",0,0,0,"501,000","18,000","483,000","483,000"
"=""055673""",零壹群益45購02  ,0,0,0,0,0,0,"480,000",0,0,0,"574,000","94,000","480,000","480,000"
"=""055864""",穎崴凱基45購01  ,0,0,0,0,0,0,"480,000",0,0,0,"500,000","20,000","480,000","480,000"
"=""051777""",滬深2X中信43購01,0,0,0,0,0,0,"478,000",0,0,0,"1,045,000","567,000","478,000","478,000"
"=""048100""",元債2X國票43購03,0,0,0,0,0,0,"477,000",0,0,0,"477,000",0,"477,000","477,000"
6285,啟��            ,"658,000","164,948","493,052",0,0,0,"-17,000","52,000","64,000","-12,000","7,000","12,000","-5,000","476,052"
1440,南紡            ,"427,000","325,972","101,028",0,0,0,"375,000","381,000","6,000","375,000",0,0,0,"476,028"
4904,遠傳            ,"1,366,000","840,250","525,750",0,0,0,"-52,000","2,000","52,000","-50,000",0,"2,000","-2,000","473,750"
"=""051850""",技嘉元大43購15  ,0,0,0,0,0,0,"473,000",0,0,0,"1,275,000","802,000","473,000","473,000"
3673,TPK-KY          ,"687,000","1,119,625","-432,625",0,"12,000","-12,000","917,000","86,000","76,000","10,000","1,030,000","123,000","907,000","472,375"
"=""07046P""",jpp國票49售02   ,0,0,0,0,0,0,"472,000",0,0,0,"650,000","178,000","472,000","472,000"
3450,聯鈞            ,"630,700","73,120","557,580",0,"88,000","-88,000","2,000","13,000","4,000","9,000","24,000","31,000","-7,000","471,580"
"=""052080""",嘉澤永豐44購01  ,0,0,0,0,0,0,"470,000",0,0,0,"592,000","122,000","470,000","470,000"
"=""052248""",陽明國泰46購01  ,0,0,0,0,0,0,"470,000",0,0,0,"580,000","110,000","470,000","470,000"
"=""052756""",台玻凱基45購01  ,0,0,0,0,0,0,"469,000",0,0,0,"469,000",0,"469,000","469,000"
"=""052571""",台勝科凱基46購01,0,0,0,0,0,0,"467,000",0,0,0,"899,000","432,000","467,000","467,000"
910801,金衛-DR         ,"465,000",0,"465,000",0,0,0,0,0,0,0,0,0,0,"465,000"
"=""051591""",保瑞國泰45購02  ,0,0,0,0,0,0,"464,000",0,0,0,"499,000","35,000","464,000","464,000"
"=""052937""",台塑化凱基44購01,0,0,0,0,0,0,"464,000",0,0,0,"500,000","36,000","464,000","464,000"
"=""055845""",台亞凱基44購02  ,0,0,0,0,0,0,"464,000",0,0,0,"1,090,000","626,000","464,000","464,000"
"=""054061""",汎銓元大44購04  ,0,0,0,0,0,0,"463,000",0,0,0,"530,000","67,000","463,000","463,000"
"=""049629""",緯穎群益43購05  ,0,0,0,0,0,0,"463,000",0,0,0,"478,000","15,000","463,000","463,000"
"=""054182""",台達電中信44購01,0,0,0,0,0,0,"459,000",0,0,0,"540,000","81,000","459,000","459,000"
"=""052251""",中信金國泰46購01,0,0,0,0,0,0,"458,000",0,0,0,"600,000","142,000","458,000","458,000"
2351,順德            ,"346,000","34,000","312,000","169,000",0,"169,000","-25,000","6,000","31,000","-25,000",0,0,0,"456,000"
"=""051221""",智邦元大46購01  ,0,0,0,0,0,0,"455,000",0,0,0,"1,515,000","1,060,000","455,000","455,000"
2905,三商            ,"571,000","111,150","459,850",0,0,0,"-5,000","1,000","6,000","-5,000",0,0,0,"454,850"
"=""049877""",晟銘電統一59購04,0,0,0,0,0,0,"454,000",0,0,0,"511,000","57,000","454,000","454,000"
"=""055781""",台積電永豐44購06,0,0,0,0,0,0,"451,000",0,0,0,"454,000","3,000","451,000","451,000"
"=""055113""",世芯元大44購18  ,0,0,0,0,0,0,"450,000",0,0,0,"681,000","231,000","450,000","450,000"
"=""052463""",慧洋元富44購01  ,0,0,0,0,0,0,"450,000",0,0,0,"455,000","5,000","450,000","450,000"
"=""053835""",FBNQ2X元富44購01,0,0,0,0,0,0,"450,000",0,0,0,"453,000","3,000","450,000","450,000"
"=""053368""",迅得統一4C購01  ,0,0,0,0,0,0,"449,000",0,0,0,"648,000","199,000","449,000","449,000"
"=""07698P""",中砂國票4A售03  ,0,0,0,0,0,0,"449,000",0,0,0,"1,140,000","691,000","449,000","449,000"
"=""00642U""",期元大S&P石油   ,0,"52,000","-52,000",0,0,0,"501,000",0,0,0,"2,839,000","2,338,000","501,000","449,000"
"=""055502""",佳必琪元大44購02,0,0,0,0,0,0,"448,000",0,0,0,"653,000","205,000","448,000","448,000"
"=""055722""",鴻海元大44購34  ,0,0,0,0,0,0,"446,000",0,0,0,"644,000","198,000","446,000","446,000"
"=""053187""",億豐國票45購01  ,0,0,0,0,0,0,"446,000",0,0,0,"495,000","49,000","446,000","446,000"
1457,宜進            ,"475,000","21,000","454,000",0,0,0,"-8,000","1,000","9,000","-8,000",0,0,0,"446,000"
1522,堤維西          ,"389,763","86,000","303,763",0,0,0,"142,000","1,000","9,000","-8,000","152,000","2,000","150,000","445,763"
"=""07284P""",T50正2凱基4A售04,0,0,0,0,0,0,"445,000",0,0,0,"445,000",0,"445,000","445,000"
"=""050228""",雷虎第一45購01  ,0,0,0,0,0,0,"444,000",0,0,0,"444,000",0,"444,000","444,000"
"=""053673""",矽力元富4A購01  ,0,0,0,0,0,0,"441,000",0,0,0,"669,000","228,000","441,000","441,000"
"=""054076""",聯詠國票44購02  ,0,0,0,0,0,0,"439,000",0,0,0,"439,000",0,"439,000","439,000"
"=""04967P""",台灣50富邦47售01,0,0,0,0,0,0,"438,000",0,0,0,"438,000",0,"438,000","438,000"
"=""054385""",奇鋐凱基46購01  ,0,0,0,0,0,0,"436,000",0,0,0,"575,000","139,000","436,000","436,000"
"=""055787""",緯創永豐45購04  ,0,0,0,0,0,0,"435,000",0,0,0,"2,336,000","1,901,000","435,000","435,000"
"=""053326""",國企2X群益45購02,0,0,0,0,0,0,"435,000",0,0,0,"541,000","106,000","435,000","435,000"
"=""051699""",臺股指富邦4C購01,0,"30,000","-30,000",0,0,0,"465,000",0,0,0,"490,000","25,000","465,000","435,000"
"=""054115""",智邦群益46購02  ,0,0,0,0,0,0,"432,000",0,0,0,"520,000","88,000","432,000","432,000"
"=""054657""",上証2X元大45購03,0,0,0,0,0,0,"431,000",0,0,0,"439,000","8,000","431,000","431,000"
"=""051647""",華碩群益43購03  ,0,0,0,0,0,0,"430,000",0,0,0,"450,000","20,000","430,000","430,000"
"=""054093""",台光電富邦45購03,0,0,0,0,0,0,"430,000",0,0,0,"986,000","556,000","430,000","430,000"
"=""054335""",創意群益44購06  ,0,0,0,0,0,0,"428,000",0,0,0,"430,000","2,000","428,000","428,000"
"=""053335""",創意群益48購01  ,0,0,0,0,0,0,"427,000",0,0,0,"755,000","328,000","427,000","427,000"
"=""053348""",滬深2X統一44購01,0,0,0,0,0,0,"426,000",0,0,0,"451,000","25,000","426,000","426,000"
"=""051867""",聚陽富邦45購01  ,0,0,0,0,0,0,"426,000",0,0,0,"464,000","38,000","426,000","426,000"
"=""053028""",橋椿元大44購01  ,0,0,0,0,0,0,"426,000",0,0,0,"961,000","535,000","426,000","426,000"
"=""056008""",世芯元富4A購02  ,0,0,0,0,0,0,"422,000",0,0,0,"693,000","271,000","422,000","422,000"
5388,中磊            ,"572,000","194,000","378,000","155,000","5,000","150,000","-106,000","7,000","112,000","-105,000","21,000","22,000","-1,000","422,000"
"=""049959""",長榮航國泰45購04,0,0,0,0,0,0,"420,000",0,0,0,"420,000",0,"420,000","420,000"
"=""054212""",中興電凱基45購04,0,0,0,0,0,0,"419,000",0,0,0,"422,000","3,000","419,000","419,000"
"=""055320""",健策元大44購06  ,0,0,0,0,0,0,"418,000",0,0,0,"491,000","73,000","418,000","418,000"
"=""052196""",智原富邦43購03  ,0,0,0,0,0,0,"417,000",0,0,0,"417,000",0,"417,000","417,000"
"=""049560""",台積電富邦45購02,0,0,0,0,0,0,"414,000",0,0,0,"643,000","229,000","414,000","414,000"
"=""055082""",大銀群益44購02  ,0,0,0,0,0,0,"413,000",0,0,0,"553,000","140,000","413,000","413,000"
2520,冠德            ,"666,000","169,000","497,000",0,0,0,"-84,000","1,000","85,000","-84,000",0,0,0,"413,000"
2442,新美齊          ,"414,000","1,000","413,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"412,000"
"=""052429""",萬海富邦46購01  ,0,0,0,0,0,0,"411,000",0,0,0,"1,021,000","610,000","411,000","411,000"
"=""053806""",普安國票44購01  ,0,0,0,0,0,0,"411,000",0,0,0,"443,000","32,000","411,000","411,000"
"=""051176""",玉晶光國泰45購03,0,0,0,0,0,0,"410,000",0,0,0,"507,000","97,000","410,000","410,000"
"=""055808""",聯電群益44購03  ,0,0,0,0,0,0,"410,000",0,0,0,"477,000","67,000","410,000","410,000"
"=""055888""",天虹國票44購02  ,0,0,0,0,0,0,"409,000",0,0,0,"433,000","24,000","409,000","409,000"
"=""054444""",全新群益46購02  ,0,0,0,0,0,0,"407,000",0,0,0,"497,000","90,000","407,000","407,000"
"=""054146""",嘉澤兆豐45購01  ,0,0,0,0,0,0,"406,000",0,0,0,"682,000","276,000","406,000","406,000"
"=""054204""",訊芯元富4A購01  ,0,0,0,0,0,0,"406,000",0,0,0,"535,000","129,000","406,000","406,000"
"=""053388""",中502X元大44購06,0,0,0,0,0,0,"405,000",0,0,0,"415,000","10,000","405,000","405,000"
2029,盛餘            ,"884,000","419,600","464,400",0,0,0,"-62,000",0,"5,000","-5,000","5,000","62,000","-57,000","402,400"
4943,康控-KY         ,"314,000","222,000","92,000","300,000",0,"300,000","10,000","10,000",0,"10,000",0,0,0,"402,000"
"=""055813""",威盛群益44購13  ,0,0,0,0,0,0,"401,000",0,0,0,"548,000","147,000","401,000","401,000"
"=""050190""",亞光元大49購01  ,0,0,0,0,0,0,"400,000",0,0,0,"400,000",0,"400,000","400,000"
"=""051156""",美時國票43購02  ,0,0,0,0,0,0,"400,000",0,0,0,"450,000","50,000","400,000","400,000"
"=""049491""",安普新國票44購01,0,0,0,0,0,0,"400,000",0,0,0,"400,000",0,"400,000","400,000"
"=""053092""",華城永豐45購02  ,0,0,0,0,0,0,"400,000",0,0,0,"400,000",0,"400,000","400,000"
2406,國碩            ,"342,000","97,000","245,000",0,0,0,"155,000","170,000","24,000","146,000","56,000","47,000","9,000","400,000"
"=""053828""",世芯國票46購02  ,0,0,0,0,0,0,"399,000",0,0,0,"449,000","50,000","399,000","399,000"
"=""053731""",怡利電統一49購01,0,0,0,0,0,0,"396,000",0,0,0,"571,000","175,000","396,000","396,000"
"=""055684""",華孚群益44購01  ,0,0,0,0,0,0,"396,000",0,0,0,"406,000","10,000","396,000","396,000"
2867,三商壽          ,"1,033,400","772,951","260,449",0,0,0,"133,000","161,000","28,000","133,000",0,0,0,"393,449"
"=""07711P""",華碩國票49售02  ,0,0,0,0,0,0,"393,000",0,0,0,"430,000","37,000","393,000","393,000"
"=""055335""",技嘉兆豐45購01  ,0,0,0,0,0,0,"393,000",0,0,0,"766,000","373,000","393,000","393,000"
"=""055572""",嘉澤元富47購02  ,0,0,0,0,0,0,"389,000",0,0,0,"738,000","349,000","389,000","389,000"
"=""053636""",川湖凱基44購03  ,0,0,0,0,0,0,"389,000",0,0,0,"456,000","67,000","389,000","389,000"
1262,綠悅-KY         ,"392,000","133,600","258,400","71,000",0,"71,000","57,000","42,000","31,000","11,000","50,000","4,000","46,000","386,400"
"=""049600""",聯發科國泰45購03,0,0,0,0,0,0,"385,000",0,0,0,"400,000","15,000","385,000","385,000"
"=""055615""",鴻海國票45購06  ,0,0,0,0,0,0,"385,000",0,0,0,"385,000",0,"385,000","385,000"
"=""054527""",宏達電富邦46購02,0,0,0,0,0,0,"382,000",0,0,0,"558,000","176,000","382,000","382,000"
2634,漢翔            ,"414,000","33,000","381,000",0,0,0,"-5,000","2,000","7,000","-5,000",0,0,0,"376,000"
6456,GIS-KY          ,"635,000","235,000","400,000","50,000",0,"50,000","-75,000","4,000","42,000","-38,000","56,000","93,000","-37,000","375,000"
"=""052672""",寶成永豐46購01  ,0,0,0,0,0,0,"372,000",0,0,0,"377,000","5,000","372,000","372,000"
"=""052520""",上証2X群益4A購01,0,0,0,0,0,0,"372,000",0,0,0,"488,000","116,000","372,000","372,000"
"=""05746P""",台積電元大46售12,0,0,0,0,0,0,"371,000",0,0,0,"371,000",0,"371,000","371,000"
"=""049721""",材料元富44購02  ,0,0,0,0,0,0,"365,000",0,0,0,"445,000","80,000","365,000","365,000"
4934,太極            ,"489,000","114,000","375,000",0,0,0,"-11,000",0,"11,000","-11,000",0,0,0,"364,000"
"=""00653L""",富邦印度正2     ,"507,000",0,"507,000",0,0,0,"-144,000",0,"252,000","-252,000","602,000","494,000","108,000","363,000"
"=""050910""",長榮國票44購05  ,0,0,0,0,0,0,"363,000",0,0,0,"558,000","195,000","363,000","363,000"
"=""055455""",潤泰全群益46購01,0,0,0,0,0,0,"363,000",0,0,0,"363,000",0,"363,000","363,000"
"=""053380""",訊芯國泰46購01  ,0,0,0,0,0,0,"362,000",0,0,0,"417,000","55,000","362,000","362,000"
"=""055269""",欣興群益45購04  ,0,0,0,0,0,0,"360,000",0,0,0,"387,000","27,000","360,000","360,000"
"=""055127""",中興電國泰46購01,0,0,0,0,0,0,"360,000",0,0,0,"750,000","390,000","360,000","360,000"
2402,毅嘉            ,"485,000","64,000","421,000","30,000",0,"30,000","-91,000","19,000","110,000","-91,000",0,0,0,"360,000"
"=""055528""",晶相光國票44購01,0,0,0,0,0,0,"359,000",0,0,0,"519,000","160,000","359,000","359,000"
"=""052484""",滬深2X永豐45購05,0,0,0,0,0,0,"356,000",0,0,0,"520,000","164,000","356,000","356,000"
5469,瀚宇博          ,"1,180,000","896,000","284,000",0,0,0,"72,000","86,000","14,000","72,000",0,0,0,"356,000"
"=""055449""",一詮群益46購03  ,0,0,0,0,0,0,"353,000",0,0,0,"395,000","42,000","353,000","353,000"
"=""051847""",旺宏元大43購05  ,0,0,0,0,0,0,"352,000",0,0,0,"438,000","86,000","352,000","352,000"
"=""053617""",華立國票44購01  ,0,0,0,0,0,0,"351,000",0,0,0,"395,000","44,000","351,000","351,000"
"=""055718""",永光元大44購06  ,0,0,0,0,0,0,"351,000",0,0,0,"521,000","170,000","351,000","351,000"
"=""05378P""",臺股指元大48售06,0,0,0,0,0,0,"350,000",0,0,0,"350,000",0,"350,000","350,000"
"=""052067""",滬深2X永豐43購08,0,0,0,0,0,0,"350,000",0,0,0,"360,000","10,000","350,000","350,000"
"=""054222""",全新凱基46購02  ,0,0,0,0,0,0,"348,000",0,0,0,"588,000","240,000","348,000","348,000"
"=""055598""",華擎凱基44購01  ,0,0,0,0,0,0,"346,000",0,0,0,"746,000","400,000","346,000","346,000"
1313,聯成            ,"553,000","140,000","413,000",0,0,0,"-67,000","2,000","14,000","-12,000",0,"55,000","-55,000","346,000"
2323,中環            ,"396,000","47,259","348,741",0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"345,741"
"=""054785""",聯發科凱基4A購02,0,0,0,0,0,0,"345,000",0,0,0,"715,000","370,000","345,000","345,000"
"=""054260""",國企2X元大44購05,0,0,0,0,0,0,"343,000",0,0,0,"451,000","108,000","343,000","343,000"
"=""055397""",志聖統一48購01  ,0,0,0,0,0,0,"342,000",0,0,0,"485,000","143,000","342,000","342,000"
6230,尼得科超眾      ,"280,000","63,000","217,000","188,000",0,"188,000","-64,000","36,000","23,000","13,000","64,000","141,000","-77,000","341,000"
"=""06288P""",臺股指元大47售22,0,0,0,0,0,0,"340,000",0,0,0,"350,000","10,000","340,000","340,000"
"=""051715""",滬深2X元大46購01,0,0,0,0,0,0,"340,000",0,0,0,"957,000","617,000","340,000","340,000"
"=""053615""",SGBR2X國票45購02,0,0,0,0,0,0,"340,000",0,0,0,"871,000","531,000","340,000","340,000"
"=""052482""",滬深2X永豐44購07,0,0,0,0,0,0,"339,000",0,0,0,"451,000","112,000","339,000","339,000"
"=""055827""",定穎控群益46購03,0,0,0,0,0,0,"339,000",0,0,0,"370,000","31,000","339,000","339,000"
"=""054403""",上証2X永豐47購01,0,0,0,0,0,0,"338,000",0,0,0,"338,000",0,"338,000","338,000"
"=""052537""",南亞科群益44購02,0,0,0,0,0,0,"338,000",0,0,0,"338,000",0,"338,000","338,000"
"=""053884""",皇昌富邦46購01  ,0,0,0,0,0,0,"338,000",0,0,0,"1,896,000","1,558,000","338,000","338,000"
1527,鑽全            ,"434,000","39,000","395,000",0,"173,000","-173,000","116,000",0,0,0,"167,000","51,000","116,000","338,000"
