證券代號,證券名稱,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""05366P""",神達統一45售01  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""052638""",矽力國票45購01  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""05111P""",矽統國票45售07  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""051093""",臺股指法興46購03,0,0,0,0,0,0,"80,000",0,0,0,"125,000","45,000","80,000","80,000"
"=""050194""",瑞儀元大43購04  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""051302""",景碩群益43購11  ,0,0,0,0,0,0,"80,000",0,0,0,"100,000","20,000","80,000","80,000"
"=""052666""",洋華永豐46購01  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""049716""",景碩元富49購01  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""07104P""",世芯群益4C售08  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""07636P""",華城凱基49售05  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""06846P""",群臺2X凱基47售01,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""06174P""",FBNQ2X凱基46售05,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""06404P""",景碩國票47售07  ,0,0,0,0,0,0,"80,000",0,0,0,"80,000",0,"80,000","80,000"
"=""06451P""",貿聯國票49售01  ,0,0,0,0,0,0,"80,000",0,0,0,"132,000","52,000","80,000","80,000"
3035,智原            ,"183,000","63,000","120,000",0,0,0,"-40,000",0,"8,000","-8,000","10,000","42,000","-32,000","80,000"
2516,新建            ,"81,000",0,"81,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"80,000"
9908,大台北          ,"80,000",0,"80,000",0,0,0,0,0,0,0,0,0,0,"80,000"
"=""06601P""",台積電國票47售08,0,0,0,0,0,0,"79,000",0,0,0,"79,000",0,"79,000","79,000"
"=""047971""",臺股指群益42購32,0,0,0,0,0,0,"79,000",0,0,0,"79,000",0,"79,000","79,000"
"=""053662""",世紀鋼永豐46購02,0,0,0,0,0,0,"79,000",0,0,0,"79,000",0,"79,000","79,000"
"=""054253""",欣興富邦48購01  ,0,0,0,0,0,0,"79,000",0,0,0,"80,000","1,000","79,000","79,000"
"=""053531""",群創群益44購02  ,0,0,0,0,0,0,"79,000",0,0,0,"132,000","53,000","79,000","79,000"
1532,勤美            ,"103,000","15,265","87,735",0,0,0,"-9,000",0,"5,000","-5,000",0,"4,000","-4,000","78,735"
2357,華碩            ,"502,597","422,949","79,648","10,000",0,"10,000","-11,000",0,"10,000","-10,000",0,"1,000","-1,000","78,648"
2903,遠百            ,"354,000","280,645","73,355",0,0,0,"5,000","15,000","10,000","5,000",0,0,0,"78,355"
"=""03448C""",T50反1凱基66牛04,0,0,0,0,0,0,"78,000",0,0,0,"78,000",0,"78,000","78,000"
"=""06559P""",台塑元大49售04  ,0,0,0,0,0,0,"78,000",0,0,0,"125,000","47,000","78,000","78,000"
"=""054106""",香港2X群益4A購01,0,0,0,0,0,0,"78,000",0,0,0,"120,000","42,000","78,000","78,000"
"=""053017""",昇陽半統一4C購04,0,0,0,0,0,0,"78,000",0,0,0,"103,000","25,000","78,000","78,000"
"=""050714""",世紀鋼凱基43購09,0,0,0,0,0,0,"77,000",0,0,0,"77,000",0,"77,000","77,000"
"=""053527""",建漢群益44購02  ,0,0,0,0,0,0,"77,000",0,0,0,"77,000",0,"77,000","77,000"
"=""054280""",奇鋐元大44購04  ,0,0,0,0,0,0,"77,000",0,0,0,"77,000",0,"77,000","77,000"
"=""050941""",所羅門群益43購01,0,0,0,0,0,0,"77,000",0,0,0,"150,000","73,000","77,000","77,000"
"=""055368""",華友聯凱基44購01,0,0,0,0,0,0,"77,000",0,0,0,"87,000","10,000","77,000","77,000"
6197,佳必琪          ,"83,000","1,000","82,000",0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"77,000"
1712,興農            ,"143,000","59,000","84,000",0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"76,000"
"=""052313""",中信金凱基44購01,0,0,0,0,0,0,"76,000",0,0,0,"76,000",0,"76,000","76,000"
"=""052954""",橋椿群益46購01  ,0,0,0,0,0,0,"75,000",0,0,0,"175,000","100,000","75,000","75,000"
"=""054026""",力智元富4A購01  ,0,0,0,0,0,0,"75,000",0,0,0,"342,000","267,000","75,000","75,000"
"=""05512P""",台積電凱基45售27,0,0,0,0,0,0,"75,000",0,0,0,"75,000",0,"75,000","75,000"
"=""054933""",聯發科中信45購01,0,0,0,0,0,0,"75,000",0,0,0,"182,000","107,000","75,000","75,000"
"=""054958""",世紀鋼永豐46購03,0,0,0,0,0,0,"75,000",0,0,0,"148,000","73,000","75,000","75,000"
"=""052261""",上緯控兆豐46購01,0,0,0,0,0,0,"75,000",0,0,0,"100,000","25,000","75,000","75,000"
"=""055933""",威盛元大44購22  ,0,0,0,0,0,0,"75,000",0,0,0,"75,000",0,"75,000","75,000"
"=""052884""",波力永豐46購01  ,0,0,0,0,0,0,"75,000",0,0,0,"75,000",0,"75,000","75,000"
"=""053393""",台積電元大44購42,0,0,0,0,0,0,"75,000",0,0,0,"281,000","206,000","75,000","75,000"
"=""052416""",萬海元大44購02  ,0,0,0,0,0,0,"75,000",0,0,0,"75,000",0,"75,000","75,000"
"=""052623""",中502X國票45購03,0,0,0,0,0,0,"75,000",0,0,0,"200,000","125,000","75,000","75,000"
"=""051010""",微星國泰45購02  ,0,0,0,0,0,0,"75,000",0,0,0,"78,000","3,000","75,000","75,000"
2514,龍邦            ,"109,000","24,000","85,000",0,0,0,"-10,000",0,"10,000","-10,000",0,0,0,"75,000"
3049,精金            ,"285,000","502,000","-217,000",0,0,0,"291,000","500,000","209,000","291,000",0,0,0,"74,000"
9941,裕融            ,"52,000","1,000","51,000",0,0,0,"23,000","25,000","2,000","23,000",0,0,0,"74,000"
"=""052171""",群光國票44購01  ,0,0,0,0,0,0,"74,000",0,0,0,"144,000","70,000","74,000","74,000"
"=""055187""",海悅國票44購01  ,0,0,0,0,0,0,"74,000",0,0,0,"77,000","3,000","74,000","74,000"
"=""055731""",威盛元大44購21  ,0,0,0,0,0,0,"74,000",0,0,0,"184,000","110,000","74,000","74,000"
"=""053398""",藍天元大46購02  ,0,0,0,0,0,0,"73,000",0,0,0,"105,000","32,000","73,000","73,000"
"=""053703""",上証2X富邦4A購01,0,0,0,0,0,0,"73,000",0,0,0,"318,000","245,000","73,000","73,000"
"=""054123""",皇昌群益46購03  ,0,0,0,0,0,0,"73,000",0,0,0,"88,000","15,000","73,000","73,000"
"=""053614""",道瓊反國票45購01,0,0,0,0,0,0,"73,000",0,0,0,"759,000","686,000","73,000","73,000"
"=""052150""",貿聯元大46購05  ,0,0,0,0,0,0,"72,000",0,0,0,"87,000","15,000","72,000","72,000"
"=""053014""",緯穎統一46購01  ,0,0,0,0,0,0,"72,000",0,0,0,"374,000","302,000","72,000","72,000"
"=""055952""",穎崴元大44購01  ,0,0,0,0,0,0,"72,000",0,0,0,"102,000","30,000","72,000","72,000"
"=""051738""",致伸元大45購01  ,0,0,0,0,0,0,"72,000",0,0,0,"82,000","10,000","72,000","72,000"
"=""053150""",矽格群益46購01  ,0,0,0,0,0,0,"72,000",0,0,0,"166,000","94,000","72,000","72,000"
"=""052289""",昆盈國票46購01  ,0,0,0,0,0,0,"72,000",0,0,0,"126,000","54,000","72,000","72,000"
2809,京城銀          ,"241,000","254,620","-13,620",0,0,0,"85,000","99,000","14,000","85,000",0,0,0,"71,380"
2637,慧洋-KY         ,"146,000","70,000","76,000",0,0,0,"-5,000","1,000","6,000","-5,000",0,0,0,"71,000"
"=""07048P""",台灣50凱基48售10,0,0,0,0,0,0,"71,000",0,0,0,"113,000","42,000","71,000","71,000"
"=""052881""",來億永豐44購01  ,0,0,0,0,0,0,"71,000",0,0,0,"121,000","50,000","71,000","71,000"
"=""05431P""",臺股指元大47售03,0,0,0,0,0,0,"71,000",0,0,0,"71,000",0,"71,000","71,000"
"=""055504""",佳必琪元大48購01,0,0,0,0,0,0,"71,000",0,0,0,"106,000","35,000","71,000","71,000"
"=""05408P""",臺股指永豐49售02,0,0,0,0,0,0,"71,000",0,0,0,"71,000",0,"71,000","71,000"
"=""053839""",美時元富44購03  ,0,0,0,0,0,0,"71,000",0,0,0,"71,000",0,"71,000","71,000"
"=""049406""",世芯元大43購34  ,0,0,0,0,0,0,"71,000",0,0,0,"141,000","70,000","71,000","71,000"
"=""049424""",台光電元富43購02,0,0,0,0,0,0,"70,000",0,0,0,"100,000","30,000","70,000","70,000"
"=""050546""",怡利電凱基43購04,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""050013""",華通國票44購02  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""053090""",國企2X永豐48購01,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""06078P""",精誠元富46售01  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""053870""",陽明群益44購06  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""053010""",大銀統一4C購01  ,0,0,0,0,0,0,"70,000",0,0,0,"129,000","59,000","70,000","70,000"
"=""051021""",世紀鋼第一49購01,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""055362""",訊芯元富44購02  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""050981""",大亞國票44購02  ,0,0,0,0,0,0,"70,000",0,0,0,"71,000","1,000","70,000","70,000"
"=""05901P""",創意元大46售03  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""050079""",技嘉永豐45購01  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""050065""",永道元大43購01  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""050123""",達興台新43購01  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""054404""",士電永豐45購01  ,0,0,0,0,0,0,"70,000",0,0,0,"110,000","40,000","70,000","70,000"
"=""05646P""",智邦凱基46售04  ,0,0,0,0,0,0,"70,000",0,0,0,"117,000","47,000","70,000","70,000"
"=""052844""",昇陽半元大47購03,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""055949""",世芯元大44購22  ,0,0,0,0,0,0,"70,000",0,0,0,"128,000","58,000","70,000","70,000"
"=""05336P""",臺股指元大48售05,0,0,0,0,0,0,"70,000",0,0,0,"138,000","68,000","70,000","70,000"
"=""055290""",鴻海元大46購04  ,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""054926""",威盛國泰46購04  ,0,0,0,0,0,0,"70,000",0,0,0,"150,000","80,000","70,000","70,000"
"=""07108P""",裕民凱基48售01  ,0,0,0,0,0,0,"70,000",0,0,0,"230,000","160,000","70,000","70,000"
1108,幸福            ,"74,000",0,"74,000",0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"70,000"
"=""06515P""",金像電凱基47售05,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
"=""06816P""",臺股指永豐4B售03,0,0,0,0,0,0,"70,000",0,0,0,"70,000",0,"70,000","70,000"
9907,統一實          ,"338,000","255,000","83,000",0,0,0,"-13,000","2,000","15,000","-13,000",0,0,0,"70,000"
"=""053899""",旺宏元大47購01  ,0,0,0,0,0,0,"69,000",0,0,0,"129,000","60,000","69,000","69,000"
"=""05522P""",臺股指群益4B售05,0,0,0,0,0,0,"69,000",0,0,0,"96,000","27,000","69,000","69,000"
"=""055125""",雲豹元大44購03  ,0,0,0,0,0,0,"69,000",0,0,0,"183,000","114,000","69,000","69,000"
"=""054679""",富邦金元大44購04,0,0,0,0,0,0,"69,000",0,0,0,"367,000","298,000","69,000","69,000"
"=""052726""",望隼國票46購01  ,0,0,0,0,0,0,"69,000",0,0,0,"229,000","160,000","69,000","69,000"
"=""052495""",中鴻永豐46購01  ,"16,000",0,"16,000",0,0,0,"53,000",0,0,0,"124,000","71,000","53,000","69,000"
"=""049311""",材料永豐44購03  ,0,0,0,0,0,0,"69,000",0,0,0,"110,000","41,000","69,000","69,000"
"=""050424""",東哥國票43購03  ,0,0,0,0,0,0,"68,000",0,0,0,"85,000","17,000","68,000","68,000"
"=""050608""",緯穎元大43購16  ,0,0,0,0,0,0,"68,000",0,0,0,"78,000","10,000","68,000","68,000"
"=""054621""",毅嘉國票46購02  ,0,0,0,0,0,0,"68,000",0,0,0,"98,000","30,000","68,000","68,000"
"=""051674""",世紀鋼群益43購11,0,0,0,0,0,0,"68,000",0,0,0,"68,000",0,"68,000","68,000"
"=""053692""",碩天元大47購01  ,0,0,0,0,0,0,"68,000",0,0,0,"68,000",0,"68,000","68,000"
"=""052973""",緯穎群益46購02  ,0,0,0,0,0,0,"68,000",0,0,0,"68,000",0,"68,000","68,000"
"=""055313""",萬海元大47購03  ,0,0,0,0,0,0,"68,000",0,0,0,"78,000","10,000","68,000","68,000"
"=""054340""",材料群益44購11  ,0,0,0,0,0,0,"68,000",0,0,0,"68,000",0,"68,000","68,000"
"=""07579P""",華擎國票4A售01  ,0,0,0,0,0,0,"68,000",0,0,0,"115,000","47,000","68,000","68,000"
8163,達方            ,"191,000","118,000","73,000",0,0,0,"-6,000","2,000","8,000","-6,000",0,0,0,"67,000"
2501,國建            ,"225,000","145,000","80,000",0,0,0,"-13,000",0,"13,000","-13,000",0,0,0,"67,000"
2477,美隆電          ,"96,000","23,000","73,000",0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"67,000"
"=""052833""",皇昌元大44購06  ,0,0,0,0,0,0,"67,000",0,0,0,"67,000",0,"67,000","67,000"
"=""050026""",景碩國票44購03  ,0,0,0,0,0,0,"67,000",0,0,0,"117,000","50,000","67,000","67,000"
"=""054977""",大銀元富44購01  ,0,0,0,0,0,0,"67,000",0,0,0,"263,000","196,000","67,000","67,000"
"=""053491""",國企2X國票44購03,0,0,0,0,0,0,"67,000",0,0,0,"157,000","90,000","67,000","67,000"
"=""052365""",台積電群益49購04,0,0,0,0,0,0,"66,000",0,0,0,"66,000",0,"66,000","66,000"
"=""052176""",慧洋國票43購01  ,0,0,0,0,0,0,"66,000",0,0,0,"184,000","118,000","66,000","66,000"
"=""051851""",威盛元大47購01  ,0,0,0,0,0,0,"66,000",0,0,0,"80,000","14,000","66,000","66,000"
"=""054098""",訊芯富邦47購01  ,0,0,0,0,0,0,"66,000",0,0,0,"146,000","80,000","66,000","66,000"
"=""049702""",金像電永豐44購01,0,0,0,0,0,0,"66,000",0,0,0,"66,000",0,"66,000","66,000"
2478,大毅            ,"62,000","1,000","61,000",0,0,0,"5,000","5,000",0,"5,000",0,0,0,"66,000"
6168,宏齊            ,"78,000","3,000","75,000",0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"66,000"
4725,信昌化          ,"142,000","55,000","87,000",0,0,0,"-21,000","1,000","22,000","-21,000",0,0,0,"66,000"
"=""07461P""",萬海元富49售03  ,0,0,0,0,0,0,"66,000",0,0,0,"66,000",0,"66,000","66,000"
3266,昇陽            ,"69,000",0,"69,000",0,0,0,"-4,000","2,000","6,000","-4,000",0,0,0,"65,000"
"=""049489""",緯穎國票44購01  ,0,0,0,0,0,0,"65,000",0,0,0,"90,000","25,000","65,000","65,000"
"=""049801""",台新金元大43購01,0,0,0,0,0,0,"65,000",0,0,0,"65,000",0,"65,000","65,000"
"=""049357""",欣興國票44購01  ,0,0,0,0,0,0,"65,000",0,0,0,"65,000",0,"65,000","65,000"
"=""052494""",中鋼永豐46購01  ,0,0,0,0,0,0,"65,000",0,0,0,"65,000",0,"65,000","65,000"
"=""052752""",滬深2X凱基46購03,0,0,0,0,0,0,"65,000",0,0,0,"65,000",0,"65,000","65,000"
"=""053877""",宏致群益46購01  ,0,0,0,0,0,0,"65,000",0,0,0,"140,000","75,000","65,000","65,000"
"=""05199P""",電子類元大44售05,0,0,0,0,0,0,"65,000",0,0,0,"70,000","5,000","65,000","65,000"
"=""052182""",亞光國票44購03  ,0,0,0,0,0,0,"65,000",0,0,0,"65,000",0,"65,000","65,000"
"=""052312""",萬海凱基49購01  ,0,0,0,0,0,0,"65,000",0,0,0,"91,000","26,000","65,000","65,000"
"=""054752""",滬深2X永豐46購06,0,0,0,0,0,0,"65,000",0,0,0,"195,000","130,000","65,000","65,000"
"=""055041""",健策凱基44購01  ,0,0,0,0,0,0,"65,000",0,0,0,"100,000","35,000","65,000","65,000"
"=""050904""",所羅門國票45購01,0,0,0,0,0,0,"64,000",0,0,0,"157,000","93,000","64,000","64,000"
"=""052943""",世紀鋼凱基44購03,0,0,0,0,0,0,"64,000",0,0,0,"64,000",0,"64,000","64,000"
"=""054021""",日月光元富5A購01,0,0,0,0,0,0,"64,000",0,0,0,"68,000","4,000","64,000","64,000"
"=""052190""",長華國票45購02  ,0,0,0,0,0,0,"64,000",0,0,0,"89,000","25,000","64,000","64,000"
"=""052224""",台積電凱基43購58,0,0,0,0,0,0,"64,000",0,0,0,"64,000",0,"64,000","64,000"
"=""053822""",嘉澤國票46購01  ,0,0,0,0,0,0,"64,000",0,0,0,"186,000","122,000","64,000","64,000"
2365,昆盈            ,"64,000",0,"64,000",0,0,0,0,"7,000","7,000",0,0,0,0,"64,000"
2009,第一銅          ,"68,000",0,"68,000",0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"64,000"
9917,中保科          ,"126,000","59,000","67,000",0,0,0,"-3,000","3,000","6,000","-3,000",0,0,0,"64,000"
"=""07534P""",華邦電元大49售02,0,0,0,0,0,0,"64,000",0,0,0,"74,000","10,000","64,000","64,000"
"=""06447P""",金像電國票47售06,0,0,0,0,0,0,"64,000",0,0,0,"70,000","6,000","64,000","64,000"
"=""00655L""",國泰中國A50正2  ,"90,000",0,"90,000",0,0,0,"-27,000",0,"14,000","-14,000","870,000","883,000","-13,000","63,000"
6257,矽格            ,"189,000","126,000","63,000",0,0,0,0,"3,000","3,000",0,0,0,0,"63,000"
1454,台富            ,"65,000",0,"65,000",0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"63,000"
3036,文曄            ,"341,000","325,515","15,485",0,0,0,"47,000","86,000","188,000","-102,000","152,000","3,000","149,000","62,485"
6120,達運            ,"101,000","29,600","71,400",0,0,0,"-9,000","1,000","10,000","-9,000",0,0,0,"62,400"
1902,台紙            ,"67,000","7,000","60,000",0,0,0,"2,000","5,000","3,000","2,000",0,0,0,"62,000"
"=""053020""",台達化元大44購01,0,0,0,0,0,0,"62,000",0,0,0,"62,000",0,"62,000","62,000"
"=""051829""",大銀群益45購01  ,0,0,0,0,0,0,"62,000",0,0,0,"62,000",0,"62,000","62,000"
"=""053925""",台達電國泰46購02,0,0,0,0,0,0,"62,000",0,0,0,"83,000","21,000","62,000","62,000"
"=""054938""",滬深2X永豐45購11,0,0,0,0,0,0,"62,000",0,0,0,"102,000","40,000","62,000","62,000"
"=""055474""",楠梓電元大44購02,0,0,0,0,0,0,"62,000",0,0,0,"112,000","50,000","62,000","62,000"
"=""055788""",嘉澤永豐45購02  ,0,0,0,0,0,0,"62,000",0,0,0,"112,000","50,000","62,000","62,000"
2727,王品            ,"89,000","24,648","64,352",0,0,0,"-3,000","3,000",0,"3,000","6,000","12,000","-6,000","61,352"
2367,燿華            ,"167,000","83,932","83,068",0,0,0,"-22,000",0,"22,000","-22,000",0,0,0,"61,068"
"=""047092""",鴻海國泰44購02  ,0,0,0,0,0,0,"61,000",0,0,0,"61,000",0,"61,000","61,000"
"=""052132""",台玻元大43購01  ,0,0,0,0,0,0,"61,000",0,0,0,"173,000","112,000","61,000","61,000"
"=""053678""",華城元大49購02  ,0,0,0,0,0,0,"61,000",0,0,0,"68,000","7,000","61,000","61,000"
"=""051994""",雷虎元大43購01  ,0,0,0,0,0,0,"61,000",0,0,0,"82,000","21,000","61,000","61,000"
"=""052511""",世紀鋼永豐48購01,0,0,0,0,0,0,"61,000",0,0,0,"61,000",0,"61,000","61,000"
"=""050491""",奇鋐元大49購03  ,0,0,0,0,0,0,"61,000",0,0,0,"61,000",0,"61,000","61,000"
"=""049286""",達興凱基44購01  ,0,0,0,0,0,0,"61,000",0,0,0,"61,000",0,"61,000","61,000"
2812,台中銀          ,"693,000","433,965","259,035",0,0,0,"-199,000","3,000","202,000","-199,000",0,0,0,"60,035"
2486,一詮            ,"69,000",0,"69,000",0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"60,000"
2030,彰源            ,"73,000","10,000","63,000",0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"60,000"
"=""048372""",SGBR2X元富48購01,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""048028""",T50正2凱基43購15,0,0,0,0,0,0,"60,000",0,0,0,"80,000","20,000","60,000","60,000"
"=""07121P""",中磊群益4A售02  ,0,0,0,0,0,0,"60,000",0,0,0,"63,000","3,000","60,000","60,000"
"=""07710P""",廣宇國票4A售02  ,0,0,0,0,0,0,"60,000",0,0,0,"910,000","850,000","60,000","60,000"
"=""06264P""",臺股指中信4A售04,0,0,0,0,0,0,"60,000",0,0,0,"96,000","36,000","60,000","60,000"
"=""051168""",潤隆國泰45購01  ,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""051138""",長華凱基44購01  ,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""051152""",SGBR2X國票44購02,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""050432""",世芯國泰45購04  ,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""049402""",晟銘電元大43購08,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""051888""",川湖兆豐44購01  ,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""049656""",台光電富邦45購01,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""06053P""",台灣50凱基48售04,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""05979P""",T50正2元大46售06,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""054617""",臺股指群益45購13,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""053858""",滬深2X群益4A購08,0,0,0,0,0,0,"60,000",0,0,0,"61,000","1,000","60,000","60,000"
"=""054078""",日月光國票45購01,0,0,0,0,0,0,"60,000",0,0,0,"200,000","140,000","60,000","60,000"
"=""051830""",材料群益43購12  ,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""051827""",晟銘電群益46購02,0,0,0,0,0,0,"60,000",0,0,0,"155,000","95,000","60,000","60,000"
"=""055606""",世紀鋼凱基45購05,0,0,0,0,0,0,"60,000",0,0,0,"220,000","160,000","60,000","60,000"
"=""048897""",慧洋統一4C購01  ,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""052878""",東科永豐46購01  ,0,0,0,0,0,0,"60,000",0,0,0,"242,000","182,000","60,000","60,000"
"=""05542P""",臺股指元富45售04,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""055309""",一詮元大49購01  ,0,0,0,0,0,0,"60,000",0,0,0,"343,000","283,000","60,000","60,000"
"=""054807""",光寶科凱基3B購01,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""052347""",偉詮電永豐44購01,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""055667""",雄獅群益46購01  ,0,0,0,0,0,0,"60,000",0,0,0,"100,000","40,000","60,000","60,000"
"=""051797""",佳必琪永豐43購01,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""05328P""",宏達電國票47售02,0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","60,000"
"=""054786""",宏達電凱基4A購01,0,0,0,0,0,0,"59,000",0,0,0,"64,000","5,000","59,000","59,000"
"=""055152""",瑞儀富邦45購01  ,0,0,0,0,0,0,"59,000",0,0,0,"96,000","37,000","59,000","59,000"
"=""052060""",滬深2X中信45購02,0,0,0,0,0,0,"59,000",0,0,0,"59,000",0,"59,000","59,000"
"=""051472""",三商壽元大43購01,0,0,0,0,0,0,"59,000",0,0,0,"69,000","10,000","59,000","59,000"
"=""052486""",A50正2永豐47購01,0,0,0,0,0,0,"59,000",0,0,0,"90,000","31,000","59,000","59,000"
"=""053650""",世紀鋼凱基44購04,0,0,0,0,0,0,"59,000",0,0,0,"59,000",0,"59,000","59,000"
"=""06874P""",台積電元大47售49,0,0,0,0,0,0,"59,000",0,0,0,"101,000","42,000","59,000","59,000"
1109,信大            ,"59,000",0,"59,000",0,0,0,0,0,0,0,0,0,0,"59,000"
1810,和成            ,"66,000",0,"66,000",0,0,0,"-7,000","1,000","8,000","-7,000",0,0,0,"59,000"
2436,偉詮電          ,"85,000","8,400","76,600",0,0,0,"-18,000",0,"18,000","-18,000",0,0,0,"58,600"
1611,中電            ,"62,000",0,"62,000",0,0,0,"-4,000","1,000","5,000","-4,000",0,0,0,"58,000"
"=""07156P""",智原元富48售03  ,0,0,0,0,0,0,"58,000",0,0,0,"78,000","20,000","58,000","58,000"
"=""06905P""",聯發科國票48售04,0,0,0,0,0,0,"58,000",0,0,0,"58,000",0,"58,000","58,000"
"=""06458P""",臺股指中信49售12,0,0,0,0,0,0,"58,000",0,0,0,"58,000",0,"58,000","58,000"
"=""050448""",怡利電群益45購01,0,0,0,0,0,0,"58,000",0,0,0,"65,000","7,000","58,000","58,000"
"=""06114P""",台積電永豐46售23,0,0,0,0,0,0,"58,000",0,0,0,"68,000","10,000","58,000","58,000"
"=""054756""",台積電永豐46購15,0,0,0,0,0,0,"58,000",0,0,0,"68,000","10,000","58,000","58,000"
"=""055511""",臺股指元大45購25,0,0,0,0,0,0,"58,000",0,0,0,"58,000",0,"58,000","58,000"
3583,辛耘            ,"64,000","2,500","61,500",0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"57,500"
1435,中福            ,"58,000",0,"58,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"57,000"
"=""06514P""",台積電凱基47售19,0,0,0,0,0,0,"57,000",0,0,0,"88,000","31,000","57,000","57,000"
"=""052848""",中興電中信45購01,0,0,0,0,0,0,"57,000",0,0,0,"57,000",0,"57,000","57,000"
"=""054575""",零壹統一4C購02  ,0,0,0,0,0,0,"57,000",0,0,0,"129,000","72,000","57,000","57,000"
"=""049847""",奇鋐統一37購01  ,0,0,0,0,0,0,"57,000",0,0,0,"67,000","10,000","57,000","57,000"
"=""054652""",緯創元富44購04  ,0,0,0,0,0,0,"57,000",0,0,0,"57,000",0,"57,000","57,000"
2426,鼎元            ,"77,000","5,087","71,913",0,0,0,"-15,000",0,"15,000","-15,000",0,0,0,"56,913"
1419,新紡            ,"64,000","8,000","56,000",0,0,0,0,0,0,0,0,0,0,"56,000"
