證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
6902,GOGOLOOK,79.50,0.0,113,662.50,4.31,114/3,
6906,現觀科,87.10,3.82,113,34.56,4.12,114/3,
6909,創控,35.40,2.82,113,39.33,2.36,114/3,
6914,阜爾運通,148.00,4.05,113,15.95,2.76,114/3,
6916,華凌,16.90,1.66,113,-,1.1,114/3,
6918,愛派司,85.90,4.66,113,17.32,2.37,114/3,
6919,康霈*,137.50,0.0,113,-,22.8,114/3,
6923,中台,97.20,4.14,113,33.17,3.53,114/3,
6924,榮惠-KY創,0.00,9.82,113,13.21,2.23,114/3,
6928,攸泰科技,47.70,1.05,113,-,1.97,114/3,
6931,青松健康,60.80,0.79,113,61.41,3.62,114/3,
6933,AMAX-KY,153.00,1.31,113,27.32,3.01,114/3,
6936,永鴻生技,34.20,4.94,113,20.85,1.91,114/3,
6937,天虹,208.00,1.01,113,50.86,4.18,114/3,
6944,兆聯實業,572.00,2.45,113,20.82,6.09,114/3,
6949,沛爾生醫-創,353.00,0.0,113,-,21.67,114/3,
6951,青新-創,72.90,5.21,113,12.81,3.05,114/3,
6952,大武山,43.05,4.65,113,-,2.09,114/3,
6955,邦睿生技-創,161.00,1.55,113,41.49,6.53,114/3,
6957,裕慶-KY,210.50,6.25,113,18.43,5.18,114/3,
6958,日盛台駿,16.10,6.21,113,-,0.7,114/3,
6962,奕力-KY,38.80,5.15,113,11.12,0.97,114/3,
6965,中傑-KY,76.00,7.89,113,13.72,1.03,114/3,
6969,成信實業*-創,30.50,0.0,113,-,3.65,114/3,
6988,威力暘-創,14.30,3.15,113,-,0.9,114/3,
6994,富威電力,86.80,1.09,113,51.98,2.88,114/3,
7610,聯友金屬-創,97.50,1.61,113,139.29,3.31,114/3,
7631,聚賢研發-創,127.00,2.2,113,27.37,3.28,114/3,
7705,三商餐飲,40.05,9.49,113,30.57,1.75,114/3,
7711,永擎,254.50,1.57,113,21.39,9.52,114/3,
7721,微程式,46.50,4.3,113,41.52,2.01,114/3,
7722,LINEPAY,525.00,0.29,113,61.55,3.36,114/3,
7730,暉盛-創,79.20,3.79,113,43.76,3.66,114/3,
7732,金興精密,38.60,5.18,113,20.00,1.38,114/3,
7736,虎山,90.20,3.9,113,16.80,1.95,114/3,
7740,熙特爾-創,140.50,0.0,113,44.60,6.3,114/3,
7749,意騰-KY,404.00,1.3,113,70.75,5.25,114/3,
7750,新代,703.00,1.56,113,29.12,4.9,114/3,
7765,中華資安,270.00,3.41,113,27.00,5.58,114/3,
7780,大研生醫,182.00,2.24,113,54.82,2.76,114/3,
7786,東方風能,165.50,1.21,113,17.93,4.11,114/3,
7788,松川精密,105.00,2.38,113,26.32,1.56,114/3,
7791,皇家可口,72.20,4.57,113,11.86,1.78,114/3,
7799,禾榮科,543.00,0.0,113,-,7.06,114/3,
8011,台通,20.35,6.88,113,7.65,1.06,114/3,
8016,矽創,174.00,6.9,113,12.56,1.78,114/3,
8021,尖點,127.00,0.95,113,62.25,3.99,114/3,
8028,昇陽半導體,151.50,1.45,113,36.07,5.58,114/3,
8033,雷虎,122.00,0.0,113,131.18,9.89,114/3,
8039,台虹,61.50,4.07,113,44.57,1.53,114/3,
8045,達運光電,72.10,2.73,113,91.27,3.46,114/3,
8046,南電,247.00,0.4,113,172.73,3.59,114/3,
8070,長華*,43.80,6.16,113,22.23,1.71,114/3,
8072,陞泰,30.30,3.3,113,30.92,1.08,114/3,
8081,致新,200.50,7.98,113,11.50,2.25,114/3,
8101,華冠,16.10,0.0,113,-,2.99,114/3,
8103,瀚荃,71.00,4.03,113,20.82,1.86,114/3,
8104,錸寶,28.80,0.69,113,-,1.03,114/3,
8105,凌巨,10.25,0.0,113,-,0.59,114/3,
8110,華東,33.00,0.61,113,27.50,1.51,114/3,
8112,至上,67.20,4.99,113,39.30,2.19,114/3,
8114,振樺電,186.50,4.16,113,9.57,2.02,114/3,
8131,福懋科,38.60,3.76,113,48.86,1.57,114/3,
8150,南茂,44.30,2.78,113,134.24,1.33,114/3,
8162,微矽電子-創,33.60,2.98,113,16.63,1.56,114/3,
8163,達方,30.45,6.57,113,34.60,0.83,114/3,
8201,無敵,14.40,0.0,113,-,1.95,114/3,
8210,勤誠,880.00,0.85,113,36.14,11.2,114/3,
8213,志超,32.65,4.23,113,12.61,0.59,114/3,
8215,明基材,18.95,3.27,113,947.50,1.14,114/3,
8222,寶一,40.80,1.72,113,65.81,3.2,114/3,
8249,菱光,50.10,4.03,113,14.56,0.82,114/3,
8261,富鼎,88.10,3.62,113,15.70,1.83,114/3,
8271,宇瞻,94.40,2.34,113,25.24,2.63,114/3,
8341,日友,79.60,4.77,113,17.27,2.06,114/3,
8367,建新國際,44.10,6.35,113,13.13,1.22,114/3,
8374,羅昇,76.30,0.59,113,68.74,4.09,114/3,
8404,百和興業-KY,24.70,2.63,113,19.30,1.55,114/3,
8411,福貞-KY,12.45,0.4,113,-,0.49,114/3,
8422,可寧衛*,22.80,4.34,113,16.52,3.53,114/3,
8429,金麗-KY,7.61,0.0,113,152.20,0.23,114/3,
8438,昶昕,28.05,4.63,113,17.00,1.07,114/3,
8442,威宏-KY,68.20,9.4,113,11.56,1.34,114/3,
8443,阿瘦,11.00,1.82,113,-,1.07,114/3,
8454,富邦媒,227.50,5.63,113,18.94,6.86,114/3,
8462,柏文,158.00,2.66,113,21.50,5.85,114/3,
8463,潤泰材,25.65,4.29,113,11.99,1.57,114/3,
8464,億豐,373.50,3.88,113,16.65,4.01,114/3,
8466,美吉吉-KY,22.30,5.38,113,44.60,0.59,114/3,
8467,波力-KY,149.50,0.0,113,11.41,2.66,114/3,
8473,山林水,35.70,2.04,113,17.08,0.96,114/3,
8476,台境*,18.00,5.67,113,200.00,1.62,114/3,
8478,東哥遊艇,190.00,2.63,113,24.39,2.09,114/3,
8481,政伸,40.60,6.28,113,12.42,1.65,114/3,
8482,商億-KY,45.95,9.49,113,15.47,1.66,114/3,
8487,愛爾達-創,76.20,6.82,113,16.25,3.14,114/3,
8488,吉源-KY,10.25,0.0,113,-,0.33,114/3,
8499,鼎炫-KY,236.50,3.41,113,21.84,1.26,114/3,
8926,台汽電,41.20,5.1,113,17.24,1.96,114/3,
8940,新天地,19.90,0.0,113,26.18,1.85,114/3,
8996,高力,478.00,0.84,113,72.42,11.63,114/3,
9802,鈺齊-KY,110.50,4.52,113,15.45,1.68,114/3,
9902,台火,17.60,1.7,113,440.00,1.37,114/3,
9904,寶成,29.85,5.7,113,7.88,0.65,114/3,
9905,大華,19.95,6.02,113,15.47,0.78,114/3,
9906,欣巴巴,45.90,14.16,113,62.03,3.58,114/3,
9907,統一實,18.15,5.34,113,13.15,1.43,114/3,
9908,大台北,30.10,3.99,113,17.60,1.1,114/3,
9910,豐泰,130.00,3.92,113,24.71,5.49,114/3,
9911,櫻花,83.60,5.62,113,14.15,2.86,114/3,
9912,偉聯,11.95,0.0,113,-,1.71,114/3,
9914,美利達,89.40,4.47,113,-,1.41,114/3,
9917,中保科,107.50,4.84,113,16.31,3.72,114/3,
9918,欣天然,39.65,4.04,113,22.92,2.17,114/3,
9919,康那香,16.70,1.2,113,-,1.44,114/3,
9921,巨大,94.60,2.33,113,-,1.11,114/3,
9924,福興,53.50,5.79,113,13.44,1.19,114/3,
9925,新保,40.85,4.9,113,16.47,1.29,114/3,
9926,新海,49.70,4.02,113,18.83,2.14,114/3,
9927,泰銘,66.70,9.0,113,12.13,1.5,114/3,
9928,中視,17.70,0.0,113,-,0.58,114/3,
9929,秋雨,10.00,0.0,113,-,1.3,114/3,
9930,中聯資源,72.60,5.51,113,14.43,2.87,114/3,
9931,欣高,33.90,5.31,113,12.42,1.31,114/3,
9933,中鼎,32.00,6.25,113,100.00,1.62,114/3,
9934,成霖,9.57,3.66,113,56.29,0.69,114/3,
9935,慶豐富,20.30,8.87,113,11.94,1.48,114/3,
9937,全國,57.10,3.68,113,23.99,3.12,114/3,
9938,百和,55.10,5.44,113,12.81,1.3,114/3,
9939,宏全,123.50,5.02,113,14.03,2.01,114/3,
9940,信義,21.40,8.41,113,53.50,1.3,114/3,
9941,裕融,93.60,5.21,113,14.44,1.62,114/3,
9942,茂順,103.50,6.76,113,12.35,2.14,114/3,
9943,好樂迪,60.90,7.88,113,18.18,2.04,114/3,
9944,新麗,16.85,1.78,113,-,0.54,114/3,
9945,潤泰新,30.10,3.65,113,9.09,0.88,114/3,
9946,三發地產,16.55,6.28,113,91.94,0.87,114/3,
9955,佳龍,28.85,0.0,113,-,2.65,114/3,
9958,世紀鋼,138.50,3.0,113,26.03,3.19,114/3,
