證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
1436,華友聯,61.70,20.76,113,9.20,1.82,114/3,
1437,勤益控,32.15,4.2,113,15.31,0.79,114/3,
1438,三地開發,33.60,0.0,113,-,1.31,114/3,
1439,雋揚,27.20,1.1,113,9.75,0.88,114/3,
1440,南紡,13.80,2.17,113,-,0.83,114/3,
1441,大東,10.80,0.0,113,-,1.65,114/3,
1442,名軒,31.30,14.38,113,8.26,1.47,114/3,
1443,立益物流,27.60,0.0,113,35.38,1.63,114/3,
1444,力麗,6.03,0.0,113,-,0.61,114/3,
1445,大宇,13.90,3.6,113,-,0.8,114/3,
1446,宏和,17.55,11.4,113,6.25,0.85,114/3,
1447,力鵬,5.31,0.0,113,-,0.57,114/3,
1449,佳和,10.05,0.0,113,-,0.58,114/3,
1451,年興,17.25,5.8,113,9.80,0.47,114/3,
1452,宏益,11.60,4.31,113,-,0.57,114/3,
1453,大將,12.05,2.49,113,-,0.95,114/3,
1454,台富,12.95,1.93,113,-,1.1,114/3,
1455,集盛,7.77,0.0,113,-,0.69,114/3,
1456,怡華,12.25,0.0,113,9.65,0.75,114/3,
1457,宜進,16.05,6.23,113,39.15,0.72,114/3,
1459,聯發,11.85,0.0,113,16.46,1.14,114/3,
1460,宏遠,5.67,0.0,113,-,0.7,114/3,
1463,強盛新,18.75,11.2,113,5.11,1.2,114/3,
1464,得力,10.95,8.58,113,27.38,0.95,114/3,
1465,偉全,12.80,4.69,113,-,0.85,114/3,
1466,聚隆,14.50,0.0,113,-,1.03,114/3,
1467,南緯,6.96,0.0,113,-,0.6,114/3,
1468,昶和,11.40,0.0,113,114.00,1.36,114/3,
1470,大統新創,22.75,4.44,113,32.97,2.0,114/3,
1471,首利,8.40,0.0,113,-,0.88,114/3,
1472,三洋實業,91.40,3.28,113,14.19,2.16,114/3,
1473,台南,24.20,8.26,113,19.52,0.94,114/3,
1474,弘裕,11.70,3.42,113,35.45,0.73,114/3,
1475,業旺,37.20,9.68,113,10.85,1.68,114/3,
1476,儒鴻,436.50,3.89,113,21.23,4.31,114/3,
1477,聚陽,309.00,5.53,113,20.53,5.86,114/3,
1503,士電,162.50,2.77,113,25.79,2.33,114/3,
1504,東元,92.90,2.37,113,40.39,2.48,114/3,
1506,正道,11.55,0.0,113,144.38,1.25,114/3,
1512,瑞利,7.65,0.0,113,-,1.23,114/3,
1513,中興電,151.50,3.04,113,19.65,3.81,114/3,
1514,亞力,95.30,1.99,113,31.56,4.3,114/3,
1515,力山,27.05,3.7,113,-,1.32,114/3,
1516,川飛,19.20,0.0,113,-,3.68,114/3,
1517,利奇,11.15,1.79,113,-,0.73,114/3,
1519,華城,706.00,1.42,113,51.80,25.45,114/3,
1521,大億,24.35,4.11,113,39.27,1.02,114/3,
1522,堤維西,48.15,6.23,113,45.42,1.71,114/3,
1524,耿鼎,29.40,7.82,113,11.53,1.68,114/3,
1525,江申,64.90,4.78,113,16.77,1.0,114/3,
1526,日馳,16.60,0.0,113,-,0.74,114/3,
1527,鑽全,33.40,6.59,113,24.20,0.98,114/3,
1528,恩德,14.45,0.69,113,-,1.29,114/3,
1529,樂事綠能,18.55,1.08,113,25.07,1.59,114/3,
1530,亞崴,27.05,5.66,113,40.98,0.82,114/3,
1531,高林股,11.50,3.48,113,-,0.6,114/3,
1532,勤美,27.25,6.35,113,90.83,0.78,114/3,
1533,車王電,31.50,0.0,113,54.31,1.44,114/3,
1535,中宇,54.30,5.52,113,13.64,1.85,114/3,
1536,和大,55.60,1.44,113,-,1.95,114/3,
1537,廣隆,123.50,8.5,113,14.92,2.45,114/3,
1538,正峰,24.00,0.0,113,-,5.25,114/3,
1539,巨庭,16.80,5.06,113,67.20,0.7,114/3,
1540,喬福,21.05,7.6,113,20.24,1.26,114/3,
1541,錩泰,23.30,2.15,113,16.07,0.91,114/3,
1558,伸興,97.50,6.15,113,17.54,1.26,114/3,
1560,中砂,306.00,1.3,113,40.16,5.95,114/3,
1563,巧新,40.80,5.56,113,18.72,1.03,114/3,
1568,倉佑,21.30,5.63,113,18.52,1.19,114/3,
1582,信錦,65.80,8.36,113,14.46,1.39,114/3,
1583,程泰,45.95,6.59,113,20.24,0.92,114/3,
1587,吉茂,44.15,1.13,113,210.24,2.37,114/3,
1589,永冠-KY,17.15,0.0,113,-,0.29,114/3,
1590,亞德客-KY,893.00,2.19,113,22.68,3.73,114/3,
1597,直得,69.80,1.0,113,87.25,2.59,114/3,
1598,岱宇,21.85,2.29,113,52.02,0.83,114/3,
1603,華電,37.05,4.05,113,10.10,0.8,114/3,
1604,聲寶,24.75,6.06,113,15.00,1.09,114/3,
1605,華新,28.85,1.73,113,80.14,0.82,114/3,
1608,華榮,33.90,2.95,113,6.92,1.55,114/3,
1609,大亞,37.60,2.39,113,20.11,1.77,114/3,
1611,中電,12.20,6.56,113,71.76,0.93,114/3,
1612,宏泰,34.55,6.08,113,12.99,1.38,114/3,
1614,三洋電,34.10,1.7,113,33.11,1.58,114/3,
1615,大山,47.55,5.26,113,11.14,2.4,114/3,
1616,億泰,28.95,6.22,113,7.70,2.44,114/3,
1617,榮星,14.10,3.55,113,-,1.15,114/3,
1618,合機,40.50,3.7,113,9.51,1.25,114/3,
1626,艾美特-KY,12.50,0.0,113,-,0.69,114/3,
1702,南僑,37.40,6.68,113,20.78,0.87,114/3,
1707,葡萄王,128.00,5.39,113,15.53,1.87,114/3,
1708,東鹼,31.45,6.36,113,10.59,1.13,114/3,
1709,和益,16.50,4.85,113,16.02,0.89,114/3,
1710,東聯,11.70,0.0,113,-,1.03,114/3,
1711,永光,17.35,1.73,113,-,1.17,114/3,
1712,興農,42.65,5.86,113,16.28,2.17,114/3,
1713,國化,43.25,17.34,113,4.37,1.81,114/3,
1714,和桐,8.15,2.58,113,18.95,0.69,114/3,
1717,長興,39.00,3.08,113,25.83,1.74,114/3,
1718,中纖,6.75,0.0,113,-,0.41,114/3,
1720,生達,63.50,4.41,113,12.70,1.91,114/3,
1721,三晃,10.70,0.0,113,-,1.13,114/3,
1722,台肥,47.50,4.21,113,30.06,0.86,114/3,
1723,中碳,75.10,5.99,113,23.69,2.27,114/3,
1725,元禎,25.85,4.84,113,16.06,0.76,114/3,
1726,永記,75.80,4.75,113,13.21,1.22,114/3,
1727,中華化,40.25,1.24,113,402.50,2.41,114/3,
1730,花仙子,52.60,5.7,113,11.87,1.71,114/3,
1731,美吾華,21.80,5.5,113,16.64,1.39,114/3,
1732,毛寶,29.00,1.72,113,80.56,2.53,114/3,
1733,五鼎,30.25,3.97,113,20.03,1.67,114/3,
1734,杏輝,30.80,4.87,113,16.92,1.77,114/3,
1735,日勝化,14.40,5.56,113,32.00,0.98,114/3,
1736,喬山,162.00,2.47,113,17.33,4.35,114/3,
1737,臺鹽,31.90,4.08,113,19.10,0.96,114/3,
1752,南光,37.55,4.26,113,14.73,1.56,114/3,
1760,寶齡富錦,65.70,2.74,113,32.36,2.96,114/3,
1762,中化生,24.50,0.78,113,-,0.59,114/3,
1773,勝一,134.00,3.36,113,20.46,3.8,114/3,
1776,展宇,14.90,5.37,113,82.78,1.08,114/3,
1783,和康生,42.00,1.98,113,16.09,2.56,114/3,
1786,科妍,79.00,4.1,113,34.65,2.97,114/3,
1789,神隆,17.20,2.03,113,71.67,1.24,114/3,
1795,美時,293.00,1.97,113,16.28,3.47,114/3,
1802,台玻,33.00,0.0,113,-,2.14,114/3,
1805,寶徠,12.20,0.0,113,7.18,1.02,114/3,
1806,冠軍,8.87,11.27,113,27.72,0.66,114/3,
1808,潤隆,35.35,5.66,113,-,2.82,114/3,
1809,中釉,17.25,1.45,113,101.47,1.0,114/3,
1810,和成,16.60,1.14,113,415.00,0.74,114/3,
1817,凱撒衛,38.65,6.21,113,9.52,1.3,114/3,
1903,士紙,57.70,0.0,113,128.22,2.91,114/3,
1904,正隆,18.35,2.45,113,65.54,0.72,114/3,
1905,華紙,11.80,0.0,113,-,0.87,114/3,
1906,寶隆,12.05,0.83,113,109.55,0.64,114/3,
1907,永豐餘,27.75,2.88,113,23.13,0.67,114/3,
1909,榮成,10.35,0.0,113,-,0.69,114/3,
2002,中鋼,18.05,1.83,113,-,0.95,114/3,
2006,東和鋼鐵,66.20,6.04,113,10.82,1.48,114/3,
2007,燁興,7.09,0.0,113,-,0.84,114/3,
2008,高興昌,28.15,1.78,113,46.92,1.51,114/3,
2009,第一銅,38.00,1.32,113,118.75,1.63,114/3,
2010,春源,20.05,6.48,113,9.03,1.05,114/3,
2012,春雨,15.05,6.64,113,43.00,1.11,114/3,
2013,中鋼構,40.60,4.93,113,13.72,1.48,114/3,
2014,中鴻,14.35,0.0,113,-,1.64,114/3,
2015,豐興,63.00,5.56,113,15.59,1.67,114/3,
2017,官田鋼,8.40,0.0,113,-,0.72,114/3,
2020,美亞,22.90,9.61,113,11.99,1.41,114/3,
2022,聚亨,7.90,0.0,113,-,0.79,114/3,
2023,燁輝,14.70,0.0,113,-,0.82,114/3,
2024,志聯,16.25,0.0,113,-,1.43,114/3,
2025,千興,9.06,0.0,113,-,1.12,114/3,
2027,大成鋼,36.20,3.04,113,14.03,1.2,114/3,
2028,威致,15.50,1.94,113,67.39,1.07,114/3,
2029,盛餘,20.30,6.16,113,19.33,0.66,114/3,
2030,彰源,13.80,5.14,113,44.52,0.81,114/3,
2031,新光鋼,36.90,6.78,113,15.25,1.02,114/3,
2032,新鋼,14.00,2.71,113,28.00,1.06,114/3,
2033,佳大,15.55,1.29,113,51.83,1.2,114/3,
2034,允強,19.85,5.04,113,-,1.1,114/3,
2038,海光,13.20,1.52,113,-,0.65,114/3,
2049,上銀,181.00,1.33,113,45.94,1.74,114/3,
2059,川湖,"3,505.00",0.92,113,39.39,13.64,114/3,
2062,橋椿,19.40,9.28,113,26.22,0.53,114/3,
2069,運錩,15.75,5.71,113,9.91,0.67,114/3,
2101,南港,37.95,1.32,113,-,2.44,114/3,
2102,泰豐,19.85,0.0,113,-,1.6,114/3,
2103,台橡,13.60,4.63,113,113.33,0.59,114/3,
2104,國際中橡,9.42,0.0,113,-,0.37,114/3,
2105,正新,32.40,7.41,113,20.51,1.28,114/3,
2106,建大,20.65,5.33,113,73.75,1.06,114/3,
2107,厚生,23.75,5.89,113,14.66,0.55,114/3,
2108,南帝,22.35,4.47,113,24.29,0.79,114/3,
2109,華豐,15.20,9.87,113,11.97,1.29,114/3,
2114,鑫永銓,90.00,5.56,113,16.45,2.31,114/3,
2115,六暉-KY,25.20,5.95,113,12.48,0.86,114/3,
2201,裕隆,36.10,3.6,113,27.35,0.62,114/3,
2204,中華,61.00,6.89,113,11.75,0.92,114/3,
2206,三陽工業,62.10,4.88,113,10.35,1.96,114/3,
2207,和泰車,618.00,3.24,113,18.84,4.35,114/3,
2208,台船,19.50,0.0,113,-,3.69,114/3,
2211,長榮鋼,116.50,4.29,113,13.75,1.8,114/3,
2227,裕日車,56.70,6.88,113,33.16,1.01,114/3,
2228,劍麟,91.20,9.87,113,13.45,1.54,114/3,
2231,為升,95.50,2.17,113,55.52,3.66,114/3,
2233,宇隆,188.50,3.71,113,25.54,3.03,114/3,
2236,百達-KY,89.60,0.77,113,16.41,2.71,114/3,
2239,英利-KY,30.90,0.0,113,-,0.34,114/3,
2241,艾姆勒,35.50,0.0,113,-,2.77,114/3,
2243,宏旭-KY,10.55,0.0,113,34.03,1.07,114/3,
2247,汎德永業,289.00,6.4,113,14.05,1.78,114/3,
2248,華勝-KY,50.00,5.46,113,10.42,1.6,114/3,
2250,IKKA-KY,72.30,5.28,113,18.63,1.27,114/3,
2254,巨鎧精密-創,59.00,0.0,113,-,3.28,114/3,
2258,鴻華先進-創,40.75,0.0,113,-,4.79,114/3,
2301,光寶科,155.00,2.91,113,24.60,4.21,114/3,
2302,麗正,18.00,3.22,113,23.38,1.67,114/3,
2303,聯電,46.55,6.12,113,14.55,1.62,114/3,
2305,全友,10.25,0.0,113,-,0.95,114/3,
2308,台達電,893.00,0.78,113,46.44,9.64,114/3,
2312,金寶,21.00,2.86,113,21.00,1.44,114/3,
2313,華通,77.00,3.12,113,15.40,2.07,114/3,
2314,台揚,21.30,0.0,113,-,9.82,114/3,
2316,楠梓電,88.70,0.56,113,7.34,1.38,114/3,
2317,鴻海,220.00,2.64,113,16.13,1.88,114/3,
2321,東訊,16.85,0.0,113,-,2.53,114/3,
2323,中環,9.06,3.31,113,-,0.56,114/3,
2324,仁寶,28.70,4.88,113,19.01,0.98,114/3,
2327,國巨*,232.50,2.15,113,23.30,3.04,114/3,
2328,廣宇,46.00,2.39,113,25.56,1.71,114/3,
2329,華泰,46.50,2.15,113,28.53,2.95,114/3,
2330,台積電,"1,375.00",1.24,113,22.47,7.13,114/3,
2331,精英,19.65,1.07,113,16.38,0.98,114/3,
2332,友訊,14.80,0.68,113,-,1.05,114/3,
2337,旺宏,33.85,0.0,113,-,1.48,114/3,
2338,光罩,33.55,0.0,113,-,2.04,114/3,
2340,台亞,22.90,0.0,113,-,1.47,114/3,
2342,茂矽,28.05,1.07,113,935.00,1.87,114/3,
2344,華邦電,54.60,0.0,113,-,2.59,114/3,
2345,智邦,944.00,1.17,113,23.44,10.64,114/3,
2347,聯強,60.70,6.59,113,11.72,1.36,114/3,
2348,海悅,79.40,11.34,113,18.55,1.84,114/3,
2349,錸德,8.72,0.0,113,-,1.16,114/3,
2351,順德,79.00,3.16,113,49.07,2.13,114/3,
2352,佳世達,26.85,4.13,113,33.15,1.53,114/3,
2353,宏��,27.50,6.18,113,19.93,1.13,114/3,
2354,鴻準,63.00,2.22,113,27.27,0.87,114/3,
2355,敬鵬,29.65,6.24,113,20.03,0.72,114/3,
2356,英業達,41.05,4.14,113,16.35,2.1,114/3,
2357,華碩,585.00,5.81,113,12.49,1.69,114/3,
2359,所羅門,121.50,0.82,113,132.07,3.75,114/3,
2360,致茂,810.00,1.11,113,32.32,11.64,114/3,
2362,藍天,40.80,6.2,113,17.00,0.58,114/3,
2363,矽統,47.10,1.06,113,32.94,1.41,114/3,
2364,倫飛,66.80,4.49,113,17.81,4.47,114/3,
2365,昆盈,32.70,1.83,113,102.19,2.43,114/3,
2367,燿華,23.00,3.04,113,17.97,1.33,114/3,
2368,金像電,540.00,1.11,113,33.92,10.03,114/3,
2369,菱生,19.20,1.56,113,-,1.51,114/3,
2371,大同,32.55,9.55,113,7.30,1.14,114/3,
2373,震旦行,57.40,6.45,113,14.83,1.88,114/3,
2374,佳能,76.10,2.37,113,41.14,3.19,114/3,
2375,凱美,93.90,1.6,113,24.39,1.08,114/3,
2376,技嘉,243.50,4.11,113,13.48,2.94,114/3,
2377,微星,102.50,4.88,113,18.91,1.66,114/3,
2379,瑞昱,508.00,5.02,113,16.81,5.49,114/3,
2380,虹光,4.50,0.0,113,-,2.31,114/3,
2382,廣達,272.00,4.78,113,15.27,4.91,114/3,
2383,台光電,"1,320.00",1.26,113,34.80,10.63,114/3,
2385,群光,117.50,8.51,113,10.37,2.07,114/3,
2387,精元,38.80,10.31,113,7.56,0.76,114/3,
2388,威盛,48.80,0.41,113,"1,220.00",1.34,114/3,
2390,云辰,9.08,0.0,113,-,0.74,114/3,
2392,正崴,37.70,6.63,113,-,0.81,114/3,
2393,億光,50.60,10.49,113,9.73,1.18,114/3,
2395,研華,287.00,2.92,113,24.51,4.84,114/3,
2397,友通,60.60,5.61,113,14.96,2.06,114/3,
2399,映泰,20.55,0.0,113,-,1.7,114/3,
2401,凌陽,19.25,0.0,113,-,1.39,114/3,
2402,毅嘉,45.40,4.34,113,18.02,2.09,114/3,
2404,漢唐,770.00,3.64,113,17.29,9.27,114/3,
2405,輔信,16.45,1.03,113,-,1.62,114/3,
2406,國碩,19.95,0.0,113,-,1.95,114/3,
2408,南亞科,143.00,0.0,113,-,2.82,114/3,
2409,友達,10.85,2.76,113,14.66,0.55,114/3,
2412,中華電,132.00,3.79,113,26.67,2.72,114/3,
2413,環科,26.05,0.0,113,-,1.77,114/3,
2414,精技,40.95,6.11,113,13.21,2.14,114/3,
2415,錩新,25.70,4.67,113,15.77,1.47,114/3,
2417,圓剛,35.10,0.57,113,-,1.69,114/3,
2419,仲琦,21.05,0.0,113,-,1.43,114/3,
2420,新巨,48.85,7.16,113,13.31,1.99,114/3,
2421,建準,169.00,2.2,113,23.28,5.68,114/3,
2423,固緯,52.00,3.85,113,18.37,2.71,114/3,
2424,隴華,35.30,0.0,113,-,7.05,114/3,
2425,承啟,27.25,0.55,113,-,1.14,114/3,
2426,鼎元,15.25,0.66,113,-,1.22,114/3,
2427,三商電,26.55,2.64,113,17.47,1.63,114/3,
2428,興勤,187.50,3.25,113,16.21,2.3,114/3,
2429,銘旺科,73.30,0.0,113,-,7.72,114/3,
2430,燦坤,23.40,6.41,113,23.64,0.63,114/3,
2431,聯昌,11.05,0.0,113,-,0.97,114/3,
2432,倚天酷��-創,25.65,6.63,113,15.09,1.38,114/3,
2433,互盛電,47.85,6.27,113,15.59,2.15,114/3,
2434,統懋,31.85,0.0,113,-,2.45,114/3,
2436,偉詮電,43.75,3.43,113,25.58,2.22,114/3,
2438,翔耀,24.30,0.0,113,-,4.53,114/3,
2439,美律,101.50,7.18,113,16.11,1.56,114/3,
2440,太空梭,12.65,0.0,113,-,1.49,114/3,
2441,超豐,68.90,4.35,113,16.40,1.71,114/3,
2442,新美齊,23.50,1.02,113,25.82,1.29,114/3,
2444,兆勁,10.55,0.0,113,-,1.31,114/3,
2449,京元電子,203.50,1.97,113,23.05,5.28,114/3,
2450,神腦,28.95,5.7,113,18.09,1.19,114/3,
2451,創見,186.50,3.27,113,29.23,4.09,114/3,
2453,凌群,51.30,5.07,113,16.13,2.41,114/3,
2454,聯發科,"1,150.00",4.7,113,17.29,4.37,114/3,
2455,全新,138.00,2.33,113,52.47,8.22,114/3,
2457,飛宏,27.80,0.0,113,-,1.31,114/3,
2458,義隆,128.50,6.09,113,15.92,3.84,114/3,
2459,敦吉,66.40,6.02,113,12.07,1.3,114/3,
2460,建通,14.40,0.0,113,-,1.65,114/3,
2461,光群雷,15.10,6.69,113,-,0.9,114/3,
2462,良得電,21.00,3.86,113,55.26,1.06,114/3,
2464,盟立,57.40,0.61,113,-,2.42,114/3,
2465,麗臺,52.30,0.0,113,-,7.56,114/3,
2466,冠西電,55.50,0.0,113,35.81,4.72,114/3,
2467,志聖,180.00,2.78,113,35.64,5.12,114/3,
2468,華經,42.00,2.14,113,36.52,2.36,114/3,
2471,資通,49.85,6.14,113,15.43,2.77,114/3,
2472,立隆電,104.00,2.98,113,14.34,2.13,114/3,
2474,可成,205.50,7.7,113,15.03,0.88,114/3,
2476,鉅祥,86.10,4.07,113,22.13,2.26,114/3,
2477,美隆電,22.95,5.66,113,13.42,0.91,114/3,
2478,大毅,64.10,2.84,113,18.42,1.36,114/3,
2480,敦陽科,148.00,5.01,113,18.71,4.8,114/3,
2481,強茂,80.00,1.75,113,29.52,2.2,114/3,
2482,連宇,16.60,3.67,113,-,1.17,114/3,
2483,百容,19.10,1.57,113,34.11,0.81,114/3,
2484,希華,19.70,3.55,113,35.18,0.85,114/3,
2485,兆赫,19.00,0.0,113,-,1.22,114/3,
2486,一詮,89.90,0.56,113,449.50,4.13,114/3,
2488,漢平,44.75,7.15,113,8.97,1.34,114/3,
2489,瑞軒,14.30,3.5,113,10.07,0.68,114/3,
2491,吉祥全,13.35,0.0,113,18.80,1.28,114/3,
2492,華新科,119.00,2.02,113,24.59,1.22,114/3,
2493,揚博,89.50,5.68,113,20.20,3.69,114/3,
2495,普安,26.65,4.88,113,27.47,1.66,114/3,
2496,卓越,68.20,8.33,113,10.51,1.53,114/3,
2497,怡利電,41.05,4.87,113,16.10,2.19,114/3,
2498,宏達電,47.65,0.0,113,6.91,1.49,114/3,
2501,國建,21.30,4.69,113,8.77,0.85,114/3,
2504,國產,35.30,7.93,113,10.83,1.6,114/3,
2505,國揚,18.90,0.0,113,11.25,0.68,114/3,
2506,太設,9.55,4.19,113,-,0.45,114/3,
2509,全坤建,14.40,0.0,113,-,0.83,114/3,
2511,太子,7.94,3.78,113,26.47,0.51,114/3,
2514,龍邦,14.60,0.0,113,8.80,0.42,114/3,
2515,中工,14.25,3.51,113,34.76,0.99,114/3,
2516,新建,14.15,0.0,113,15.05,1.7,114/3,
2520,冠德,32.80,12.5,113,9.37,0.82,114/3,
2524,京城,42.00,0.0,113,6.08,0.73,114/3,
2527,宏璟,25.45,7.86,113,6.18,0.5,114/3,
2528,皇普,29.50,8.47,113,4.24,1.65,114/3,
2530,華建,27.70,7.8,113,10.95,2.17,114/3,
2534,宏盛,20.50,4.88,113,8.23,0.65,114/3,
2535,達欣工,61.60,6.09,113,10.13,1.63,114/3,
2536,宏普,25.80,1.94,113,16.33,0.72,114/3,
2537,聯上發,10.45,0.0,113,18.66,0.71,114/3,
2538,基泰,10.95,6.39,113,12.59,0.84,114/3,
2539,櫻花建,44.70,5.59,113,10.09,3.22,114/3,
2540,愛山林,47.10,8.49,113,48.06,2.71,114/3,
2542,興富發,37.40,6.68,113,14.33,1.49,114/3,
2543,皇昌,60.00,8.33,113,18.69,3.3,114/3,
2545,皇翔,38.50,11.69,113,10.64,0.97,114/3,
2546,根基,89.50,4.25,113,9.35,2.06,114/3,
2547,日勝生,10.50,5.52,113,3.63,0.77,114/3,
2548,華固,100.50,5.97,113,71.28,1.63,114/3,
2597,潤弘,165.00,5.88,113,15.61,6.54,114/3,
2601,益航,5.36,0.0,113,-,0.59,114/3,
2603,長榮,179.00,18.16,113,4.27,0.72,114/3,
2605,新興,23.65,5.5,113,28.49,0.85,114/3,
2606,裕民,56.50,5.66,113,14.68,1.35,114/3,
2607,榮運,57.80,2.25,113,9.68,1.04,114/3,
2608,嘉里大榮,34.00,4.85,113,16.19,1.29,114/3,
2609,陽明,52.30,14.34,113,6.68,0.57,114/3,
2610,華航,19.00,4.21,113,7.69,1.23,114/3,
2611,志信,14.45,11.35,113,76.05,1.02,114/3,
2612,中航,52.50,4.0,113,7.32,0.81,114/3,
2613,中櫃,24.00,4.17,113,28.57,1.02,114/3,
2614,東森,21.70,5.3,113,11.07,1.75,114/3,
2615,萬海,79.50,4.4,113,6.52,0.86,114/3,
2616,山隆,13.55,2.21,113,-,0.63,114/3,
2617,台航,29.20,5.14,113,9.45,0.72,114/3,
2618,長榮航,33.65,7.13,113,6.98,1.38,114/3,
2630,亞航,48.20,1.29,113,47.25,2.87,114/3,
2633,台灣高鐵,27.85,3.77,113,24.65,2.2,114/3,
2634,漢翔,48.25,2.86,113,60.31,2.67,114/3,
2636,台驊控股,65.50,9.16,113,8.01,1.0,114/3,
2637,慧洋-KY,64.00,7.81,113,15.42,1.06,114/3,
2642,宅配通,26.20,1.91,113,-,1.15,114/3,
2645,長榮航太,143.00,3.15,113,27.03,4.09,114/3,
2646,星宇航空,23.30,0.0,113,258.89,2.17,114/3,
2701,萬企,11.20,2.5,113,22.40,0.61,114/3,
2702,華園,11.55,0.0,113,-,0.58,114/3,
2704,國賓,43.85,1.14,113,115.39,0.6,114/3,
2705,六福,16.35,0.0,113,136.25,0.66,114/3,
2706,第一店,13.05,2.68,113,22.50,0.67,114/3,
2707,晶華,189.50,7.58,113,17.07,6.63,114/3,
2712,遠雄來,18.70,0.0,113,-,1.86,114/3,
2722,夏都,28.25,0.53,113,-,1.67,114/3,
2723,美食-KY,64.00,4.69,113,-,1.21,114/3,
2727,王品,216.50,6.74,113,14.20,4.17,114/3,
2731,雄獅,180.50,4.16,113,11.59,3.66,114/3,
2739,寒舍,35.30,2.83,113,20.64,2.15,114/3,
2748,雲品,42.95,4.66,113,18.67,1.57,114/3,
2753,八方雲集,195.50,4.09,113,16.64,3.77,114/3,
2762,世界健身-KY,79.80,7.44,113,28.81,3.09,114/3,
