證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
6890,來億-KY,271.50,3.31,113,19.39,3.05,114/3,
6901,鑽石投資,16.90,0.0,113,-,1.56,114/3,
6902,GOGOLOOK,81.00,0.0,113,675.00,4.4,114/3,
6906,現觀科,90.70,3.67,113,35.99,4.29,114/3,
6909,創控,35.40,2.82,113,39.33,2.36,114/3,
6914,阜爾運通,148.50,4.04,113,16.00,2.77,114/3,
6916,華凌,17.80,1.57,113,-,1.16,114/3,
6918,愛派司,87.90,4.55,113,17.72,2.43,114/3,
6919,康霈*,157.00,0.0,113,-,26.04,114/3,
6923,中台,102.50,3.92,113,34.98,3.72,114/3,
6924,榮惠-KY創,57.10,9.63,113,13.47,2.27,114/3,
6928,攸泰科技,51.60,0.97,113,-,2.13,114/3,
6931,青松健康,65.10,0.74,113,65.76,3.88,114/3,
6933,AMAX-KY,163.50,1.22,113,29.20,3.21,114/3,
6936,永鴻生技,34.50,4.9,113,21.04,1.92,114/3,
6937,天虹,219.00,0.96,113,53.55,4.4,114/3,
6944,兆聯實業,547.00,2.56,113,19.91,5.83,114/3,
6949,沛爾生醫-創,382.00,0.0,113,-,23.45,114/3,
6951,青新-創,72.50,5.24,113,12.74,3.04,114/3,
6952,大武山,42.55,4.7,113,-,2.07,114/3,
6955,邦睿生技-創,158.00,1.58,113,40.72,6.41,114/3,
6957,裕慶-KY,219.50,6.0,113,19.22,5.41,114/3,
6958,日盛台駿,16.00,6.25,113,-,0.7,114/3,
6962,奕力-KY,39.95,5.01,113,11.45,0.99,114/3,
6965,中傑-KY,80.70,7.43,113,14.57,1.09,114/3,
6969,成信實業*-創,33.30,0.0,113,-,3.98,114/3,
6988,威力暘-創,15.30,2.94,113,-,0.96,114/3,
6994,富威電力,92.60,1.03,113,55.45,3.07,114/3,
7610,聯友金屬-創,102.00,1.54,113,145.71,3.47,114/3,
7631,聚賢研發-創,129.00,2.16,113,27.80,3.34,114/3,
7705,三商餐飲,40.25,9.44,113,30.73,1.76,114/3,
7711,永擎,262.50,1.52,113,22.06,9.82,114/3,
7721,微程式,47.90,4.18,113,42.77,2.07,114/3,
7722,LINEPAY,566.00,0.27,113,66.35,3.62,114/3,
7730,暉盛-創,84.40,3.55,113,46.63,3.9,114/3,
7732,金興精密,39.35,5.08,113,20.39,1.41,114/3,
7736,虎山,92.00,3.83,113,17.13,1.99,114/3,
7740,熙特爾-創,153.00,0.0,113,48.57,6.86,114/3,
7749,意騰-KY,445.00,1.18,113,77.93,5.78,114/3,
7750,新代,753.00,1.46,113,31.19,5.25,114/3,
7765,中華資安,281.00,3.28,113,28.10,5.81,114/3,
7769,鴻勁,"3,000.00",0.75,113,59.27,25.8,114/3,
7780,大研生醫,184.00,2.22,113,55.42,2.79,114/3,
7786,東方風能,160.00,1.25,113,17.33,3.97,114/3,
7788,松川精密,106.00,2.36,113,26.57,1.57,114/3,
7791,皇家可口,74.00,4.46,113,12.15,1.83,114/3,
7799,禾榮科,590.00,0.0,113,-,7.68,114/3,
8011,台通,21.60,6.48,113,8.12,1.12,114/3,
8016,矽創,182.50,6.58,113,13.18,1.87,114/3,
8021,尖點,135.50,0.89,113,66.42,4.26,114/3,
8028,昇陽半導體,162.50,1.35,113,38.69,5.99,114/3,
8033,雷虎,140.50,0.0,113,151.08,11.39,114/3,
8039,台虹,78.60,3.18,113,56.96,1.95,114/3,
8045,達運光電,77.90,2.53,113,98.61,3.74,114/3,
8046,南電,262.50,0.38,113,183.57,3.82,114/3,
8070,長華*,44.90,6.01,113,22.79,1.76,114/3,
8072,陞泰,31.20,3.21,113,31.84,1.11,114/3,
8081,致新,205.00,7.8,113,11.75,2.3,114/3,
8101,華冠,16.20,0.0,113,-,3.01,114/3,
8104,錸寶,29.80,0.67,113,-,1.07,114/3,
8105,凌巨,10.75,0.0,113,-,0.62,114/3,
8110,華東,36.95,0.54,113,30.79,1.69,114/3,
8112,至上,69.40,4.83,113,40.58,2.26,114/3,
8114,振樺電,188.00,4.13,113,9.65,2.04,114/3,
8131,福懋科,39.80,3.64,113,50.38,1.62,114/3,
8150,南茂,42.75,2.88,113,129.55,1.28,114/3,
8162,微矽電子-創,34.10,2.93,113,16.88,1.58,114/3,
8163,達方,31.55,6.34,113,35.85,0.86,114/3,
8201,無敵,14.70,0.0,113,-,1.99,114/3,
8210,勤誠,963.00,0.78,113,39.55,12.26,114/3,
8213,志超,33.40,4.13,113,12.90,0.6,114/3,
8215,明基材,20.05,3.09,113,"1,002.50",1.2,114/3,
8222,寶一,42.10,1.66,113,67.90,3.3,114/3,
8249,菱光,52.00,3.88,113,15.12,0.86,114/3,
8261,富鼎,93.00,3.43,113,16.58,1.93,114/3,
8271,宇瞻,100.00,2.21,113,26.74,2.79,114/3,
8341,日友,81.50,4.66,113,17.68,2.11,114/3,
8367,建新國際,43.95,6.37,113,13.08,1.22,114/3,
8374,羅昇,77.60,0.58,113,69.91,4.16,114/3,
8404,百和興業-KY,25.20,2.58,113,19.69,1.58,114/3,
8411,福貞-KY,12.40,0.4,113,-,0.49,114/3,
8422,可寧衛*,24.50,4.04,113,17.75,3.8,114/3,
8429,金麗-KY,7.79,0.0,113,155.80,0.24,114/3,
8438,昶昕,29.40,4.42,113,17.82,1.12,114/3,
8442,威宏-KY,71.40,8.98,113,12.10,1.41,114/3,
8443,阿瘦,11.05,1.81,113,-,1.07,114/3,
8454,富邦媒,227.00,5.64,113,18.90,6.85,114/3,
8462,柏文,157.50,2.67,113,21.43,5.83,114/3,
8463,潤泰材,26.15,4.21,113,12.22,1.6,114/3,
8464,億豐,372.50,3.89,113,16.61,4.0,114/3,
8466,美吉吉-KY,22.75,5.27,113,45.50,0.6,114/3,
8467,波力-KY,158.50,0.0,113,12.10,2.82,114/3,
8473,山林水,36.70,1.99,113,17.56,0.99,114/3,
8476,台境*,18.00,5.67,113,200.00,1.62,114/3,
8478,東哥遊艇,197.00,2.54,113,25.29,2.16,114/3,
8481,政伸,40.70,6.27,113,12.45,1.66,114/3,
8482,商億-KY,49.75,8.76,113,16.75,1.8,114/3,
8487,愛爾達-創,77.50,6.71,113,16.52,3.2,114/3,
8488,吉源-KY,10.30,0.0,113,-,0.33,114/3,
8499,鼎炫-KY,281.50,2.86,113,25.99,1.51,114/3,
8926,台汽電,41.50,5.06,113,17.36,1.97,114/3,
8940,新天地,20.10,0.0,113,26.45,1.87,114/3,
8996,高力,515.00,0.78,113,78.03,12.53,114/3,
9802,鈺齊-KY,111.00,4.5,113,15.52,1.68,114/3,
9902,台火,17.05,1.76,113,426.25,1.33,114/3,
9904,寶成,30.60,5.56,113,8.07,0.67,114/3,
9905,大華,20.05,5.99,113,15.54,0.79,114/3,
9906,欣巴巴,49.85,13.04,113,67.36,3.89,114/3,
9907,統一實,18.75,5.17,113,13.59,1.48,114/3,
9908,大台北,30.15,3.98,113,17.63,1.1,114/3,
9910,豐泰,129.00,3.95,113,24.52,5.45,114/3,
9911,櫻花,84.60,5.56,113,14.31,2.9,114/3,
9912,偉聯,11.85,0.0,113,-,1.7,114/3,
9914,美利達,92.50,4.32,113,-,1.46,114/3,
9917,中保科,108.50,4.79,113,16.46,3.75,114/3,
9918,欣天然,39.55,4.05,113,22.86,2.16,114/3,
9919,康那香,16.80,1.19,113,-,1.45,114/3,
9921,巨大,100.50,2.19,113,-,1.18,114/3,
9924,福興,53.80,5.76,113,13.52,1.2,114/3,
9925,新保,40.70,4.91,113,16.41,1.29,114/3,
9926,新海,49.95,4.0,113,18.92,2.15,114/3,
9927,泰銘,67.50,8.89,113,12.27,1.52,114/3,
9928,中視,17.80,0.0,113,-,0.59,114/3,
9929,秋雨,10.50,0.0,113,-,1.37,114/3,
9930,中聯資源,71.20,5.62,113,14.16,2.81,114/3,
9931,欣高,33.90,5.31,113,12.42,1.31,114/3,
9933,中鼎,33.40,5.99,113,104.38,1.69,114/3,
9934,成霖,9.89,3.54,113,58.18,0.71,114/3,
9935,慶豐富,20.90,8.61,113,12.29,1.53,114/3,
9937,全國,57.10,3.68,113,23.99,3.12,114/3,
9938,百和,55.70,5.39,113,12.95,1.31,114/3,
9939,宏全,128.00,4.84,113,14.55,2.08,114/3,
9940,信義,22.70,7.93,113,56.75,1.38,114/3,
9941,裕融,96.30,5.07,113,14.86,1.67,114/3,
9942,茂順,105.00,6.67,113,12.53,2.17,114/3,
9943,好樂迪,61.10,7.86,113,18.24,2.05,114/3,
9944,新麗,16.75,1.79,113,-,0.54,114/3,
9945,潤泰新,30.15,3.65,113,9.11,0.88,114/3,
9946,三發地產,17.80,5.84,113,98.89,0.94,114/3,
9955,佳龍,30.30,0.0,113,-,2.79,114/3,
9958,世紀鋼,140.50,2.96,113,26.41,3.24,114/3,
