證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數.1,賣出股數.1,買賣超股數.1,買進股數.2,賣出股數.2,買賣超股數.2,Unnamed: 11
"=""00881 """,國泰台灣科技龍頭,"90,000","80,000","10,000","5,368,000","3,653,522","1,714,478","5,458,000","3,733,522","1,724,478",
"=""083901""",jpp元富56購01   ,0,0,0,"1,713,000","8,000","1,705,000","1,713,000","8,000","1,705,000",
"=""00947 """,台新臺灣IC設計  ,0,0,0,"1,880,475","223,124","1,657,351","1,880,475","223,124","1,657,351",
2330  ,台積電          ,"1,375,500","210,005","1,165,495","548,950","107,187","441,763","1,924,450","317,192","1,607,258",
2382  ,廣達            ,"1,894,788","316,824","1,577,964","46,000","68,000","-22,000","1,940,788","384,824","1,555,964",
"=""00936 """,台新永續高息中小,0,0,0,"2,157,441","611,830","1,545,611","2,157,441","611,830","1,545,611",
"=""087714""",保瑞統一4C購01  ,0,0,0,"1,475,000",0,"1,475,000","1,475,000",0,"1,475,000",
"=""030699""",定穎控富邦54購01,0,0,0,"1,873,000","401,000","1,472,000","1,873,000","401,000","1,472,000",
"=""086547""",創意元大51購07  ,0,0,0,"1,633,000","184,000","1,449,000","1,633,000","184,000","1,449,000",
"=""080747""",玉晶光統一55購01,0,0,0,"1,454,000","14,000","1,440,000","1,454,000","14,000","1,440,000",
"=""088877""",創意元大51購11  ,0,0,0,"1,517,000","101,000","1,416,000","1,517,000","101,000","1,416,000",
"=""05877U""",華邦電中信53售05,0,0,0,"2,504,000","1,094,000","1,410,000","2,504,000","1,094,000","1,410,000",
"=""05733U""",緯創群益53售08  ,0,0,0,"1,361,000","5,000","1,356,000","1,361,000","5,000","1,356,000",
"=""085368""",東陽元大4C購01  ,0,0,0,"1,353,000",0,"1,353,000","1,353,000",0,"1,353,000",
"=""036948""",宏達電國票53購07,0,0,0,"1,352,000","1,000","1,351,000","1,352,000","1,000","1,351,000",
"=""03522U""",台光電國泰52售03,0,0,0,"1,375,000","42,000","1,333,000","1,375,000","42,000","1,333,000",
"=""082758""",智原凱基4C購04  ,0,0,0,"1,372,000","40,000","1,332,000","1,372,000","40,000","1,332,000",
"=""00664R""",國泰臺灣加權反1 ,0,"20,000","-20,000","4,309,000","2,965,000","1,344,000","4,309,000","2,985,000","1,324,000",
"=""05065U""",台達電國泰53售03,0,0,0,"1,412,000","110,000","1,302,000","1,412,000","110,000","1,302,000",
"=""070488""",順德統一52購01  ,0,0,0,"1,499,000","200,000","1,299,000","1,499,000","200,000","1,299,000",
"=""089824""",精成科元大51購15,0,0,0,"1,686,000","395,000","1,291,000","1,686,000","395,000","1,291,000",
"=""05794U""",華邦電永豐54售03,0,0,0,"1,874,000","593,000","1,281,000","1,874,000","593,000","1,281,000",
"=""00951 """,台新日本半導體  ,0,0,0,"2,151,090","894,468","1,256,622","2,151,090","894,468","1,256,622",
"=""088416""",英業達統一61購01,0,0,0,"1,243,000","6,000","1,237,000","1,243,000","6,000","1,237,000",
"=""06115U""",臺股指群益53售28,0,0,0,"1,231,000",0,"1,231,000","1,231,000",0,"1,231,000",
"=""031458""",泓德國泰53購01  ,0,0,0,"1,201,000",0,"1,201,000","1,201,000",0,"1,201,000",
"=""037247""",國巨統一5B購03  ,0,0,0,"1,585,000","386,000","1,199,000","1,585,000","386,000","1,199,000",
"=""086564""",世紀鋼元大54購02,0,0,0,"1,192,000",0,"1,192,000","1,192,000",0,"1,192,000",
"=""071447""",華泰統一51購01  ,0,0,0,"1,282,000","93,000","1,189,000","1,282,000","93,000","1,189,000",
"=""00642U""",期元大S&P石油   ,0,0,0,"2,067,000","880,401","1,186,599","2,067,000","880,401","1,186,599",
"=""089056""",富世達凱基51購06,0,0,0,"1,170,000","9,000","1,161,000","1,170,000","9,000","1,161,000",
"=""087293""",T50反1中信57購01,0,0,0,"1,207,000","50,000","1,157,000","1,207,000","50,000","1,157,000",
"=""08464P""",緯創國票52售01  ,0,0,0,"1,125,000",0,"1,125,000","1,125,000",0,"1,125,000",
"=""089100""",上銀群益51購02  ,0,0,0,"1,262,000","140,000","1,122,000","1,262,000","140,000","1,122,000",
"=""085459""",富世達國票52購01,0,0,0,"1,138,000","25,000","1,113,000","1,138,000","25,000","1,113,000",
"=""00941 """,中信上游半導體  ,0,0,0,"3,378,165","2,265,448","1,112,717","3,378,165","2,265,448","1,112,717",
"=""034870""",京元電元大59購02,0,0,0,"1,162,000","58,000","1,104,000","1,162,000","58,000","1,104,000",
"=""05234U""",台積電群益54售20,0,0,0,"1,100,000",0,"1,100,000","1,100,000",0,"1,100,000",
"=""069789""",美律統一52購01  ,0,0,0,"1,269,000","170,000","1,099,000","1,269,000","170,000","1,099,000",
"=""00676R""",富邦臺灣加權反1 ,0,"10,000","-10,000","1,372,013","268,100","1,103,913","1,372,013","278,100","1,093,913",
"=""04432U""",神達國票51售02  ,0,0,0,"1,098,000","5,000","1,093,000","1,098,000","5,000","1,093,000",
"=""00902 """,中信電池及儲能  ,0,0,0,"1,189,746","105,967","1,083,779","1,189,746","105,967","1,083,779",
"=""05918U""",南亞科元富53售10,0,0,0,"1,058,000","19,000","1,039,000","1,058,000","19,000","1,039,000",
"=""05120U""",台光電中信52售02,0,0,0,"1,046,000","10,000","1,036,000","1,046,000","10,000","1,036,000",
"=""083686""",台塑富邦51購01  ,0,0,0,"1,768,000","742,000","1,026,000","1,768,000","742,000","1,026,000",
2027  ,大成鋼          ,"639,417","305,000","334,417","973,745","290,079","683,666","1,613,162","595,079","1,018,083",
"=""037500""",華邦電中信53購08,0,0,0,"1,078,000","60,000","1,018,000","1,078,000","60,000","1,018,000",
"=""066630""",元債2X永豐61購01,0,0,0,"1,018,000",0,"1,018,000","1,018,000",0,"1,018,000",
"=""082338""",世紀鋼元大4B購08,0,0,0,"1,012,000",0,"1,012,000","1,012,000",0,"1,012,000",
"=""071061""",聯發科永豐5A購01,0,0,0,"1,015,000","10,000","1,005,000","1,015,000","10,000","1,005,000",
"=""064286""",聯發科元大4C購01,0,0,0,"1,051,000","50,000","1,001,000","1,051,000","50,000","1,001,000",
"=""031332""",鴻準群益52購02  ,0,0,0,"998,000",0,"998,000","998,000",0,"998,000",
"=""031619""",富世達永豐54購01,0,0,0,"2,003,000","1,009,000","994,000","2,003,000","1,009,000","994,000",
"=""075280""",創意國票4B購03  ,0,0,0,"991,000","2,000","989,000","991,000","2,000","989,000",
"=""082693""",英業達凱基4C購01,0,0,0,"986,000",0,"986,000","986,000",0,"986,000",
"=""076034""",大立光富邦4B購03,0,0,0,"978,000",0,"978,000","978,000",0,"978,000",
"=""030984""",南寶凱基52購03  ,0,0,0,"987,000","20,000","967,000","987,000","20,000","967,000",
"=""030080""",台化統一56購01  ,0,0,0,"1,080,000","116,000","964,000","1,080,000","116,000","964,000",
"=""036129""",昇陽半富邦59購01,0,0,0,"976,000","16,000","960,000","976,000","16,000","960,000",
"=""069576""",國巨統一58購01  ,0,0,0,"1,069,000","118,000","951,000","1,069,000","118,000","951,000",
"=""053106""",宏達電統一5A購01,0,0,0,"1,284,000","335,000","949,000","1,284,000","335,000","949,000",
"=""00930 """,永豐ESG低碳高息 ,0,0,0,"1,090,671","142,938","947,733","1,090,671","142,938","947,733",
"=""089291""",廣宇統一59購01  ,0,0,0,"947,000","3,000","944,000","947,000","3,000","944,000",
"=""035387""",滬深2X元大53購10,0,0,0,"1,179,000","240,000","939,000","1,179,000","240,000","939,000",
"=""036206""",定穎控凱基53購04,0,0,0,"1,858,000","929,000","929,000","1,858,000","929,000","929,000",
"=""03629U""",臺股指元大54售08,0,0,0,"1,570,000","643,000","927,000","1,570,000","643,000","927,000",
"=""087208""",大立光兆豐51購02,0,0,0,"930,000","3,000","927,000","930,000","3,000","927,000",
"=""009801""",中信美國創新科技,"662,000","400,000","262,000","1,445,513","783,247","662,266","2,107,513","1,183,247","924,266",
"=""089963""",聯發科元大51購36,0,0,0,"1,162,000","240,000","922,000","1,162,000","240,000","922,000",
"=""065163""",彩晶群益4B購01  ,0,0,0,"917,000",0,"917,000","917,000",0,"917,000",
"=""088971""",大立光富邦53購04,0,0,0,"982,000","76,000","906,000","982,000","76,000","906,000",
"=""00986A""",主動台新龍頭成長,0,0,0,"1,198,000","293,138","904,862","1,198,000","293,138","904,862",
"=""032502""",富世達永豐53購06,0,0,0,"1,220,000","330,000","890,000","1,220,000","330,000","890,000",
"=""030490""",台玻國票54購01  ,0,0,0,"911,000","26,000","885,000","911,000","26,000","885,000",
"=""031867""",高力統一55購01  ,0,0,0,"1,044,000","160,000","884,000","1,044,000","160,000","884,000",
"=""034887""",精成科元大54購11,0,0,0,"871,000",0,"871,000","871,000",0,"871,000",
"=""037969""",晶豪科群益53購03,0,0,0,"1,534,000","663,000","871,000","1,534,000","663,000","871,000",
"=""071724""",華泰統一52購02  ,0,0,0,"923,000","53,000","870,000","923,000","53,000","870,000",
"=""031764""",大立光元大52購08,0,0,0,"878,000","21,000","857,000","878,000","21,000","857,000",
"=""037796""",昇陽半元大54購14,0,0,0,"861,000","25,000","836,000","861,000","25,000","836,000",
"=""081801""",仁寶富邦51購01  ,0,0,0,"835,000","3,000","832,000","835,000","3,000","832,000",
"=""079460""",元金2X國票54購02,0,0,0,"1,016,000","204,000","812,000","1,016,000","204,000","812,000",
"=""03504U""",仁寶元富4C售01  ,0,0,0,"810,000",0,"810,000","810,000",0,"810,000",
"=""083298""",嘉澤元大52購01  ,0,0,0,"805,000","1,000","804,000","805,000","1,000","804,000",
"=""033658""",臻鼎統一58購05  ,0,0,0,"908,000","105,000","803,000","908,000","105,000","803,000",
"=""05481U""",FB越南凱基54售02,0,0,0,"799,000",0,"799,000","799,000",0,"799,000",
"=""060125""",鴻準群益4C購01  ,0,0,0,"799,000",0,"799,000","799,000",0,"799,000",
"=""036848""",國巨統一5B購02  ,0,0,0,"937,000","142,000","795,000","937,000","142,000","795,000",
"=""034546""",神達富邦56購01  ,0,0,0,"847,000","54,000","793,000","847,000","54,000","793,000",
"=""048375""",鴻海元富4B購02  ,0,0,0,"869,000","78,000","791,000","869,000","78,000","791,000",
"=""038018""",神達元富53購09  ,0,0,0,"828,000","40,000","788,000","828,000","40,000","788,000",
"=""06702P""",臺股指元大4B售08,0,0,0,"783,000",0,"783,000","783,000",0,"783,000",
"=""031667""",高力統一54購03  ,0,0,0,"780,000",0,"780,000","780,000",0,"780,000",
"=""057544""",京元電元大4A購01,0,0,0,"780,000",0,"780,000","780,000",0,"780,000",
"=""033945""",國巨統一58購02  ,0,0,0,"950,000","171,000","779,000","950,000","171,000","779,000",
"=""032110""",鴻準元大54購03  ,0,0,0,"787,000","10,000","777,000","787,000","10,000","777,000",
"=""032465""",京元電元大54購06,0,0,0,"1,291,000","515,000","776,000","1,291,000","515,000","776,000",
"=""038294""",大立光群益53購05,0,0,0,"811,000","37,000","774,000","811,000","37,000","774,000",
"=""038197""",道瓊銀凱基59購02,0,0,0,"823,000","55,000","768,000","823,000","55,000","768,000",
"=""032127""",京鼎元大53購02  ,0,0,0,"799,000","33,000","766,000","799,000","33,000","766,000",
"=""05483U""",台積電凱基55售06,0,0,0,"767,000","1,000","766,000","767,000","1,000","766,000",
"=""071555""",亞翔元大4B購01  ,0,0,0,"859,000","99,000","760,000","859,000","99,000","760,000",
"=""032548""",富世達富邦55購03,0,0,0,"1,191,000","437,000","754,000","1,191,000","437,000","754,000",
"=""009800""",中信NASDAQ      ,0,0,0,"851,000","103,110","747,890","851,000","103,110","747,890",
"=""088539""",大同群益51購01  ,0,0,0,"749,000","2,000","747,000","749,000","2,000","747,000",
6282  ,康舒            ,"277,000","122,015","154,985","616,790","26,315","590,475","893,790","148,330","745,460",
"=""034266""",富世達元大53購07,0,0,0,"1,099,000","358,000","741,000","1,099,000","358,000","741,000",
8046  ,南電            ,"731,000","460,061","270,939","682,062","212,335","469,727","1,413,062","672,396","740,666",
"=""04367U""",台灣50群益54售06,0,0,0,"740,000",0,"740,000","740,000",0,"740,000",
"=""067642""",世紀鋼統一51購02,0,0,0,"747,000","12,000","735,000","747,000","12,000","735,000",
"=""00923 """,群益台ESG低碳50 ,0,0,0,"1,214,048","483,873","730,175","1,214,048","483,873","730,175",
"=""035869""",鴻海群益56購02  ,0,0,0,"1,390,000","663,000","727,000","1,390,000","663,000","727,000",
"=""075510""",大立光統一53購01,0,0,0,"819,000","99,000","720,000","819,000","99,000","720,000",
"=""037165""",亞光元大54購20  ,0,0,0,"1,026,000","313,000","713,000","1,026,000","313,000","713,000",
"=""089595""",台玻凱基51購04  ,0,0,0,"713,000","1,000","712,000","713,000","1,000","712,000",
"=""083780""",緯創元大51購03  ,0,0,0,"732,000","21,000","711,000","732,000","21,000","711,000",
"=""076631""",全訊統一53購04  ,0,0,0,"973,000","268,000","705,000","973,000","268,000","705,000",
"=""054216""",鴻海凱基4A購01  ,0,0,0,"703,000",0,"703,000","703,000",0,"703,000",
"=""070518""",矽格統一51購01  ,0,0,0,"742,000","40,000","702,000","742,000","40,000","702,000",
"=""030669""",智邦群益52購03  ,0,0,0,"701,000",0,"701,000","701,000",0,"701,000",
"=""084294""",聯發科元大51購26,0,0,0,"701,000",0,"701,000","701,000",0,"701,000",
"=""036618""",宏達電國票53購06,0,0,0,"725,000","25,000","700,000","725,000","25,000","700,000",
"=""058841""",元日2X凱基53購01,0,0,0,"800,000","100,000","700,000","800,000","100,000","700,000",
"=""031930""",智邦群益53購05  ,0,0,0,"803,000","105,000","698,000","803,000","105,000","698,000",
"=""035743""",華邦電統一57購02,0,0,0,"861,000","163,000","698,000","861,000","163,000","698,000",
"=""031422""",玉晶光富邦54購01,0,0,0,"961,000","268,000","693,000","961,000","268,000","693,000",
"=""035476""",富世達永豐55購01,0,0,0,"684,000",0,"684,000","684,000",0,"684,000",
"=""031502""",大立光元大52購06,0,0,0,"757,000","74,000","683,000","757,000","74,000","683,000",
"=""037923""",昇陽半富邦54購01,0,0,0,"764,000","82,000","682,000","764,000","82,000","682,000",
"=""088092""",大立光國票52購02,0,0,0,"708,000","26,000","682,000","708,000","26,000","682,000",
1326  ,台化            ,"178,000","58,000","120,000","747,465","186,057","561,408","925,465","244,057","681,408",
"=""059708""",元日2X群益53購03,0,0,0,"803,000","122,000","681,000","803,000","122,000","681,000",
"=""033108""",宏達電群益54購02,0,0,0,"816,000","137,000","679,000","816,000","137,000","679,000",
"=""036999""",創意元大54購11  ,0,0,0,"713,000","34,000","679,000","713,000","34,000","679,000",
"=""087970""",微星群益51購03  ,0,0,0,"759,000","80,000","679,000","759,000","80,000","679,000",
"=""088036""",大立光統一53購02,0,0,0,"716,000","37,000","679,000","716,000","37,000","679,000",
"=""088146""",華城元大54購03  ,0,0,0,"699,000","20,000","679,000","699,000","20,000","679,000",
"=""033773""",華通元大53購06  ,0,0,0,"1,177,000","499,000","678,000","1,177,000","499,000","678,000",
"=""037928""",國巨元富53購11  ,0,0,0,"1,327,000","649,000","678,000","1,327,000","649,000","678,000",
"=""036230""",宏達電群益53購03,0,0,0,"1,118,000","442,000","676,000","1,118,000","442,000","676,000",
"=""071474""",力成統一51購02  ,0,0,0,"1,327,000","656,000","671,000","1,327,000","656,000","671,000",
"=""035354""",德律統一57購02  ,0,0,0,"680,000","10,000","670,000","680,000","10,000","670,000",
"=""00639 """,富邦深100       ,"80,000",0,"80,000","873,608","288,662","584,946","953,608","288,662","664,946",
"=""057386""",緯創統一53購01  ,0,0,0,"939,000","280,000","659,000","939,000","280,000","659,000",
"=""030449""",大立光兆豐53購02,0,0,0,"658,000",0,"658,000","658,000",0,"658,000",
"=""031708""",台積電群益54購18,0,0,0,"679,000","21,000","658,000","679,000","21,000","658,000",
"=""076557""",廣宇國票4C購02  ,0,0,0,"671,000","15,000","656,000","671,000","15,000","656,000",
"=""031665""",高力統一54購01  ,0,0,0,"857,000","202,000","655,000","857,000","202,000","655,000",
"=""034764""",道瓊銅元大54購01,0,0,0,"675,000","25,000","650,000","675,000","25,000","650,000",
"=""081919""",長華元大4B購02  ,0,0,0,"755,000","106,000","649,000","755,000","106,000","649,000",
"=""036488""",京鼎富邦53購01  ,0,0,0,"853,000","207,000","646,000","853,000","207,000","646,000",
"=""030507""",大同凱基4C購03  ,0,0,0,"638,000",0,"638,000","638,000",0,"638,000",
"=""037012""",昇陽半元大58購02,0,0,0,"639,000","2,000","637,000","639,000","2,000","637,000",
"=""033289""",大立光元大54購07,0,0,0,"682,000","46,000","636,000","682,000","46,000","636,000",
"=""03692B""",臺股指元大55熊19,0,0,0,"686,000","51,000","635,000","686,000","51,000","635,000",
3715  ,定穎投控        ,"560,000","251,000","309,000","1,040,319","714,660","325,659","1,600,319","965,660","634,659",
"=""089221""",金像電群益55購01,0,0,0,"634,000","1,000","633,000","634,000","1,000","633,000",
"=""05307U""",臺股指中信55售07,0,0,0,"627,000",0,"627,000","627,000",0,"627,000",
"=""036758""",力成群益55購01  ,0,0,0,"774,000","149,000","625,000","774,000","149,000","625,000",
"=""00701 """,國泰股利精選30  ,0,0,0,"823,059","198,947","624,112","823,059","198,947","624,112",
"=""036699""",南亞科元富56購04,0,0,0,"678,000","55,000","623,000","678,000","55,000","623,000",
"=""048596""",超眾元富58購01  ,0,0,0,"679,000","56,000","623,000","679,000","56,000","623,000",
"=""080283""",SGBR2X中信51購01,0,0,0,"624,000","2,000","622,000","624,000","2,000","622,000",
"=""031263""",昇陽半元大54購02,0,0,0,"657,000","36,000","621,000","657,000","36,000","621,000",
"=""052122""",創意統一59購01  ,0,0,0,"1,084,000","464,000","620,000","1,084,000","464,000","620,000",
"=""089700""",群創凱基53購01  ,0,0,0,"620,000",0,"620,000","620,000",0,"620,000",
"=""030844""",智原元大54購01  ,0,0,0,"863,000","244,000","619,000","863,000","244,000","619,000",
"=""032245""",長榮富邦54購01  ,0,0,0,"621,000","4,000","617,000","621,000","4,000","617,000",
"=""034274""",金寶群益53購02  ,0,0,0,"630,000","13,000","617,000","630,000","13,000","617,000",
"=""070702""",亞翔統一54購01  ,0,0,0,"889,000","274,000","615,000","889,000","274,000","615,000",
"=""037324""",昇陽半元大54購12,0,0,0,"636,000","22,000","614,000","636,000","22,000","614,000",
"=""00892 """,富邦台灣半導體  ,0,0,0,"1,127,321","517,678","609,643","1,127,321","517,678","609,643",
"=""030224""",AES元大53購01   ,0,0,0,"611,000","6,000","605,000","611,000","6,000","605,000",
"=""077959""",皇昌富邦4C購01  ,0,0,0,"605,000",0,"605,000","605,000",0,"605,000",
"=""038189""",神達國票53購06  ,0,0,0,"601,000","1,000","600,000","601,000","1,000","600,000",
"=""04481U""",聯鈞凱基51售03  ,0,0,0,"600,000",0,"600,000","600,000",0,"600,000",
"=""084145""",緯創元大51購04  ,0,0,0,"600,000",0,"600,000","600,000",0,"600,000",
"=""087917""",京鼎國票52購01  ,0,0,0,"666,000","66,000","600,000","666,000","66,000","600,000",
"=""034311""",龍德船永豐53購02,0,0,0,"593,000",0,"593,000","593,000",0,"593,000",
"=""033875""",創意凱基53購02  ,0,0,0,"613,000","22,000","591,000","613,000","22,000","591,000",
"=""089808""",大立光元大53購01,0,0,0,"599,000","10,000","589,000","599,000","10,000","589,000",
"=""037723""",定穎控元富53購06,0,0,0,"660,000","75,000","585,000","660,000","75,000","585,000",
"=""035855""",富世達元大54購18,0,0,0,"852,000","270,000","582,000","852,000","270,000","582,000",
"=""082431""",泰金寶國票4C購01,0,0,0,"740,000","160,000","580,000","740,000","160,000","580,000",
"=""030963""",富世達富邦55購01,0,0,0,"613,000","34,000","579,000","613,000","34,000","579,000",
"=""031767""",富華新元大52購01,0,0,0,"816,000","238,000","578,000","816,000","238,000","578,000",
"=""036000""",楠梓電元大54購03,0,0,0,"586,000","10,000","576,000","586,000","10,000","576,000",
"=""079729""",大立光元富54購02,0,0,0,"636,000","60,000","576,000","636,000","60,000","576,000",
"=""089560""",廣宇元大54購01  ,0,0,0,"634,000","58,000","576,000","634,000","58,000","576,000",
"=""037777""",鉅祥元大54購10  ,0,0,0,"575,000",0,"575,000","575,000",0,"575,000",
"=""067095""",世紀鋼兆豐51購01,0,0,0,"685,000","113,000","572,000","685,000","113,000","572,000",
"=""088457""",宏達電元富51購07,0,0,0,"609,000","39,000","570,000","609,000","39,000","570,000",
"=""035813""",大亞元大54購03  ,0,0,0,"569,000",0,"569,000","569,000",0,"569,000",
"=""068172""",富世達統一62購01,0,0,0,"749,000","182,000","567,000","749,000","182,000","567,000",
"=""03924U""",台灣50元富4C售14,0,0,0,"565,000",0,"565,000","565,000",0,"565,000",
"=""082728""",智原兆豐53購01  ,0,0,0,"563,000",0,"563,000","563,000",0,"563,000",
"=""034252""",辛耘元大53購02  ,0,0,0,"561,000",0,"561,000","561,000",0,"561,000",
"=""085370""",亞力元大4C購06  ,0,0,0,"561,000",0,"561,000","561,000",0,"561,000",
1301  ,台塑            ,"94,620","146,000","-51,380","1,009,996","398,218","611,778","1,104,616","544,218","560,398",
"=""086665""",奇鋐統一57購01  ,0,0,0,"560,000",0,"560,000","560,000",0,"560,000",
"=""071007""",國巨統一52購02  ,0,0,0,"989,000","430,000","559,000","989,000","430,000","559,000",
"=""086461""",拓凱統一57購01  ,0,0,0,"687,000","132,000","555,000","687,000","132,000","555,000",
"=""03648U""",緯穎國票51售03  ,0,0,0,"553,000",0,"553,000","553,000",0,"553,000",
"=""071009""",旺宏統一52購02  ,0,0,0,"884,000","332,000","552,000","884,000","332,000","552,000",
"=""086626""",勤誠群益51購03  ,0,0,0,"566,000","14,000","552,000","566,000","14,000","552,000",
"=""035520""",富世達凱基55購02,0,0,0,"723,000","173,000","550,000","723,000","173,000","550,000",
"=""058512""",創意凱基4B購01  ,0,0,0,"600,000","50,000","550,000","600,000","50,000","550,000",
