證券代號,證券名稱,買進股數,賣出股數,買賣超股數
6770  ,力積電          ,"15,000","42,000","-27,000"
2015  ,豐興            ,0,"26,000","-26,000"
2376  ,技嘉            ,"4,000","30,000","-26,000"
2850  ,新產            ,0,"23,000","-23,000"
2520  ,冠德            ,0,"21,000","-21,000"
4763  ,材料*-KY        ,"12,000","33,000","-21,000"
6515  ,穎崴            ,"173,000","194,000","-21,000"
3033  ,威健            ,0,"20,227","-20,227"
6206  ,飛捷            ,0,"20,000","-20,000"
2731  ,雄獅            ,0,"17,000","-17,000"
6197  ,佳必琪          ,0,"17,000","-17,000"
6446  ,藥華藥          ,0,"17,000","-17,000"
6799  ,來頡            ,0,"14,000","-14,000"
4961  ,天鈺            ,0,"13,661","-13,661"
1532  ,勤美            ,0,"13,411","-13,411"
5880  ,合庫金          ,0,"12,495","-12,495"
2360  ,致茂            ,"74,000","86,000","-12,000"
9938  ,百和            ,0,"12,000","-12,000"
1102  ,亞泥            ,"14,000","25,641","-11,641"
2002  ,中鋼            ,0,"11,000","-11,000"
2383  ,台光電          ,"28,000","39,000","-11,000"
4532  ,瑞智            ,0,"10,938","-10,938"
1513  ,中興電          ,0,"10,200","-10,200"
2355  ,敬鵬            ,0,"9,532","-9,532"
3712  ,永崴投控        ,0,"9,126","-9,126"
1101  ,台泥            ,0,"9,000","-9,000"
2855  ,統一證          ,0,"9,000","-9,000"
2903  ,遠百            ,0,"9,000","-9,000"
3617  ,碩天            ,0,"9,000","-9,000"
3014  ,聯陽            ,0,"8,719","-8,719"
1522  ,堤維西          ,0,"8,684","-8,684"
2889  ,國票金          ,0,"8,000","-8,000"
2633  ,台灣高鐵        ,0,"7,760","-7,760"
3189  ,景碩            ,0,"7,000","-7,000"
8112  ,至上            ,0,"6,872","-6,872"
3209  ,全科            ,0,"6,743","-6,743"
2412  ,中華電          ,0,"6,000","-6,000"
2897  ,王道銀行        ,0,"6,000","-6,000"
3583  ,辛耘            ,0,"6,000","-6,000"
4441  ,振大環球        ,0,"6,000","-6,000"
6414  ,樺漢            ,0,"6,000","-6,000"
6906  ,現觀科          ,0,"6,000","-6,000"
2812  ,台中銀          ,0,"5,934","-5,934"
2834  ,臺企銀          ,0,"5,838","-5,838"
4906  ,正文            ,0,"5,406","-5,406"
1301  ,台塑            ,0,"5,000","-5,000"
2501  ,國建            ,0,"5,000","-5,000"
9941  ,裕融            ,0,"5,000","-5,000"
8150  ,南茂            ,0,"4,812","-4,812"
1476  ,儒鴻            ,0,"4,547","-4,547"
2597  ,潤弘            ,0,"4,000","-4,000"
3035  ,智原            ,0,"4,000","-4,000"
6531  ,愛普*           ,"1,000","5,000","-4,000"
9907  ,統一實          ,0,"4,000","-4,000"
8163  ,達方            ,0,"3,772","-3,772"
8081  ,致新            ,0,"3,614","-3,614"
1316  ,上曜            ,0,"3,000","-3,000"
2062  ,橋椿            ,0,"3,000","-3,000"
2614  ,東森            ,0,"3,000","-3,000"
3023  ,信邦            ,"2,000","5,000","-3,000"
6282  ,康舒            ,0,"3,000","-3,000"
6409  ,旭隼            ,0,"3,000","-3,000"
2387  ,精元            ,0,"2,719","-2,719"
6189  ,豐藝            ,0,"2,321","-2,321"
2852  ,第一保          ,0,"2,307","-2,307"
1503  ,士電            ,0,"2,000","-2,000"
2374  ,佳能            ,0,"2,000","-2,000"
2540  ,愛山林          ,0,"2,000","-2,000"
6415  ,矽力*-KY        ,"2,000","4,000","-2,000"
8039  ,台虹            ,0,"2,000","-2,000"
8404  ,百和興業-KY     ,0,"2,000","-2,000"
3532  ,台勝科          ,0,"1,945","-1,945"
2480  ,敦陽科          ,0,"1,889","-1,889"
4720  ,德淵            ,0,"1,027","-1,027"
1414  ,東和            ,0,"1,000","-1,000"
1560  ,中砂            ,0,"1,000","-1,000"
1603  ,華電            ,0,"1,000","-1,000"
1608  ,華榮            ,0,"1,000","-1,000"
1712  ,興農            ,0,"1,000","-1,000"
1723  ,中碳            ,0,"1,000","-1,000"
3026  ,禾伸堂          ,0,"1,000","-1,000"
3450  ,聯鈞            ,0,"1,000","-1,000"
4739  ,康普            ,0,"1,000","-1,000"
5234  ,達興材料        ,0,"1,000","-1,000"
6235  ,華孚            ,0,"1,000","-1,000"
6861  ,睿生光電        ,0,"1,000","-1,000"
8021  ,尖點            ,0,"1,000","-1,000"
8028  ,昇陽半導體      ,0,"1,000","-1,000"
8215  ,明基材          ,0,"1,000","-1,000"
8271  ,宇瞻            ,0,"1,000","-1,000"
3038  ,全台            ,0,981,-981
9924  ,福興            ,0,904,-904
2527  ,宏璟            ,0,662,-662
1558  ,伸興            ,0,392,-392
2049  ,上銀            ,0,285,-285
3008  ,大立光          ,"1,000","1,200",-200
6754  ,匯僑設計        ,0,142,-142
2395  ,研華            ,"2,000","2,000",0
6789  ,采鈺            ,"2,000","2,000",0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
