證券代號,證券名稱,買進股數,賣出股數,買賣超股數
2610  ,華航            ,"335,000","176,313","158,687"
3715  ,定穎投控        ,"157,000",0,"157,000"
2211  ,長榮鋼          ,"193,000","36,324","156,676"
8261  ,富鼎            ,"155,000",0,"155,000"
3036  ,文曄            ,"466,000","322,046","143,954"
3034  ,聯詠            ,"416,000","295,760","120,240"
8404  ,百和興業-KY     ,"114,000",0,"114,000"
3090  ,日電貿          ,"119,000","9,256","109,744"
1477  ,聚陽            ,"161,000","52,027","108,973"
6937  ,天虹            ,"106,000",0,"106,000"
3026  ,禾伸堂          ,"104,000",0,"104,000"
6235  ,華孚            ,"104,000",0,"104,000"
8028  ,昇陽半導體      ,"102,000",0,"102,000"
6805  ,富世達          ,"281,000","186,009","94,991"
1215  ,卜蜂            ,"120,000","27,000","93,000"
1603  ,華電            ,"93,000",0,"93,000"
3481  ,群創            ,"91,000","9,116","81,884"
1414  ,東和            ,"75,000",0,"75,000"
5871  ,中租-KY         ,"138,000","67,000","71,000"
8271  ,宇瞻            ,"69,000",0,"69,000"
6515  ,穎崴            ,"73,000","10,000","63,000"
4919  ,新唐            ,"63,000",22,"62,978"
2344  ,華邦電          ,"63,000",207,"62,793"
3017  ,奇鋐            ,"62,000","2,015","59,985"
2302  ,麗正            ,"59,000",0,"59,000"
4722  ,國精化          ,"59,000",0,"59,000"
4967  ,十銓            ,"57,000",0,"57,000"
3665  ,貿聯-KY         ,"122,000","66,002","55,998"
1733  ,五鼎            ,"55,000",0,"55,000"
2428  ,興勤            ,"54,000",0,"54,000"
6719  ,力智            ,"44,000",0,"44,000"
6526  ,達發            ,"31,000",2,"30,998"
2753  ,八方雲集        ,"28,000",0,"28,000"
8081  ,致新            ,"29,000","1,606","27,394"
6505  ,台塑化          ,"26,000",496,"25,504"
3014  ,聯陽            ,"63,000","39,153","23,847"
6669  ,緯穎            ,"41,000","17,309","23,691"
1608  ,華榮            ,"21,000",0,"21,000"
2379  ,瑞昱            ,"197,000","176,027","20,973"
6415  ,矽力*-KY        ,"20,000",9,"19,991"
8021  ,尖點            ,"14,000",0,"14,000"
2352  ,佳世達          ,"14,000",84,"13,916"
3033  ,威健            ,"38,000","24,454","13,546"
6861  ,睿生光電        ,"13,000",0,"13,000"
2059  ,川湖            ,"13,000","2,004","10,996"
2354  ,鴻準            ,"12,000","1,074","10,926"
6271  ,同欣電          ,"10,000",11,"9,989"
2002  ,中鋼            ,"10,000",795,"9,205"
1442  ,名軒            ,"7,000",0,"7,000"
6770  ,力積電          ,"7,000",212,"6,788"
9911  ,櫻花            ,"4,000",0,"4,000"
5434  ,崇越            ,"57,000","53,010","3,990"
2395  ,研華            ,"6,000","2,045","3,955"
2382  ,廣達            ,"144,000","141,253","2,747"
1301  ,台塑            ,"3,000",331,"2,669"
2348  ,海悅            ,"2,000",0,"2,000"
4536  ,拓凱            ,"2,000",0,"2,000"
3022  ,威強電          ,"3,000","2,000","1,000"
6691  ,洋基工程        ,"2,000","1,002",998
2303  ,聯電            ,"1,732,000","11,467,651","-9,735,651"
2885  ,元大金          ,"1,184,000","6,928,695","-5,744,695"
2884  ,玉山金          ,"13,000","5,093,095","-5,080,095"
2891  ,中信金          ,"195,000","4,617,702","-4,422,702"
1303  ,南亞            ,"3,000","4,414,517","-4,411,517"
2812  ,台中銀          ,0,"2,958,834","-2,958,834"
6239  ,力成            ,"260,000","2,759,586","-2,499,586"
2615  ,萬海            ,0,"2,230,146","-2,230,146"
2886  ,兆豐金          ,"9,000","1,787,754","-1,778,754"
"=""00945B""",凱基美國非投等債,0,"1,700,000","-1,700,000"
1102  ,亞泥            ,0,"1,388,172","-1,388,172"
4938  ,和碩            ,"71,000","1,364,770","-1,293,770"
3189  ,景碩            ,0,"1,205,024","-1,205,024"
1216  ,統一            ,"4,000","1,171,291","-1,167,291"
6191  ,精成科          ,"4,000","1,114,579","-1,110,579"
5876  ,上海商銀        ,"3,000","1,082,253","-1,079,253"
3044  ,健鼎            ,"18,000","1,079,623","-1,061,623"
2105  ,正新            ,0,"1,040,169","-1,040,169"
5880  ,合庫金          ,"9,000","1,037,817","-1,028,817"
3702  ,大聯大          ,"126,000","1,147,093","-1,021,093"
"=""00965 """,元大航太防衛科技,0,"1,000,000","-1,000,000"
2801  ,彰銀            ,0,"933,613","-933,613"
2880  ,華南金          ,"8,000","933,725","-925,725"
2353  ,宏��            ,"36,000","927,159","-891,159"
3035  ,智原            ,0,"788,013","-788,013"
3706  ,神達            ,"11,000","778,569","-767,569"
2882  ,國泰金          ,"783,000","1,498,589","-715,589"
2892  ,第一金          ,"9,000","712,749","-703,749"
4904  ,遠傳            ,"57,000","735,170","-678,170"
2618  ,長榮航          ,"418,000","1,094,279","-676,279"
3037  ,欣興            ,"131,000","780,079","-649,079"
2834  ,臺企銀          ,0,"575,506","-575,506"
2360  ,致茂            ,"171,000","701,022","-530,022"
2347  ,聯強            ,"15,000","470,047","-455,047"
3045  ,台灣大          ,"56,000","492,183","-436,183"
3023  ,信邦            ,0,"434,012","-434,012"
2603  ,長榮            ,0,"420,110","-420,110"
2455  ,全新            ,"79,000","496,010","-417,010"
2412  ,中華電          ,"2,000","413,404","-411,404"
3711  ,日月光投控      ,"474,000","861,228","-387,228"
2890  ,永豐金          ,"561,000","932,755","-371,755"
1319  ,東陽            ,"130,000","491,031","-361,031"
1513  ,中興電          ,0,"319,026","-319,026"
8016  ,矽創            ,"3,000","320,099","-317,099"
3443  ,創意            ,"19,000","331,007","-312,007"
2330  ,台積電          ,"451,000","752,033","-301,033"
3450  ,聯鈞            ,"15,000","304,000","-289,000"
2324  ,仁寶            ,"3,011,000","3,299,165","-288,165"
3376  ,新日興          ,0,"279,026","-279,026"
2449  ,京元電子        ,"1,020,000","1,283,064","-263,064"
2539  ,櫻花建          ,0,"258,146","-258,146"
3413  ,京鼎            ,"40,000","298,000","-258,000"
2845  ,遠東銀          ,0,"252,228","-252,228"
2385  ,群光            ,"25,000","276,231","-251,231"
2883B ,凱基金乙特      ,0,"250,000","-250,000"
1795  ,美時            ,0,"249,013","-249,013"
2368  ,金像電          ,"12,000","251,026","-239,026"
2404  ,漢唐            ,0,"220,394","-220,394"
2637  ,慧洋-KY         ,0,"206,809","-206,809"
6176  ,瑞儀            ,"19,000","223,589","-204,589"
9802  ,鈺齊-KY         ,0,"203,000","-203,000"
6278  ,台表科          ,0,"202,224","-202,224"
2474  ,可成            ,"56,000","255,064","-199,064"
1519  ,華城            ,0,"191,616","-191,616"
2357  ,華碩            ,"9,000","198,374","-189,374"
2451  ,創見            ,0,"173,904","-173,904"
3005  ,神基            ,"5,000","162,911","-157,911"
4915  ,致伸            ,0,"157,575","-157,575"
"=""006208""",富邦台50        ,0,"150,000","-150,000"
2504  ,國產            ,0,"146,357","-146,357"
6196  ,帆宣            ,0,"141,010","-141,010"
2006  ,東和鋼鐵        ,0,"135,038","-135,038"
3653  ,健策            ,"19,000","148,007","-129,007"
1560  ,中砂            ,"44,000","160,000","-116,000"
2027  ,大成鋼          ,0,"107,127","-107,127"
8070  ,長華*           ,0,"103,340","-103,340"
1210  ,大成            ,0,"102,046","-102,046"
1612  ,宏泰            ,0,"102,000","-102,000"
8422  ,可寧衛          ,"8,000","110,000","-102,000"
6412  ,群電            ,0,"101,751","-101,751"
4755  ,三福化          ,0,"100,000","-100,000"
2912  ,統一超          ,0,"96,054","-96,054"
9937  ,全國            ,0,"96,000","-96,000"
2436  ,偉詮電          ,0,"95,000","-95,000"
8996  ,高力            ,0,"93,005","-93,005"
6285  ,啟��            ,"10,000","101,022","-91,022"
2609  ,陽明            ,0,"84,482","-84,482"
3013  ,晟銘電          ,0,"78,000","-78,000"
1616  ,億泰            ,0,"75,680","-75,680"
6531  ,愛普*           ,"5,000","79,005","-74,005"
6944  ,兆聯實業        ,0,"70,000","-70,000"
2439  ,美律            ,0,"69,484","-69,484"
2606  ,裕民            ,0,"69,342","-69,342"
5243  ,乙盛-KY         ,0,"63,000","-63,000"
2393  ,億光            ,"11,000","73,214","-62,214"
2383  ,台光電          ,"288,000","350,017","-62,017"
6414  ,樺漢            ,0,"59,005","-59,005"
2427  ,三商電          ,0,"59,000","-59,000"
2206  ,三陽工業        ,0,"57,042","-57,042"
1736  ,喬山            ,0,"55,250","-55,250"
6789  ,采鈺            ,"6,000","60,016","-54,016"
3694  ,海華            ,0,"52,000","-52,000"
2402  ,毅嘉            ,0,"51,000","-51,000"
2308  ,台達電          ,"279,000","328,135","-49,135"
5222  ,全訊            ,0,"47,700","-47,700"
1402  ,遠東新          ,"343,000","385,278","-42,278"
3661  ,世芯-KY         ,"5,000","47,000","-42,000"
6472  ,保瑞            ,0,"41,961","-41,961"
3032  ,偉訓            ,0,"41,000","-41,000"
9917  ,中保科          ,0,"40,023","-40,023"
2313  ,華通            ,"12,000","51,062","-39,062"
3042  ,晶技            ,0,"38,201","-38,201"
2371  ,大同            ,0,"38,005","-38,005"
9939  ,宏全            ,"25,000","62,015","-37,015"
3583  ,辛耘            ,0,"37,000","-37,000"
6206  ,飛捷            ,0,"34,800","-34,800"
2607  ,榮運            ,0,"34,028","-34,028"
3533  ,嘉澤            ,"1,000","35,006","-34,006"
4763  ,材料*-KY        ,"14,000","48,000","-34,000"
2915  ,潤泰全          ,0,"33,058","-33,058"
5234  ,達興材料        ,0,"33,000","-33,000"
9958  ,世紀鋼          ,"75,000","107,012","-32,012"
6139  ,亞翔            ,"5,000","37,002","-32,002"
2345  ,智邦            ,0,"31,779","-31,779"
2377  ,微星            ,"8,000","39,044","-31,044"
6670  ,復盛應用        ,"3,000","34,012","-31,012"
6790  ,永豐實          ,0,"30,000","-30,000"
3010  ,華立            ,0,"29,356","-29,356"
6197  ,佳必琪          ,0,"29,000","-29,000"
6449  ,鈺邦            ,0,"29,000","-29,000"
4961  ,天鈺            ,"3,000","31,653","-28,653"
3046  ,建��            ,0,"24,000","-24,000"
2233  ,宇隆            ,0,"22,000","-22,000"
3592  ,瑞鼎            ,"24,000","45,391","-21,391"
1434  ,福懋            ,0,"21,088","-21,088"
4571  ,鈞興-KY         ,0,"21,000","-21,000"
5284  ,jpp-KY          ,0,"20,000","-20,000"
6799  ,來頡            ,0,"20,000","-20,000"
3030  ,德律            ,0,"19,002","-19,002"
1590  ,亞德客-KY       ,"2,000","20,000","-18,000"
2467  ,志聖            ,"32,000","50,000","-18,000"
3617  ,碩天            ,"2,000","20,000","-18,000"
9904  ,寶成            ,0,"17,153","-17,153"
1532  ,勤美            ,0,"16,081","-16,081"
2520  ,冠德            ,0,"14,019","-14,019"
8478  ,東哥遊艇        ,0,"14,005","-14,005"
2015  ,豐興            ,0,"13,030","-13,030"
5269  ,祥碩            ,"2,000","15,004","-13,004"
2355  ,敬鵬            ,0,"12,477","-12,477"
1808  ,潤隆            ,0,"12,052","-12,052"
1522  ,堤維西          ,0,"11,423","-11,423"
4532  ,瑞智            ,0,"10,875","-10,875"
6605  ,帝寶            ,0,"10,002","-10,002"
3209  ,全科            ,0,"9,726","-9,726"
3712  ,永崴投控        ,0,"9,054","-9,054"
9938  ,百和            ,0,"8,000","-8,000"
1307  ,三芳            ,0,"7,779","-7,779"
6768  ,志強-KY         ,0,"7,705","-7,705"
9941  ,裕融            ,0,"7,030","-7,030"
6409  ,旭隼            ,0,"7,005","-7,005"
4766  ,南寶            ,"2,000","8,873","-6,873"
2458  ,義隆            ,"297,000","303,487","-6,487"
2889  ,國票金          ,0,"6,189","-6,189"
2597  ,潤弘            ,0,"6,003","-6,003"
4906  ,正文            ,0,"5,338","-5,338"
2498  ,宏達電          ,0,"5,043","-5,043"
1476  ,儒鴻            ,0,"5,014","-5,014"
6214  ,精誠            ,0,"5,014","-5,014"
3406  ,玉晶光          ,"1,000","6,006","-5,006"
2727  ,王品            ,0,"5,000","-5,000"
2850  ,新產            ,"6,000","11,000","-5,000"
8150  ,南茂            ,0,"4,789","-4,789"
2852  ,第一保          ,0,"4,613","-4,613"
8464  ,億豐            ,"1,000","5,015","-4,015"
2062  ,橋椿            ,0,"4,000","-4,000"
6830  ,汎銓            ,0,"4,000","-4,000"
8163  ,達方            ,0,"3,724","-3,724"
2362  ,藍天            ,0,"3,005","-3,005"
2387  ,精元            ,0,"2,684","-2,684"
1101  ,台泥            ,0,"2,371","-2,371"
6189  ,豐藝            ,0,"2,292","-2,292"
4720  ,德淵            ,0,"2,053","-2,053"
1503  ,士電            ,0,"2,027","-2,027"
1582  ,信錦            ,0,"2,000","-2,000"
3038  ,全台            ,0,"1,961","-1,961"
3532  ,台勝科          ,0,"1,941","-1,941"
9924  ,福興            ,0,"1,809","-1,809"
2527  ,宏璟            ,0,"1,324","-1,324"
6781  ,AES-KY          ,0,"1,000","-1,000"
2480  ,敦陽科          ,0,877,-877
1558  ,伸興            ,0,785,-785
2707  ,晶華            ,"1,000","1,310",-310
1326  ,台化            ,0,305,-305
6754  ,匯僑設計        ,0,284,-284
1314  ,中石化          ,0,197,-197
2408  ,南亞科          ,0,161,-161
6116  ,彩晶            ,0,153,-153
9945  ,潤泰新          ,0,148,-148
1802  ,台玻            ,0,146,-146
2897  ,王道銀行        ,0,143,-143
2633  ,台灣高鐵        ,0,137,-137
2023  ,燁輝            ,0,105,-105
2337  ,旺宏            ,0,97,-97
1229  ,聯華            ,0,94,-94
1907  ,永豐餘          ,0,86,-86
9907  ,統一實          ,0,82,-82
2849  ,安泰銀          ,0,76,-76
2014  ,中鴻            ,0,75,-75
1717  ,長興            ,0,61,-61
1904  ,正隆            ,0,58,-58
1905  ,華紙            ,0,57,-57
2201  ,裕隆            ,0,56,-56
1722  ,台肥            ,0,51,-51
2106  ,建大            ,0,50,-50
2634  ,漢翔            ,0,49,-49
1227  ,佳格            ,0,48,-48
9933  ,中鼎            ,0,46,-46
5522  ,遠雄            ,0,41,-41
1609  ,大亞            ,0,40,-40
2101  ,南港            ,0,38,-38
6282  ,康舒            ,0,38,-38
8926  ,台汽電          ,0,38,-38
3714  ,富采            ,0,36,-36
6592  ,和潤企業        ,0,32,-32
2441  ,超豐            ,0,30,-30
2207  ,和泰車          ,0,29,-29
2388  ,威盛            ,0,26,-26
2363  ,矽統            ,0,25,-25
2492  ,華新科          ,0,25,-25
5469  ,瀚宇博          ,0,25,-25
2329  ,華泰            ,0,22,-22
2530  ,華建            ,0,20,-20
9921  ,巨大            ,0,20,-20
2049  ,上銀            ,0,18,-18
2457  ,飛宏            ,0,18,-18
2867  ,三商壽          ,0,18,-18
6269  ,台郡            ,0,17,-17
1773  ,勝一            ,0,16,-16
2227  ,裕日車          ,0,16,-16
9914  ,美利達          ,0,16,-16
3703  ,欣陸            ,0,14,-14
8454  ,富邦媒          ,0,14,-14
2421  ,建準            ,0,13,-13
5388  ,中磊            ,0,13,-13
1723  ,中碳            ,0,12,-12
3596  ,智易            ,0,11,-11
2548  ,華固            ,0,10,-10
2524  ,京城            ,0,9,-9
3008  ,大立光          ,"4,000","4,007",-7
1440  ,南紡            ,0,5,-5
6491  ,晶碩            ,0,4,-4
5534  ,長虹            ,0,2,-2
6230  ,尼得科超眾      ,0,2,-2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
